PLAYER,Age,G,GS,MP,FG,FGA,FG.1,3P,3PA,3P.1,2P,2PA,2P.1,eFG,FT,FTA,FT.1,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS/G
Charles Oakley,23,3,3,43.0,6.3,16.7,0.38,0.7,1.3,0.5,5.7,15.3,0.37,0.4,6.7,8.0,0.833,5.7,9.7,15.3,2.0,1.3,0.3,2.7,4.3,20.0
Michael Jordan,23,3,3,42.7,11.7,28.0,0.41700000000000004,0.7,1.7,0.4,11.0,26.3,0.418,0.429,11.7,13.0,0.897,2.3,4.7,7.0,6.0,2.0,2.3,2.7,3.7,35.7
Dave Corzine,30,3,3,40.7,3.3,7.3,0.455,0.0,0.0,,3.3,7.3,0.455,0.455,2.3,3.0,0.778,2.3,4.7,7.0,2.3,0.3,1.0,2.3,2.0,9.0
John Paxson,26,3,3,29.0,3.7,7.3,0.5,1.0,2.3,0.429,2.7,5.0,0.5329999999999999,0.568,0.3,0.3,1.0,0.0,1.0,1.0,3.7,0.7,0.0,1.7,3.0,8.7
Gene Banks,27,3,3,26.3,4.3,7.3,0.591,0.0,0.0,,4.3,7.3,0.591,0.591,1.7,2.7,0.625,1.0,1.7,2.7,0.7,0.0,0.0,0.7,4.3,10.3
Sedale Threatt,25,3,0,23.3,2.7,5.7,0.47100000000000003,0.0,0.0,,2.7,5.7,0.47100000000000003,0.47100000000000003,1.3,1.3,1.0,0.7,1.0,1.7,5.3,0.3,0.0,0.7,3.7,6.7
Brad Sellers,24,3,0,22.7,2.0,6.3,0.316,0.0,0.0,,2.0,6.3,0.316,0.316,1.0,1.0,1.0,0.7,1.7,2.3,1.0,0.0,0.3,0.3,2.7,5.0
Elston Turner,27,3,0,8.3,1.3,1.7,0.8,0.0,0.0,,1.3,1.7,0.8,0.8,0.0,0.0,,0.3,0.3,0.7,0.3,0.7,0.0,0.0,1.0,2.7
Granville Waiters,26,2,0,4.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.5,0.5,0.0,0.0,0.5,0.0,0.5,0.0
Mike Brown,23,1,0,3.0,0.0,1.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
Pete Myers,23,1,0,1.0,0.0,1.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
