PLAYER,Age,G,GS,MP,FG,FGA,FG.1,3P,3PA,3P.1,2P,2PA,2P.1,eFG,FT,FTA,FT.1,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS/G
Charles Barkley,23,5,5,42.0,8.6,15.0,0.573,0.2,1.6,0.125,8.4,13.4,0.627,0.58,7.2,9.0,0.8,5.4,7.2,12.6,2.4,0.8,1.6,4.4,4.2,24.6
Maurice Cheeks,30,5,5,42.0,7.0,13.2,0.53,0.0,0.2,0.0,7.0,13.0,0.5379999999999999,0.53,3.6,4.2,0.857,0.2,2.4,2.6,8.8,1.8,0.8,2.4,2.8,17.6
Julius Erving,36,5,5,36.0,6.8,16.4,0.415,0.4,1.2,0.33299999999999996,6.4,15.2,0.42100000000000004,0.42700000000000005,4.2,5.0,0.84,2.8,2.2,5.0,3.4,1.4,1.2,1.8,3.8,18.2
Roy Hinson,25,5,0,31.8,6.2,10.4,0.596,0.0,0.0,,6.2,10.4,0.596,0.596,4.8,7.6,0.632,1.2,3.4,4.6,0.6,0.8,2.0,0.4,3.6,17.2
Cliff Robinson,26,5,5,27.6,6.0,12.2,0.49200000000000005,0.0,0.0,,6.0,12.2,0.49200000000000005,0.49200000000000005,2.6,3.0,0.867,2.0,6.6,8.6,1.2,0.6,1.4,1.6,3.0,14.6
Tim McCormick,24,5,5,24.2,2.4,4.8,0.5,0.0,0.0,,2.4,4.8,0.5,0.5,0.8,0.8,1.0,1.4,4.8,6.2,1.2,0.2,0.4,1.4,3.8,5.6
Andrew Toney,29,5,0,20.8,2.6,6.8,0.382,0.0,0.6,0.0,2.6,6.2,0.419,0.382,0.4,0.4,1.0,0.4,1.4,1.8,5.4,0.4,0.4,3.2,3.2,5.6
David Wingate,23,5,0,18.0,3.0,7.4,0.405,0.4,0.4,1.0,2.6,7.0,0.371,0.43200000000000005,1.8,2.8,0.643,1.0,1.4,2.4,1.8,1.0,0.2,1.8,2.2,8.2
Steve Colter,24,2,0,4.0,0.5,1.0,0.5,0.0,0.0,,0.5,1.0,0.5,0.5,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5,1.0
Mark McNamara,27,1,0,2.0,1.0,1.0,1.0,0.0,0.0,,1.0,1.0,1.0,1.0,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0
Danny Vranes,28,2,0,1.5,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,1.5,1.5,0.0,0.0,0.0,0.0,0.5,0.0
