SEASON,TEAM ID,TEAM,PLAYER,Age,G,GS,MP,FG,FGA,FG.1,3P,3PA,3P.1,2P,2PA,2P.1,eFG,FT,FTA,FT.1,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS/G
1987,2,BOS,Larry Bird,30,23,23,44.1,9.4,19.7,0.48,0.6,1.8,0.34,8.8,18.0,0.49,0.49,7.7,8.4,0.91,1.8,8.3,10.0,7.2,1.2,0.8,3.1,2.4,27.0
1987,2,BOS,Dennis Johnson,32,23,23,41.9,7.3,15.7,0.46,0.1,1.1,0.12,7.2,14.6,0.49,0.47,4.2,4.9,0.85,1.0,2.9,4.0,8.9,0.7,0.3,1.9,3.1,18.9
1987,2,BOS,Kevin McHale,29,21,19,39.4,8.3,14.2,0.58,0.0,0.0,,8.3,14.2,0.58,0.58,4.6,6.0,0.76,3.1,6.1,9.2,1.9,0.3,1.4,2.6,3.4,21.1
1987,2,BOS,Danny Ainge,27,20,19,38.1,5.8,11.9,0.49,1.6,3.7,0.44,4.2,8.3,0.51,0.56,1.6,1.8,0.86,0.7,2.0,2.6,4.6,1.2,0.2,2.1,3.1,14.8
1987,2,BOS,Robert Parish,33,21,21,35.0,7.1,12.5,0.57,0.0,0.0,0.0,7.1,12.5,0.57,0.57,3.8,4.9,0.77,2.8,6.6,9.4,1.3,0.9,1.7,1.8,3.8,18.0
1987,2,BOS,Jerry Sichting,30,23,4,14.7,1.5,3.6,0.43,0.0,0.3,0.17,1.5,3.3,0.45,0.43,0.3,0.4,0.8,0.2,0.7,0.9,1.4,0.4,0.0,0.4,1.6,3.4
1987,2,BOS,Fred Roberts,26,20,4,13.3,1.5,3.0,0.51,0.0,0.0,,1.5,3.0,0.51,0.51,1.6,2.2,0.7,0.8,0.9,1.7,0.6,0.3,0.2,0.6,2.4,4.6
1987,2,BOS,Darren Daye,26,23,1,10.4,1.8,3.1,0.58,0.0,0.0,,1.8,3.1,0.58,0.58,1.4,1.6,0.86,0.5,0.9,1.4,0.6,0.4,0.1,0.8,1.4,5.0
1987,2,BOS,Greg Kite,25,20,1,8.6,0.4,1.0,0.35,0.0,0.0,,0.4,1.0,0.35,0.35,0.2,0.4,0.43,0.8,1.6,2.3,0.4,0.1,0.4,0.4,2.2,0.9
1987,2,BOS,Bill Walton,34,12,0,8.5,1.0,2.1,0.48,0.0,0.0,,1.0,2.1,0.48,0.48,0.4,1.2,0.36,0.8,1.8,2.6,0.8,0.3,0.3,0.7,1.9,2.4
1987,2,BOS,Sam Vincent,23,17,0,8.3,1.4,3.3,0.41,0.1,0.1,0.5,1.3,3.2,0.41,0.42,1.6,2.1,0.77,0.2,0.5,0.7,1.1,0.2,0.1,0.6,0.8,4.4
1987,2,BOS,Conner Henry,23,11,0,3.2,0.7,1.5,0.5,0.1,0.5,0.2,0.6,1.0,0.64,0.53,0.5,0.9,0.5,0.3,0.3,0.5,0.0,0.0,0.0,0.4,0.3,2.0
