Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg
1990,16,701,MIA,Miami Heat,Terry Davis,1967-06-17,22.0,NBA,PF,63.0,9.0,884.0,6.6,14.1,0.47,0.0,0.1,0.0,6.6,14.0,0.47,2.9,4.7,0.62,5.0,7.3,12.3,1.3,1.3,1.5,3.7,9.2,16.0,95.0,108.0
1991,16,701,MIA,Miami Heat,Terry Davis,1967-06-17,23.0,NBA,PF,55.0,17.0,996.0,5.6,11.5,0.49,0.0,0.1,0.5,5.5,11.4,0.49,3.3,6.0,0.56,5.2,7.7,12.9,1.9,0.9,1.4,1.7,6.3,14.6,111.0,108.0
1992,7,701,DAL,Dallas Mavericks,Terry Davis,1967-06-17,24.0,NBA,PF,68.0,67.0,2149.0,6.1,12.6,0.48,0.0,0.1,0.0,6.1,12.4,0.49,4.3,6.7,0.64,5.4,10.5,15.9,1.3,0.6,0.7,2.8,4.8,16.4,106.0,110.0
1993,7,701,DAL,Dallas Mavericks,Terry Davis,1967-06-17,25.0,NBA,PF,75.0,74.0,2462.0,7.7,16.9,0.46,0.0,0.2,0.25,7.7,16.8,0.46,3.3,5.5,0.59,5.1,8.7,13.7,1.3,0.7,0.5,3.1,3.9,18.7,97.0,115.0
1994,7,701,DAL,Dallas Mavericks,Terry Davis,1967-06-17,26.0,NBA,PF,15.0,5.0,286.0,4.3,10.5,0.41,0.0,0.0,,4.3,10.5,0.41,1.4,2.1,0.67,5.3,7.8,13.1,1.1,1.6,0.2,0.9,4.8,9.9,107.0,109.0
1995,7,701,DAL,Dallas Mavericks,Terry Davis,1967-06-17,27.0,NBA,PF,46.0,2.0,580.0,4.3,9.9,0.43,0.0,0.2,0.0,4.3,9.7,0.44,3.7,5.8,0.64,5.5,8.1,13.6,0.9,0.5,0.3,2.6,6.6,12.2,102.0,112.0
1996,7,701,DAL,Dallas Mavericks,Terry Davis,1967-06-17,28.0,NBA,PF,28.0,0.0,501.0,5.5,10.8,0.51,0.0,0.0,,5.5,10.8,0.51,2.7,4.7,0.57,4.3,7.4,11.7,2.1,1.0,0.4,2.5,6.6,13.8,106.0,112.0
1998,30,701,WAS,Washington Wizards,Terry Davis,1967-06-17,30.0,NBA,PF,74.0,66.0,1705.0,3.9,7.8,0.5,0.0,0.0,0.0,3.9,7.8,0.5,2.1,3.6,0.58,6.4,8.3,14.7,0.9,1.3,0.7,1.7,5.9,9.9,112.0,104.0
1999,30,701,WAS,Washington Wizards,Terry Davis,1967-06-17,31.0,NBA,C,37.0,34.0,578.0,4.5,8.5,0.53,0.0,0.0,,4.5,8.5,0.53,2.6,3.5,0.74,4.6,8.2,12.9,0.9,1.0,0.3,1.5,7.3,11.7,118.0,104.0
2001,8,701,DEN,Denver Nuggets,Terry Davis,1967-06-17,33.0,NBA,PF,19.0,1.0,228.0,2.7,5.7,0.48,0.0,0.0,,2.7,5.7,0.48,2.0,5.0,0.41,5.5,6.6,12.0,1.6,0.2,0.2,1.1,7.7,7.5,111.0,110.0
