Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg
2003,24,2770,PHO,Phoenix Suns,Amar'e Stoudemire,"November 16, 1982",20.0,NBA,PF,6.0,6.0,203.0,8.8,16.8,0.52,0.3,0.3,1.0,8.5,16.5,0.52,4.1,7.2,0.57,4.1,8.0,12.2,1.8,2.6,2.3,4.9,7.2,22.0,96.0,94.0
2005,24,2770,PHO,Phoenix Suns,Amar'e Stoudemire,"November 16, 1982",22.0,NBA,C,15.0,15.0,601.0,13.0,24.1,0.54,0.0,0.3,0.0,13.0,23.9,0.54,12.1,15.5,0.78,5.1,8.5,13.6,1.5,0.8,2.5,4.0,5.0,38.1,122.0,112.0
2007,24,2770,PHO,Phoenix Suns,Amar'e Stoudemire,"November 16, 1982",24.0,NBA,C,10.0,10.0,343.0,13.5,25.9,0.52,0.1,0.4,0.33,13.4,25.4,0.53,10.4,13.5,0.77,4.5,13.5,18.0,0.9,1.9,2.8,2.8,5.8,37.6,117.0,98.0
2008,24,2770,PHO,Phoenix Suns,Amar'e Stoudemire,"November 16, 1982",25.0,NBA,C,5.0,5.0,204.0,12.2,25.2,0.48,0.3,1.0,0.25,11.9,24.1,0.5,4.8,7.6,0.63,3.8,7.6,11.4,0.5,1.8,3.0,3.6,4.8,29.5,99.0,103.0
2010,24,2770,PHO,Phoenix Suns,Amar'e Stoudemire,"November 16, 1982",27.0,NBA,PF,16.0,16.0,584.0,11.2,21.6,0.52,0.0,0.4,0.0,11.2,21.2,0.53,9.7,12.8,0.75,4.2,5.4,9.6,1.6,1.0,2.2,3.6,4.9,32.1,116.0,113.0
2011,20,2770,NYK,New York Knicks,Amar'e Stoudemire,"November 16, 1982",28.0,NBA,C,4.0,4.0,134.0,8.2,21.5,0.38,0.0,0.0,,8.2,21.5,0.38,6.3,9.4,0.67,4.3,7.8,12.1,2.7,0.4,1.2,4.7,3.9,22.7,89.0,110.0
2012,20,2770,NYK,New York Knicks,Amar'e Stoudemire,"November 16, 1982",29.0,NBA,PF,4.0,4.0,139.0,7.9,14.3,0.56,0.0,0.0,,7.9,14.3,0.56,8.3,11.1,0.75,3.2,7.1,10.3,1.2,2.0,0.4,4.8,6.4,24.2,110.0,110.0
2013,20,2770,NYK,New York Knicks,Amar'e Stoudemire,"November 16, 1982",30.0,NBA,PF,4.0,0.0,33.0,8.4,21.8,0.38,1.7,1.7,1.0,6.7,20.1,0.33,6.7,6.7,1.0,6.7,8.4,15.1,0.0,0.0,0.0,5.0,15.1,25.2,97.0,102.0
2015,7,2770,DAL,Dallas Mavericks,Amar'e Stoudemire,"November 16, 1982",32.0,NBA,PF,5.0,0.0,75.0,9.4,22.0,0.43,0.0,0.0,,9.4,22.0,0.43,5.7,8.2,0.69,4.4,5.7,10.0,1.9,0.6,1.9,4.4,10.0,24.5,94.0,112.0
2016,16,2770,MIA,Miami Heat,Amar'e Stoudemire,"November 16, 1982",33.0,NBA,C,9.0,2.0,82.0,7.1,12.3,0.58,0.0,0.0,,7.1,12.3,0.58,5.2,5.2,1.0,1.9,6.5,8.4,0.0,3.2,1.9,5.8,9.1,19.5,97.0,97.0
