Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1989,24,2289,PHO,Phoenix Suns,23.0,NBA,C,62.0,15.0,614.0,6.3,11.8,0.54,0.1,0.2,0.25,6.3,11.6,0.54,2.3,3.8,0.62,3.6,4.2,7.7,1.1,1.1,1.9,2.2,2.8,15.1
1990,24,2289,PHO,Phoenix Suns,24.0,NBA,C,60.0,18.0,612.0,5.9,11.5,0.51,0.1,0.1,1.0,5.8,11.4,0.51,3.1,5.3,0.59,4.6,4.3,8.9,1.0,1.2,1.3,2.8,4.5,14.9
1991,24,2289,PHO,Phoenix Suns,25.0,NBA,C,46.0,2.0,587.0,4.6,8.8,0.52,0.0,0.3,0.0,4.6,8.5,0.54,2.6,4.3,0.61,3.3,4.5,7.7,1.7,1.4,2.6,2.0,3.7,11.8
1992,24,2289,PHO,Phoenix Suns,26.0,NBA,PF,80.0,69.0,2483.0,6.0,11.4,0.52,0.0,0.1,0.38,5.9,11.3,0.52,2.2,3.1,0.71,3.0,5.0,8.0,1.9,0.6,1.7,2.0,3.4,14.2
1993,23,2289,PHI,Philadelphia 76Ers,27.0,NBA,PF,81.0,51.0,2104.0,4.9,10.5,0.47,0.2,0.8,0.2,4.7,9.7,0.49,2.5,3.5,0.71,2.6,4.4,7.0,2.2,0.7,1.6,2.1,2.7,12.5
1994,23,2289,PHI,Philadelphia 76Ers,28.0,NBA,PF,80.0,68.0,2336.0,4.2,9.6,0.44,1.1,3.1,0.36,3.1,6.5,0.47,1.6,2.7,0.58,1.8,4.4,6.2,1.4,0.9,1.3,1.2,2.4,11.1
1995,23,2289,PHI,Philadelphia 76Ers,29.0,NBA,PF,42.0,1.0,446.0,2.2,6.3,0.35,0.0,1.1,0.0,2.2,5.2,0.42,1.8,3.2,0.55,3.1,4.1,7.2,1.0,0.8,1.2,1.7,4.1,6.1
1996,31,2289,TOT,Total After Trade,30.0,NBA,PF,30.0,1.0,254.0,4.4,9.2,0.48,0.6,1.1,0.5,3.8,8.1,0.47,0.7,1.3,0.56,3.0,3.8,6.8,1.1,0.6,1.8,1.4,2.3,10.1
1996,23,2289,PHI,Philadelphia 76Ers,30.0,NBA,PF,8.0,0.0,87.0,3.3,7.4,0.44,0.4,0.4,1.0,2.9,7.0,0.41,0.8,1.2,0.67,2.5,2.9,5.4,0.8,0.8,1.2,1.2,2.1,7.9
1996,3,2289,NJN,New Jersey Nets,30.0,NBA,PF,22.0,1.0,167.0,5.0,10.1,0.49,0.6,1.5,0.43,4.3,8.6,0.5,0.6,1.3,0.5,3.2,4.3,7.5,1.3,0.4,2.2,1.5,2.4,11.2
