Season,Tm,Player,Rank,Pts Won,Pts Max,Share,Type
1989,GSW,Mitch Richmond,1,80.0,85,0.941,ROY
1989,SAS,Willie Anderson,2,4.0,85,0.047,ROY
1989,NJN,Chris Morris,3,1.0,85,0.012,ROY
