Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1996,13,174,LAC,Los Angeles Clippers,24.0,NBA,SG,79.0,44.0,1898.0,5.4,11.3,0.47,2.3,5.6,0.42,3.0,5.7,0.53,2.1,2.6,0.81,0.7,2.5,3.2,4.4,1.8,0.4,2.3,3.7,15.2
1997,13,174,LAC,Los Angeles Clippers,25.0,NBA,SG,59.0,0.0,1094.0,5.1,12.5,0.41,1.8,5.7,0.32,3.3,6.8,0.48,2.5,3.1,0.82,1.0,2.6,3.6,5.1,1.7,0.5,2.5,2.9,14.5
1998,31,174,TOT,Total After Trade,26.0,NBA,SG,58.0,36.0,1600.0,4.8,11.4,0.42,2.0,5.2,0.39,2.8,6.2,0.44,2.6,3.0,0.86,0.7,3.2,3.8,3.4,1.4,0.6,2.3,2.7,14.2
1998,13,174,LAC,Los Angeles Clippers,26.0,NBA,SG,41.0,36.0,1341.0,5.1,11.9,0.43,2.1,5.2,0.4,3.0,6.7,0.45,2.8,3.3,0.84,0.7,3.1,3.8,3.5,1.3,0.6,2.6,2.4,15.1
1998,16,174,MIA,Miami Heat,26.0,NBA,SG,17.0,0.0,259.0,3.2,8.6,0.37,1.7,4.7,0.35,1.5,3.9,0.39,1.7,1.7,1.0,0.3,3.6,3.9,2.9,1.9,0.6,1.3,4.2,9.7
1999,5,174,CHI,Chicago Bulls,27.0,NBA,SG,37.0,30.0,1181.0,4.3,10.9,0.4,1.6,5.2,0.3,2.7,5.6,0.48,2.4,3.1,0.77,1.2,3.2,4.4,3.5,1.3,0.3,2.2,3.0,12.6
2001,21,174,SEA,Seattle Supersonics,29.0,NBA,SG,67.0,20.0,1778.0,4.0,8.1,0.49,2.2,4.6,0.48,1.8,3.5,0.52,1.7,2.1,0.82,0.7,3.6,4.3,4.6,1.6,0.3,1.7,2.6,11.9
2002,21,174,SEA,Seattle Supersonics,30.0,NBA,SG,81.0,81.0,3040.0,4.7,9.4,0.51,1.9,4.6,0.42,2.8,4.8,0.59,2.3,2.8,0.85,0.7,4.5,5.2,5.0,1.7,0.4,2.0,2.2,13.8
2003,21,174,SEA,Seattle Supersonics,31.0,NBA,SG,75.0,68.0,2480.0,3.8,8.4,0.46,1.7,4.3,0.4,2.1,4.1,0.51,1.9,2.3,0.8,0.7,3.7,4.4,5.6,1.6,0.2,2.1,2.9,11.2
2004,21,174,SEA,Seattle Supersonics,32.0,NBA,SG,59.0,53.0,1803.0,4.3,8.5,0.5,2.3,5.0,0.45,2.0,3.5,0.58,1.8,2.2,0.83,0.4,3.7,4.1,6.8,1.7,0.3,2.8,2.4,12.7
2005,27,174,SAS,San Antonio Spurs,33.0,NBA,SG,81.0,8.0,1742.0,4.0,9.5,0.42,2.1,5.8,0.36,1.9,3.7,0.52,2.3,2.8,0.84,0.6,3.3,3.9,3.7,0.8,0.4,1.3,2.5,12.4
2006,27,174,SAS,San Antonio Spurs,34.0,NBA,SG,74.0,5.0,1259.0,4.5,9.9,0.45,2.3,5.8,0.4,2.2,4.1,0.53,1.1,1.7,0.66,0.8,3.7,4.5,3.5,1.1,0.8,1.5,2.8,12.3
2007,27,174,SAS,San Antonio Spurs,35.0,NBA,SG,75.0,28.0,1631.0,4.5,9.4,0.48,2.8,6.3,0.45,1.6,3.0,0.54,2.3,2.6,0.88,0.4,3.2,3.5,3.0,1.2,0.3,1.3,1.9,14.0
2008,27,174,SAS,San Antonio Spurs,36.0,NBA,SF,31.0,1.0,554.0,5.0,10.4,0.48,3.1,7.3,0.43,1.9,3.1,0.6,1.2,1.3,0.95,0.8,2.8,3.6,3.5,1.1,0.2,1.2,2.8,14.4
2009,11,174,HOU,Houston Rockets,37.0,NBA,SG,56.0,1.0,857.0,2.9,7.2,0.41,2.1,5.5,0.37,0.9,1.7,0.51,0.8,0.8,0.95,0.7,3.2,3.9,3.3,1.0,0.1,2.0,1.9,8.7
