Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
1995,8,2506,DEN,Denver Nuggets,22.0,NBA,SF,81.0,1798.0,15.1,0.55,0.23,0.47,3.9,10.4,7.2,33.3,1.9,0.9,21.0,19.1,2.4,1.5,3.8,0.1,0.7,-0.2,0.5,1.1
1996,8,2506,DEN,Denver Nuggets,23.0,NBA,SG,80.0,2134.0,14.3,0.55,0.18,0.46,2.5,11.6,7.0,37.4,1.3,1.3,24.4,20.1,1.2,1.7,2.9,0.06,0.0,-0.6,-0.6,0.7
1997,12,2506,IND,Indiana Pacers,24.0,NBA,SF,66.0,1188.0,13.8,0.54,0.19,0.41,2.8,9.3,6.1,22.9,2.6,1.2,19.4,21.5,0.6,1.5,2.1,0.09,-0.8,1.1,0.3,0.7
1998,12,2506,IND,Indiana Pacers,25.0,NBA,SF,82.0,1706.0,14.1,0.55,0.12,0.38,2.1,11.2,6.9,16.0,1.8,0.6,15.7,23.4,1.1,2.2,3.3,0.09,-0.9,0.4,-0.6,0.6
1999,12,2506,IND,Indiana Pacers,26.0,NBA,SF,49.0,1238.0,14.4,0.48,0.13,0.32,3.3,11.3,7.4,13.6,2.2,0.9,11.3,24.7,0.8,1.0,1.8,0.07,-1.0,-0.2,-1.2,0.2
2001,12,2506,IND,Indiana Pacers,28.0,NBA,SF,72.0,2943.0,17.8,0.53,0.14,0.28,1.5,12.0,6.9,28.7,1.2,1.0,13.2,25.5,4.8,2.5,7.3,0.12,2.1,-0.4,1.8,2.7
2002,31,2506,TOT,Total After Trade,29.0,NBA,SF,83.0,3153.0,16.8,0.53,0.17,0.23,1.6,11.9,6.8,22.0,1.3,1.0,11.1,26.1,3.5,2.1,5.7,0.09,1.4,-1.1,0.3,1.9
2002,12,2506,IND,Indiana Pacers,29.0,NBA,SF,53.0,1937.0,15.7,0.52,0.17,0.21,1.7,12.5,7.2,18.9,1.2,1.1,9.9,24.8,2.0,1.6,3.6,0.09,0.8,-0.5,0.3,1.1
2002,5,2506,CHI,Chicago Bulls,29.0,NBA,SF,30.0,1216.0,18.4,0.55,0.17,0.25,1.3,10.8,6.0,26.9,1.4,1.0,12.8,28.3,1.6,0.5,2.1,0.08,2.3,-1.9,0.5,0.7
2003,5,2506,CHI,Chicago Bulls,30.0,NBA,SF,82.0,3351.0,14.9,0.51,0.23,0.3,2.3,9.2,5.8,21.1,1.1,0.5,13.7,27.4,2.5,1.1,3.6,0.05,0.9,-2.1,-1.2,0.7
2004,31,2506,TOT,Total After Trade,31.0,NBA,"PG,SF",66.0,2497.0,12.4,0.48,0.21,0.24,1.5,10.7,6.1,25.5,1.1,0.6,16.5,24.1,-0.7,2.2,1.5,0.03,-1.4,-1.2,-2.6,-0.4
2004,5,2506,CHI,Chicago Bulls,31.0,NBA,SF,16.0,529.0,10.8,0.48,0.27,0.26,1.4,12.1,6.6,18.8,1.2,0.6,14.3,21.9,-0.1,0.3,0.3,0.02,-1.8,-1.5,-3.4,-0.2
2004,28,2506,TOR,Toronto Raptors,31.0,NBA,PG,50.0,1968.0,12.8,0.49,0.2,0.24,1.6,10.3,5.9,27.3,1.1,0.7,17.1,24.7,-0.6,1.8,1.3,0.03,-1.3,-1.1,-2.4,-0.2
2005,28,2506,TOR,Toronto Raptors,32.0,NBA,SF,81.0,2710.0,16.6,0.56,0.24,0.34,1.8,9.9,5.8,14.0,1.2,0.3,11.9,25.5,3.8,1.0,4.8,0.08,1.2,-1.7,-0.5,1.0
2006,31,2506,TOT,Total After Trade,33.0,NBA,"SF,SG",72.0,1983.0,13.9,0.54,0.25,0.46,1.7,11.6,6.5,15.5,0.8,0.5,12.2,21.8,2.5,0.0,2.5,0.06,0.5,-2.0,-1.5,0.2
2006,28,2506,TOR,Toronto Raptors,33.0,NBA,SF,46.0,1236.0,13.5,0.51,0.26,0.49,1.4,11.8,6.4,15.0,0.9,0.6,10.7,22.7,1.2,0.0,1.2,0.04,-0.3,-2.1,-2.5,-0.1
2006,20,2506,NYK,New York Knicks,33.0,NBA,SG,26.0,747.0,14.5,0.58,0.24,0.42,2.1,11.4,6.7,16.2,0.7,0.3,15.0,20.2,1.3,0.0,1.3,0.08,1.8,-1.8,0.0,0.4
2007,24,2506,PHO,Phoenix Suns,34.0,NBA,SF,29.0,246.0,13.4,0.59,0.55,0.14,1.5,9.0,5.4,9.3,1.0,0.6,9.0,18.3,0.4,0.2,0.6,0.11,1.3,-0.1,1.2,0.2
