Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 30,Trp Dbl
1994,11,497,HOU,Houston Rockets,24.0,NBA,PG,66.0,6.0,1122.0,162.0,388.0,0.42,26.0,88.0,0.3,136.0,300.0,0.45,0.45,90.0,107.0,0.84,25.0,109.0,134.0,192.0,59.0,7.0,94.0,136.0,440.0,,0.0
1995,11,497,HOU,Houston Rockets,25.0,NBA,PG,82.0,1.0,1882.0,253.0,593.0,0.43,63.0,191.0,0.33,190.0,402.0,0.47,0.48,214.0,254.0,0.84,38.0,173.0,211.0,405.0,94.0,14.0,167.0,209.0,783.0,,0.0
1996,11,497,HOU,Houston Rockets,26.0,NBA,PG,61.0,0.0,1682.0,289.0,658.0,0.44,73.0,210.0,0.35,216.0,448.0,0.48,0.5,235.0,285.0,0.82,51.0,137.0,188.0,278.0,53.0,4.0,157.0,166.0,886.0,,0.0
1997,31,497,TOT,Total After Trade,27.0,NBA,PG,61.0,44.0,1714.0,337.0,783.0,0.43,81.0,231.0,0.35,256.0,552.0,0.46,0.48,212.0,251.0,0.84,47.0,135.0,182.0,305.0,77.0,19.0,168.0,200.0,967.0,,0.0
1997,24,497,PHO,Phoenix Suns,27.0,NBA,PG,22.0,9.0,539.0,100.0,241.0,0.42,19.0,62.0,0.31,81.0,179.0,0.45,0.45,106.0,124.0,0.86,12.0,38.0,50.0,99.0,23.0,6.0,60.0,66.0,325.0,,0.0
1997,7,497,DAL,Dallas Mavericks,27.0,NBA,PG,16.0,13.0,398.0,70.0,165.0,0.42,15.0,49.0,0.31,55.0,116.0,0.47,0.47,42.0,50.0,0.84,14.0,36.0,50.0,57.0,17.0,6.0,41.0,48.0,197.0,,0.0
1997,3,497,NJN,New Jersey Nets,27.0,NBA,PG,23.0,22.0,777.0,167.0,377.0,0.44,47.0,120.0,0.39,120.0,257.0,0.47,0.5,64.0,77.0,0.83,21.0,61.0,82.0,149.0,37.0,7.0,67.0,86.0,445.0,,0.0
1998,3,497,NJN,New Jersey Nets,28.0,NBA,PG,75.0,72.0,2606.0,510.0,1156.0,0.44,15.0,80.0,0.19,495.0,1076.0,0.46,0.45,436.0,507.0,0.86,73.0,155.0,228.0,603.0,121.0,20.0,269.0,262.0,1471.0,,0.0
1999,31,497,TOT,Total After Trade,29.0,NBA,PG,8.0,3.0,199.0,39.0,93.0,0.42,2.0,10.0,0.2,37.0,83.0,0.45,0.43,47.0,50.0,0.94,5.0,10.0,15.0,36.0,9.0,0.0,20.0,22.0,127.0,,0.0
1999,3,497,NJN,New Jersey Nets,29.0,NBA,PG,4.0,3.0,100.0,21.0,49.0,0.43,1.0,7.0,0.14,20.0,42.0,0.48,0.44,29.0,31.0,0.94,1.0,5.0,6.0,19.0,3.0,0.0,12.0,13.0,72.0,,0.0
1999,17,497,MIL,Milwaukee Bucks,29.0,NBA,PG,4.0,0.0,99.0,18.0,44.0,0.41,1.0,3.0,0.33,17.0,41.0,0.42,0.42,18.0,19.0,0.95,4.0,5.0,9.0,17.0,6.0,0.0,8.0,9.0,55.0,,0.0
2001,17,497,MIL,Milwaukee Bucks,31.0,NBA,PG,76.0,75.0,2709.0,537.0,1132.0,0.47,30.0,98.0,0.31,507.0,1034.0,0.49,0.49,277.0,323.0,0.86,46.0,244.0,290.0,580.0,88.0,8.0,220.0,214.0,1381.0,,0.0
2002,17,497,MIL,Milwaukee Bucks,32.0,NBA,PG,74.0,73.0,2605.0,554.0,1197.0,0.46,71.0,204.0,0.35,483.0,993.0,0.49,0.49,282.0,328.0,0.86,54.0,258.0,312.0,493.0,90.0,12.0,177.0,208.0,1461.0,,0.0
2003,17,497,MIL,Milwaukee Bucks,33.0,NBA,PG,78.0,77.0,2700.0,546.0,1162.0,0.47,59.0,163.0,0.36,487.0,999.0,0.49,0.5,385.0,447.0,0.86,57.0,285.0,342.0,450.0,88.0,14.0,177.0,216.0,1536.0,,2.0
2004,18,497,MIN,Minnesota Timberwolves,34.0,NBA,PG,81.0,81.0,2838.0,620.0,1270.0,0.49,74.0,186.0,0.4,546.0,1084.0,0.5,0.52,289.0,331.0,0.87,44.0,227.0,271.0,592.0,102.0,18.0,220.0,247.0,1603.0,,1.0
2005,18,497,MIN,Minnesota Timberwolves,35.0,NBA,PG,59.0,38.0,1522.0,319.0,687.0,0.46,27.0,103.0,0.26,292.0,584.0,0.5,0.48,134.0,155.0,0.86,25.0,132.0,157.0,301.0,36.0,14.0,109.0,160.0,799.0,,0.0
2006,13,497,LAC,Los Angeles Clippers,36.0,NBA,PG,78.0,75.0,2653.0,493.0,1112.0,0.44,70.0,190.0,0.37,423.0,922.0,0.46,0.48,289.0,335.0,0.86,40.0,247.0,287.0,491.0,74.0,11.0,175.0,225.0,1345.0,,0.0
2007,13,497,LAC,Los Angeles Clippers,37.0,NBA,PG,58.0,30.0,1407.0,261.0,625.0,0.42,32.0,109.0,0.29,229.0,516.0,0.44,0.44,160.0,182.0,0.88,27.0,140.0,167.0,270.0,28.0,8.0,101.0,126.0,714.0,,0.0
2008,31,497,TOT,Total After Trade,38.0,NBA,PG,55.0,34.0,1274.0,233.0,532.0,0.44,23.0,76.0,0.3,210.0,456.0,0.46,0.46,127.0,144.0,0.88,17.0,119.0,136.0,214.0,37.0,6.0,97.0,98.0,616.0,,0.0
2008,13,497,LAC,Los Angeles Clippers,38.0,NBA,PG,38.0,33.0,975.0,183.0,402.0,0.46,14.0,54.0,0.26,169.0,348.0,0.49,0.47,106.0,119.0,0.89,12.0,93.0,105.0,179.0,28.0,3.0,78.0,69.0,486.0,,0.0
2008,2,497,BOS,Boston Celtics,38.0,NBA,PG,17.0,1.0,299.0,50.0,130.0,0.38,9.0,22.0,0.41,41.0,108.0,0.38,0.42,21.0,25.0,0.84,5.0,26.0,31.0,35.0,9.0,3.0,19.0,29.0,130.0,,0.0
