Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
1994,3.0,3070,NJN,New Jersey Nets,David Wesley,"November 14, 1970",23.0,NBA,PG,60.0,542.0,13.0,0.46,0.27,0.3,1.9,6.7,4.3,33.3,3.5,0.5,20.9,19.4,-0.1,0.7,0.6,0.05,-1.6,0.6,-0.9,0.2
1995,2.0,3070,BOS,Boston Celtics,David Wesley,"November 14, 1970",24.0,NBA,PG,51.0,1380.0,12.9,0.53,0.38,0.3,2.5,7.3,4.9,27.2,3.0,0.4,19.7,13.8,1.5,1.1,2.6,0.09,-0.4,0.9,0.5,0.9
1996,2.0,3070,BOS,Boston Celtics,David Wesley,"November 14, 1970",25.0,NBA,PG,82.0,2104.0,18.5,0.58,0.37,0.39,3.5,10.7,7.0,29.2,2.4,0.4,15.6,20.9,4.8,1.6,6.3,0.14,2.8,0.0,2.8,2.5
1997,2.0,3070,BOS,Boston Celtics,David Wesley,"November 14, 1970",26.0,NBA,PG,74.0,2991.0,16.5,0.56,0.29,0.3,2.4,8.2,5.1,29.1,2.7,0.3,16.1,18.8,5.0,1.1,6.1,0.1,1.1,-0.6,0.6,1.9
1998,,3070,CHH,None,David Wesley,"November 14, 1970",27.0,NBA,PG,81.0,2845.0,15.2,0.53,0.2,0.33,2.1,6.9,4.5,30.2,2.6,0.8,18.6,19.8,3.3,2.5,5.8,0.1,0.6,0.1,0.7,1.9
1999,,3070,CHH,None,David Wesley,"November 14, 1970",28.0,NBA,PG,50.0,1848.0,16.9,0.56,0.31,0.35,1.5,8.4,5.1,31.3,2.9,0.4,18.4,19.8,3.1,1.7,4.8,0.12,1.5,0.2,1.7,1.7
2001,,3070,CHH,None,David Wesley,"November 14, 1970",30.0,NBA,SG,82.0,3106.0,15.3,0.51,0.21,0.27,2.4,5.9,4.1,21.7,2.2,0.4,11.0,23.1,4.2,3.4,7.6,0.12,0.4,0.0,0.4,1.9
2002,,3070,CHH,None,David Wesley,"November 14, 1970",31.0,NBA,SG,67.0,2487.0,11.3,0.48,0.28,0.21,2.0,4.5,3.3,16.2,1.6,0.4,10.7,20.4,1.1,1.5,2.6,0.05,-1.1,-0.9,-2.1,0.0
2003,19.0,3070,NOH,New Orleans Hornets,David Wesley,"November 14, 1970",32.0,NBA,SG,73.0,2710.0,15.1,0.53,0.3,0.23,1.6,5.9,3.8,16.4,2.2,0.2,10.4,21.4,4.5,2.5,7.0,0.12,1.0,0.1,1.1,2.1
2004,19.0,3070,NOH,New Orleans Hornets,David Wesley,"November 14, 1970",33.0,NBA,SG,61.0,2001.0,12.6,0.48,0.36,0.23,1.6,6.2,3.8,16.1,1.9,0.5,10.2,22.4,1.4,1.4,2.8,0.07,-0.8,-0.7,-1.5,0.2
2005,31.0,3070,TOT,Total After Trade,David Wesley,"November 14, 1970",34.0,NBA,SG,80.0,2774.0,11.8,0.51,0.38,0.22,1.6,8.0,4.8,16.5,1.9,0.3,10.9,17.5,2.3,2.8,5.2,0.09,-1.1,0.6,-0.5,1.1
2005,19.0,3070,NOH,New Orleans Hornets,David Wesley,"November 14, 1970",34.0,NBA,SG,26.0,934.0,12.2,0.48,0.23,0.22,1.5,9.7,5.4,21.6,2.1,0.1,12.6,21.4,0.1,0.6,0.7,0.04,-1.4,0.0,-1.4,0.1
2005,11.0,3070,HOU,Houston Rockets,David Wesley,"November 14, 1970",34.0,NBA,SG,54.0,1840.0,11.6,0.54,0.47,0.23,1.7,7.2,4.5,14.0,1.8,0.3,9.7,15.5,2.2,2.2,4.4,0.12,-1.0,0.9,0.0,0.9
2006,11.0,3070,HOU,Houston Rockets,David Wesley,"November 14, 1970",35.0,NBA,SG,71.0,2372.0,9.6,0.55,0.48,0.33,1.2,7.5,4.4,14.6,1.4,0.2,15.7,15.3,1.4,2.2,3.6,0.07,-2.2,0.2,-2.0,0.0
2007,6.0,3070,CLE,Cleveland Cavaliers,David Wesley,"November 14, 1970",36.0,NBA,SG,35.0,352.0,6.6,0.42,0.51,0.37,1.0,10.8,5.8,15.3,1.8,0.9,16.3,13.4,-0.2,0.5,0.3,0.04,-4.5,1.3,-3.1,-0.1
