Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1995,23,59,PHI,Philadelphia 76Ers,22.0,NBA,C,64.0,1.0,1032.0,4.2,9.0,0.46,0.0,0.1,0.0,4.2,8.9,0.47,2.1,4.2,0.49,3.4,4.2,7.6,1.2,1.4,1.2,1.8,3.7,10.4
1996,23,59,PHI,Philadelphia 76Ers,23.0,NBA,C,73.0,41.0,1614.0,4.4,8.6,0.51,0.0,0.1,0.33,4.4,8.6,0.51,1.2,2.5,0.49,2.8,3.9,6.7,1.4,1.2,1.2,1.3,4.3,10.1
1997,1,59,ATL,Atlanta Hawks,24.0,NBA,C,2.0,0.0,11.0,0.0,16.4,0.0,0.0,0.0,,0.0,16.4,0.0,0.0,6.5,0.0,9.8,3.3,13.1,0.0,0.0,0.0,0.0,0.0,0.0
