SEASON,TEAM,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1993 - 94,LAL,82,19755,41.9,93.1,0.45,3.1,10.2,0.3,38.8,82.9,0.46799999999999997,17.9,25.0,0.7170000000000001,16.0,28.1,44.1,25.2,9.6,5.9,15.2,23.9,104.8
