Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 29,ORtg,DRtg
1997,16,309,MIA,Miami Heat,Bruce Bowen,"June 14, 1971",25.0,NBA,SF,1.0,0.0,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,54.4,0.0,0.0,0.0,,,60.0
1998,2,309,BOS,Boston Celtics,Bruce Bowen,"June 14, 1971",26.0,NBA,SF,61.0,9.0,1305.0,4.8,11.8,0.41,0.8,2.3,0.34,4.0,9.4,0.43,3.0,4.8,0.62,3.1,3.7,6.9,3.2,3.4,1.1,2.1,6.9,13.4,,104.0,104.0
1999,2,309,BOS,Boston Celtics,Bruce Bowen,"June 14, 1971",27.0,NBA,SF,30.0,1.0,494.0,2.8,9.9,0.28,0.7,2.8,0.27,2.0,7.1,0.28,1.2,2.5,0.46,1.6,3.9,5.5,3.0,2.2,1.0,1.4,5.4,7.4,,82.0,104.0
2001,16,309,MIA,Miami Heat,Bruce Bowen,"June 14, 1971",29.0,NBA,SF,82.0,72.0,2685.0,4.3,11.9,0.36,2.1,6.3,0.34,2.2,5.6,0.39,2.0,3.3,0.61,0.9,4.1,5.0,2.7,1.7,1.1,1.5,5.5,12.8,,97.0,100.0
2002,27,309,SAS,San Antonio Spurs,Bruce Bowen,"June 14, 1971",30.0,NBA,SF,59.0,59.0,1699.0,4.9,12.5,0.39,1.8,4.6,0.38,3.1,7.8,0.4,1.4,3.0,0.48,1.3,3.8,5.1,2.8,1.9,0.8,2.1,3.6,12.9,,94.0,102.0
2003,27,309,SAS,San Antonio Spurs,Bruce Bowen,"June 14, 1971",31.0,NBA,SF,82.0,82.0,2566.0,4.6,10.0,0.47,2.1,4.8,0.44,2.5,5.2,0.49,0.7,1.8,0.4,1.2,3.7,5.0,2.3,1.4,0.9,1.5,4.1,12.1,,110.0,103.0
2004,27,309,SAS,San Antonio Spurs,Bruce Bowen,"June 14, 1971",32.0,NBA,SF,82.0,82.0,2624.0,4.3,10.3,0.42,1.6,4.3,0.36,2.7,5.9,0.46,1.4,2.3,0.58,0.9,4.3,5.2,2.3,1.7,0.7,1.8,3.4,11.6,,99.0,97.0
2005,27,309,SAS,San Antonio Spurs,Bruce Bowen,"June 14, 1971",33.0,NBA,SF,82.0,82.0,2627.0,5.2,12.3,0.42,2.1,5.2,0.4,3.1,7.1,0.43,1.5,2.3,0.63,1.0,4.8,5.9,2.6,1.1,0.8,1.2,3.6,13.9,,109.0,102.0
2006,27,309,SAS,San Antonio Spurs,Bruce Bowen,"June 14, 1971",34.0,NBA,SF,82.0,82.0,2755.0,4.6,10.6,0.43,2.0,4.8,0.42,2.5,5.7,0.44,1.0,1.7,0.61,0.7,5.6,6.3,2.5,1.6,0.6,1.3,3.8,12.2,,107.0,101.0
2007,27,309,SAS,San Antonio Spurs,Bruce Bowen,"June 14, 1971",35.0,NBA,SF,82.0,82.0,2464.0,4.1,10.1,0.4,1.9,5.0,0.38,2.2,5.1,0.43,0.9,1.6,0.59,0.5,4.3,4.8,2.5,1.3,0.5,1.4,3.8,11.1,,101.0,103.0
2008,27,309,SAS,San Antonio Spurs,Bruce Bowen,"June 14, 1971",36.0,NBA,SF,81.0,81.0,2448.0,3.8,9.5,0.41,2.0,4.7,0.42,1.9,4.7,0.39,1.0,1.5,0.65,0.7,4.4,5.2,2.0,1.2,0.5,1.0,3.9,10.7,,106.0,105.0
2009,27,309,SAS,San Antonio Spurs,Bruce Bowen,"June 14, 1971",37.0,NBA,SF,80.0,10.0,1506.0,2.8,6.7,0.42,1.5,3.5,0.43,1.3,3.2,0.42,0.5,0.9,0.54,0.6,4.7,5.2,1.4,1.3,0.5,0.9,4.4,7.7,,104.0,106.0
