Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg
1991,6,914,CLE,Cleveland Cavaliers,Danny Ferry,1966-10-17,24.0,NBA,PF,81.0,2.0,1661.0,8.4,19.5,0.43,0.7,2.3,0.3,7.7,17.2,0.44,3.8,4.6,0.82,3.0,5.7,8.7,4.3,1.3,0.8,3.6,7.0,21.2,98.0,110.0
1992,6,914,CLE,Cleveland Cavaliers,Danny Ferry,1966-10-17,25.0,NBA,PF,68.0,1.0,937.0,7.2,17.7,0.41,0.9,2.6,0.35,6.3,15.1,0.42,3.3,3.9,0.84,2.9,8.6,11.5,4.0,1.2,0.8,2.5,7.3,18.7,102.0,108.0
1993,6,914,CLE,Cleveland Cavaliers,Danny Ferry,1966-10-17,26.0,NBA,PF,76.0,1.0,1461.0,7.6,15.9,0.48,1.2,2.8,0.42,6.4,13.1,0.49,3.4,3.9,0.88,2.8,6.9,9.7,4.7,1.0,1.7,2.9,5.9,19.9,111.0,107.0
1994,6,914,CLE,Cleveland Cavaliers,Danny Ferry,1966-10-17,27.0,NBA,PF,70.0,1.0,965.0,8.1,18.1,0.45,0.8,2.8,0.28,7.3,15.4,0.48,2.1,2.3,0.88,2.6,5.1,7.7,4.0,1.5,1.2,2.2,6.1,19.0,105.0,106.0
1995,6,914,CLE,Cleveland Cavaliers,Danny Ferry,1966-10-17,28.0,NBA,PF,82.0,6.0,1290.0,9.8,21.9,0.45,4.1,10.2,0.4,5.7,11.7,0.48,3.2,3.7,0.88,1.3,5.0,6.3,4.2,1.2,1.0,2.6,5.7,26.9,114.0,107.0
1996,6,914,CLE,Cleveland Cavaliers,Danny Ferry,1966-10-17,29.0,NBA,PF,82.0,79.0,2680.0,9.2,20.0,0.46,3.1,7.9,0.39,6.1,12.1,0.5,2.2,2.9,0.77,1.5,5.2,6.7,4.2,1.2,0.8,2.7,5.1,23.7,109.0,109.0
1997,6,914,CLE,Cleveland Cavaliers,Danny Ferry,1966-10-17,30.0,NBA,PF,82.0,48.0,2633.0,7.5,17.5,0.43,2.5,6.2,0.4,5.0,11.2,0.44,1.6,1.9,0.85,1.8,5.6,7.4,3.3,1.2,0.7,2.1,5.4,19.1,106.0,105.0
1998,6,914,CLE,Cleveland Cavaliers,Danny Ferry,1966-10-17,31.0,NBA,PF,69.0,3.0,1034.0,5.8,14.8,0.4,1.7,5.1,0.33,4.1,9.7,0.43,1.7,2.1,0.8,1.2,4.7,5.9,3.0,1.3,0.9,2.7,6.1,15.0,93.0,102.0
1999,6,914,CLE,Cleveland Cavaliers,Danny Ferry,1966-10-17,32.0,NBA,PF,50.0,10.0,1058.0,7.4,15.5,0.48,2.0,5.1,0.39,5.4,10.4,0.52,1.5,1.7,0.88,0.8,4.5,5.4,2.8,1.2,0.5,2.0,5.9,18.3,104.0,105.0
2000,6,914,CLE,Cleveland Cavaliers,Danny Ferry,1966-10-17,33.0,NBA,PF,63.0,3.0,1326.0,7.1,14.4,0.5,1.2,2.8,0.44,5.9,11.5,0.51,2.0,2.2,0.91,2.1,6.9,9.0,2.5,0.8,0.9,2.1,6.8,17.5,110.0,106.0
2001,27,914,SAS,San Antonio Spurs,Danny Ferry,1966-10-17,34.0,NBA,SF,80.0,29.0,1688.0,5.7,11.9,0.48,2.2,5.0,0.45,3.4,7.0,0.49,0.7,1.0,0.73,1.7,5.3,7.1,2.3,0.9,0.7,1.6,5.4,14.2,112.0,102.0
2002,27,914,SAS,San Antonio Spurs,Danny Ferry,1966-10-17,35.0,NBA,SF,50.0,2.0,799.0,5.1,11.8,0.43,2.9,6.6,0.43,2.2,5.2,0.42,2.3,2.4,0.94,1.0,5.0,6.0,3.2,1.1,0.6,1.5,4.7,15.3,119.0,103.0
2003,27,914,SAS,San Antonio Spurs,Danny Ferry,1966-10-17,36.0,NBA,SF,64.0,1.0,601.0,3.9,11.0,0.36,1.9,5.3,0.35,2.0,5.7,0.36,0.9,1.2,0.77,1.8,4.9,6.7,1.9,0.6,0.8,2.4,4.9,10.6,90.0,104.0
