Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 29,ORtg,DRtg
2003,31,377,TOT,Total After Trade,24.0,NBA,SG,10.0,2.0,93.0,6.8,19.9,0.34,0.0,0.6,0.0,6.8,19.3,0.35,3.4,4.5,0.75,4.5,5.7,10.2,4.0,2.3,0.6,5.1,8.0,17.1,,80.0,101.0
2003,27,377,SAS,San Antonio Spurs,24.0,NBA,SG,7.0,0.0,22.0,12.1,24.2,0.5,0.0,0.0,,12.1,24.2,0.5,4.8,4.8,1.0,9.7,7.3,17.0,4.8,0.0,0.0,12.1,7.3,29.1,,89.0,104.0
2003,8,377,DEN,Denver Nuggets,24.0,NBA,SG,3.0,2.0,71.0,5.2,18.6,0.28,0.0,0.7,0.0,5.2,17.8,0.29,3.0,4.5,0.67,3.0,5.2,8.2,3.7,3.0,0.7,3.0,8.2,13.4,,75.0,100.0
2004,27,377,SAS,San Antonio Spurs,25.0,NBA,SG,58.0,0.0,627.0,7.3,16.8,0.43,0.3,1.2,0.29,7.0,15.6,0.44,5.1,6.4,0.81,3.3,7.9,11.2,2.8,1.3,0.3,3.3,5.2,20.1,,102.0,96.0
2005,27,377,SAS,San Antonio Spurs,26.0,NBA,SG,67.0,0.0,1238.0,7.5,17.8,0.42,2.0,5.3,0.37,5.6,12.6,0.44,4.5,5.7,0.79,1.6,6.1,7.7,4.0,1.7,0.5,2.3,3.6,21.5,,109.0,100.0
2006,29,377,UTA,Utah Jazz,27.0,NBA,SG,81.0,14.0,1711.0,6.6,16.8,0.39,1.2,3.8,0.33,5.4,13.1,0.41,5.0,6.8,0.74,2.3,4.3,6.6,3.3,1.4,0.4,3.2,4.9,19.5,,100.0,110.0
2007,19,377,NOK,New Orleans/Oklahoma City Hornets,28.0,NBA,SG,58.0,49.0,1662.0,7.5,17.8,0.42,2.6,7.3,0.36,4.9,10.5,0.46,3.9,5.0,0.79,1.8,6.3,8.0,4.8,1.4,0.3,2.9,4.4,21.4,,109.0,108.0
2008,6,377,CLE,Cleveland Cavaliers,29.0,NBA,SG,78.0,20.0,1762.0,6.6,16.0,0.41,1.4,4.4,0.31,5.2,11.6,0.45,3.2,4.3,0.75,2.0,6.0,7.9,5.3,1.6,0.2,3.0,4.4,17.7,,102.0,108.0
2009,19,377,NOH,New Orleans Hornets,30.0,NBA,SG,63.0,5.0,869.0,7.0,19.7,0.36,1.8,6.1,0.29,5.2,13.6,0.38,4.9,6.3,0.78,2.0,5.5,7.5,3.4,2.0,0.3,3.4,5.1,20.6,,92.0,108.0
2010,31,377,TOT,Total After Trade,31.0,NBA,SG,50.0,37.0,1060.0,6.6,17.6,0.38,2.8,8.0,0.35,3.8,9.6,0.4,3.4,4.2,0.8,1.4,4.6,6.1,3.2,1.6,0.3,3.0,3.5,19.5,,97.0,111.0
2010,19,377,NOH,New Orleans Hornets,31.0,NBA,SG,39.0,37.0,967.0,6.9,17.4,0.39,2.9,7.9,0.37,4.0,9.5,0.42,3.7,4.6,0.8,1.4,4.4,5.8,3.1,1.6,0.3,3.1,3.3,20.3,,100.0,112.0
2010,5,377,CHI,Charlotte Bobcats,31.0,NBA,SG,11.0,0.0,93.0,4.4,20.0,0.22,2.2,9.4,0.24,2.2,10.5,0.21,0.0,0.0,,1.1,7.2,8.3,3.9,1.7,0.6,2.8,5.5,11.1,,64.0,105.0
