Season,Age,Tm,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 30,Trp Dbl
2002,19.0,SAS,NBA,PG,77.0,72.0,2267.0,268.0,639.0,0.419,61.0,189.0,0.323,207.0,450.0,0.46,0.467,108.0,160.0,0.675,33.0,164.0,197.0,334.0,89.0,7.0,151.0,166.0,705.0,,0.0
2003,20.0,SAS,NBA,PG,82.0,82.0,2774.0,484.0,1043.0,0.464,82.0,243.0,0.337,402.0,800.0,0.503,0.503,219.0,290.0,0.755,33.0,183.0,216.0,432.0,71.0,4.0,198.0,174.0,1269.0,,0.0
2004,21.0,SAS,NBA,PG,75.0,75.0,2577.0,423.0,946.0,0.447,62.0,199.0,0.312,361.0,747.0,0.483,0.48,191.0,272.0,0.702,43.0,194.0,237.0,411.0,61.0,7.0,179.0,148.0,1099.0,,0.0
2005,22.0,SAS,NBA,PG,80.0,80.0,2735.0,539.0,1118.0,0.482,43.0,156.0,0.276,496.0,962.0,0.516,0.501,210.0,323.0,0.65,47.0,251.0,298.0,491.0,98.0,4.0,215.0,167.0,1331.0,,0.0
2006,23.0,SAS,NBA,PG,80.0,80.0,2715.0,623.0,1136.0,0.548,11.0,36.0,0.306,612.0,1100.0,0.556,0.553,253.0,358.0,0.707,38.0,223.0,261.0,460.0,83.0,4.0,249.0,161.0,1510.0,,0.0
2007,24.0,SAS,NBA,PG,77.0,77.0,2499.0,570.0,1096.0,0.52,15.0,38.0,0.395,555.0,1058.0,0.525,0.527,274.0,350.0,0.783,34.0,216.0,250.0,420.0,82.0,6.0,191.0,137.0,1429.0,,0.0
2008,25.0,SAS,NBA,PG,69.0,68.0,2312.0,515.0,1043.0,0.494,17.0,66.0,0.258,498.0,977.0,0.51,0.502,248.0,347.0,0.715,30.0,191.0,221.0,411.0,55.0,8.0,164.0,93.0,1295.0,,0.0
2009,26.0,SAS,NBA,PG,72.0,71.0,2456.0,639.0,1263.0,0.506,19.0,65.0,0.292,620.0,1198.0,0.518,0.513,284.0,363.0,0.782,27.0,196.0,223.0,496.0,67.0,4.0,186.0,110.0,1581.0,,0.0
2010,27.0,SAS,NBA,PG,56.0,50.0,1728.0,349.0,716.0,0.487,10.0,34.0,0.294,339.0,682.0,0.497,0.494,186.0,246.0,0.756,7.0,128.0,135.0,317.0,29.0,8.0,149.0,96.0,894.0,,0.0
2011,28.0,SAS,NBA,PG,78.0,78.0,2528.0,555.0,1069.0,0.519,25.0,70.0,0.357,530.0,999.0,0.531,0.531,233.0,303.0,0.769,30.0,208.0,238.0,513.0,90.0,3.0,200.0,135.0,1368.0,,0.0
2012,29.0,SAS,NBA,PG,60.0,60.0,1923.0,427.0,890.0,0.48,14.0,61.0,0.23,413.0,829.0,0.498,0.488,227.0,284.0,0.799,22.0,149.0,171.0,463.0,57.0,5.0,153.0,75.0,1095.0,,0.0
2013,30.0,SAS,NBA,PG,66.0,66.0,2174.0,519.0,995.0,0.522,24.0,68.0,0.353,495.0,927.0,0.534,0.534,279.0,330.0,0.845,18.0,180.0,198.0,499.0,54.0,6.0,170.0,92.0,1341.0,,1.0
2014,31.0,SAS,NBA,PG,68.0,68.0,1997.0,456.0,914.0,0.499,25.0,67.0,0.373,431.0,847.0,0.509,0.513,197.0,243.0,0.811,17.0,138.0,155.0,388.0,36.0,9.0,151.0,86.0,1134.0,,0.0
2015,32.0,SAS,NBA,PG,68.0,68.0,1953.0,404.0,832.0,0.486,38.0,89.0,0.427,366.0,743.0,0.493,0.508,130.0,166.0,0.783,15.0,114.0,129.0,335.0,44.0,2.0,146.0,108.0,976.0,,0.0
2016,33.0,SAS,NBA,PG,72.0,72.0,1980.0,350.0,710.0,0.493,27.0,65.0,0.415,323.0,645.0,0.501,0.512,130.0,171.0,0.76,17.0,159.0,176.0,379.0,54.0,11.0,131.0,114.0,857.0,,0.0
2017,34.0,SAS,NBA,PG,63.0,63.0,1587.0,265.0,569.0,0.466,23.0,69.0,0.333,242.0,500.0,0.484,0.486,85.0,117.0,0.726,9.0,104.0,113.0,285.0,34.0,2.0,89.0,92.0,638.0,,0.0
2018,35.0,SAS,NBA,PG,55.0,21.0,1071.0,178.0,388.0,0.459,10.0,37.0,0.27,168.0,351.0,0.479,0.472,55.0,78.0,0.705,7.0,88.0,95.0,195.0,28.0,1.0,68.0,52.0,421.0,,0.0
2019,36.0,CHO,NBA,PG,56.0,0.0,1003.0,213.0,463.0,0.46,13.0,51.0,0.255,200.0,412.0,0.485,0.474,91.0,124.0,0.734,14.0,69.0,83.0,207.0,21.0,7.0,75.0,53.0,530.0,,0.0
