OPP_SEASON,OPP_TEAM ID,TEAM,OPP_G,OPP_MP,OPP_FG,OPP_FGA,OPP_FG%,OPP_3P,OPP_3PA,OPP_3P%,OPP_2P,OPP_2PA,OPP_2P%,OPP_FT,OPP_FTA,OPP_FT%,OPP_ORB,OPP_DRB,OPP_TRB,OPP_AST,OPP_STL,OPP_BLK,OPP_TOV,OPP_PF,OPP_PTS
2012,5,CHI,66,15940,38.6,91.5,0.42,5.2,15.9,0.32,33.4,75.7,0.44,16.0,21.6,0.74,12.7,31.9,44.6,21.0,8.3,5.8,14.8,19.7,98.3
2012,2,BOS,66,15940,36.8,87.7,0.42,5.7,18.6,0.31,31.0,69.1,0.45,19.0,25.0,0.76,13.0,34.5,47.5,20.5,8.6,5.1,17.2,20.3,98.2
2012,23,PHI,66,15915,38.1,89.2,0.43,6.0,18.0,0.33,32.1,71.2,0.45,17.1,22.7,0.75,11.9,36.7,48.5,21.7,6.6,5.3,15.4,18.0,99.2
2012,16,MIA,66,16040,37.5,86.4,0.43,7.9,21.6,0.36,29.6,64.8,0.46,17.3,23.9,0.72,11.9,31.1,43.0,21.3,9.0,4.6,18.2,22.2,100.2
2012,15,MEM,66,15940,37.8,85.1,0.44,6.9,20.1,0.34,30.9,65.1,0.47,19.3,25.2,0.76,12.1,32.4,44.5,21.1,8.6,6.0,18.7,21.1,101.8
2012,1,ALT,66,16165,39.2,88.3,0.44,6.4,18.7,0.34,32.7,69.6,0.47,16.4,21.8,0.75,11.7,34.2,45.9,22.3,8.1,5.2,16.4,20.8,101.2
2012,22,ORL,66,15965,40.1,89.3,0.45,7.0,20.1,0.35,33.1,69.2,0.48,17.0,22.0,0.77,11.3,34.8,46.1,22.8,8.4,4.6,14.6,22.1,104.1
2012,19,NOH,66,15940,39.3,88.5,0.44,7.2,22.9,0.32,32.1,65.6,0.49,19.2,25.4,0.76,12.5,32.6,45.0,23.5,8.9,6.5,15.6,21.1,105.1
2012,28,TOR,66,15965,37.6,86.4,0.44,6.8,20.6,0.33,30.9,65.8,0.47,22.5,30.2,0.74,11.4,33.6,45.0,22.3,8.1,5.4,14.7,20.4,104.5
2012,12,IND,66,15990,38.1,87.7,0.44,7.3,20.8,0.35,30.8,66.9,0.46,19.5,26.7,0.73,13.1,33.1,46.2,21.4,7.2,6.6,16.3,23.6,103.1
2012,20,NYK,66,15940,37.4,84.7,0.44,7.2,20.0,0.36,30.3,64.6,0.47,18.9,25.7,0.74,11.6,33.0,44.6,20.2,8.7,5.4,18.2,23.2,101.0
2012,7,DAL,66,16065,38.3,88.1,0.44,7.7,22.4,0.35,30.6,65.7,0.47,17.8,23.8,0.75,11.8,35.5,47.4,22.1,9.2,4.3,15.9,19.8,102.3
2012,13,LAC,66,15965,38.4,85.9,0.45,7.8,21.3,0.36,30.7,64.7,0.47,21.1,28.3,0.75,12.0,32.3,44.3,23.1,6.7,5.0,16.3,23.6,105.7
2012,9,DET,66,15965,40.1,86.7,0.46,6.7,18.8,0.36,33.4,67.9,0.49,19.6,25.6,0.76,11.8,33.4,45.3,25.0,9.5,5.9,16.2,21.6,106.3
2012,14,LAL,66,16065,41.1,94.1,0.44,7.3,21.0,0.35,33.8,73.1,0.46,14.9,20.0,0.74,12.5,32.1,44.6,23.9,9.2,5.0,12.3,22.0,104.4
2012,27,SAS,66,15940,40.7,90.1,0.45,6.7,18.9,0.35,34.0,71.2,0.48,15.1,20.0,0.76,11.0,33.0,44.1,20.9,7.9,5.3,14.7,20.2,103.2
2012,21,OKC,66,15990,38.8,90.8,0.43,6.8,19.9,0.34,32.0,71.0,0.45,18.8,24.5,0.77,13.5,30.5,44.0,21.2,8.7,5.2,15.1,21.3,103.2
2012,25,POR,66,15965,40.8,88.2,0.46,7.3,20.1,0.36,33.5,68.1,0.49,17.5,23.4,0.75,12.0,34.0,46.0,22.9,8.2,5.2,16.2,21.5,106.4
2012,11,HOU,66,16065,40.3,88.4,0.46,6.0,18.5,0.32,34.3,69.9,0.49,18.6,24.3,0.77,11.9,33.0,44.9,21.5,8.1,5.5,15.8,19.8,105.2
2012,30,WAS,66,15865,39.6,87.5,0.45,7.0,19.9,0.35,32.6,67.6,0.48,20.1,26.5,0.76,13.3,33.7,47.0,23.2,8.5,4.9,16.4,20.1,106.2
2012,24,PHO,66,15840,41.0,90.1,0.46,6.5,18.5,0.35,34.5,71.6,0.48,18.0,23.6,0.76,13.1,33.8,46.9,23.2,8.6,4.7,15.2,21.2,106.5
2012,17,MIL,66,15865,39.5,88.0,0.45,7.1,20.1,0.35,32.5,67.9,0.48,19.1,24.8,0.77,13.1,34.5,47.6,23.1,8.1,4.8,16.9,20.6,105.2
2012,29,UTA,66,16165,39.0,86.2,0.45,6.9,20.4,0.34,32.1,65.8,0.49,21.1,28.0,0.75,11.8,32.3,44.1,22.0,8.0,6.1,15.7,22.2,106.1
