Season,Team ID,Team ABV,Team,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2010,4,CHA,Charlotte Bobcats,82,19880,39.1,87.3,0.45,7.7,22.7,0.34,31.4,64.7,0.49,17.0,22.8,0.74,11.6,31.8,43.4,22.3,8.2,6.7,16.8,24.1,102.8
2010,16,MIA,Miami Heat,82,19880,37.9,86.3,0.44,7.1,20.6,0.34,30.8,65.7,0.47,21.2,28.2,0.75,11.5,33.4,45.0,20.8,7.0,4.8,15.9,22.1,104.1
2010,25,POR,Portland Trail Blazers,82,19855,40.6,87.5,0.46,6.6,19.3,0.34,34.0,68.2,0.5,19.2,25.8,0.74,11.0,32.0,43.0,21.8,6.7,4.6,15.2,24.3,107.1
2010,22,ORL,Orlando Magic,82,19730,39.1,89.1,0.44,6.9,19.0,0.36,32.2,70.1,0.46,18.2,24.2,0.75,10.6,32.8,43.4,20.5,7.3,3.8,13.9,24.0,103.3
2010,2,BOS,Boston Celtics,82,19780,38.1,84.6,0.45,6.2,18.2,0.34,31.9,66.4,0.48,21.3,28.5,0.75,11.5,32.0,43.5,21.0,7.7,5.1,17.0,23.5,103.8
2010,6,CLE,Cleveland Cavaliers,82,19780,39.0,88.1,0.44,7.0,20.1,0.35,32.0,68.0,0.47,19.2,25.3,0.76,10.5,31.4,42.0,22.1,7.2,4.3,13.9,22.7,104.1
2010,17,MIL,Milwaukee Bucks,82,19980,37.6,83.3,0.45,5.7,16.7,0.34,31.9,66.6,0.48,22.2,29.0,0.76,10.3,35.7,46.0,20.7,7.5,5.5,16.4,21.8,103.1
2010,27,SAS,San Antonio Spurs,82,19780,40.0,88.6,0.45,5.5,15.9,0.34,34.6,72.7,0.48,19.0,25.1,0.76,10.8,32.1,42.9,20.9,7.5,5.5,13.7,22.1,104.5
2010,14,LAL,Los Angeles Lakers,82,19830,39.8,89.2,0.45,6.8,20.7,0.33,33.0,68.5,0.48,17.4,23.2,0.75,11.9,33.2,45.1,23.4,7.5,4.7,15.1,22.7,103.7
2010,1,ATL,Atlanta Hawks,82,19855,40.9,88.8,0.46,6.4,18.7,0.34,34.4,70.2,0.49,18.5,24.8,0.74,12.4,33.1,45.5,23.1,6.8,4.8,15.2,21.2,106.7
2010,21,OKC,Oklahoma City Thunder,82,19805,39.1,87.5,0.45,6.3,18.4,0.34,32.9,69.1,0.48,20.1,26.3,0.76,12.2,31.2,43.4,21.1,8.0,5.0,16.1,22.8,104.6
2010,29,UTA,Utah Jazz,82,19755,37.7,83.8,0.45,7.1,20.2,0.35,30.5,63.6,0.48,22.5,29.6,0.76,10.8,30.8,41.6,21.1,8.2,5.8,16.0,23.5,105.0
2010,5,CHI,Chicago Bulls,82,19905,39.4,89.2,0.44,7.6,21.8,0.35,31.8,67.4,0.47,18.9,25.4,0.74,11.9,33.5,45.4,22.2,7.5,5.7,14.1,21.3,105.3
2010,9,DET,Detroit Pistons,82,19780,40.6,84.6,0.48,7.8,20.7,0.38,32.8,63.8,0.52,22.3,29.1,0.77,11.2,33.2,44.3,26.0,7.5,5.5,16.1,23.3,111.4
2010,7,DAL,Dallas Mavericks,82,19880,40.6,88.8,0.46,6.9,19.8,0.35,33.7,69.0,0.49,18.3,24.1,0.76,12.0,33.8,45.9,21.7,7.3,4.4,15.6,21.6,106.3
2010,30,WAS,Washington Wizards,82,19830,40.7,88.0,0.46,7.0,19.4,0.36,33.7,68.6,0.49,21.0,27.6,0.76,12.3,33.4,45.8,23.4,7.5,5.5,14.7,22.2,109.4
2010,3,NJN,New Jersey Nets,82,19780,42.1,87.6,0.48,6.2,17.0,0.37,35.9,70.6,0.51,20.1,26.8,0.75,12.3,35.6,47.9,26.0,8.5,5.6,15.3,21.9,110.5
2010,23,PHI,Philadelphia 76Ers,82,19805,41.1,87.0,0.47,8.0,20.4,0.39,33.1,66.6,0.5,20.1,26.2,0.77,11.8,32.7,44.4,24.0,8.2,4.4,15.7,20.3,110.3
2010,13,LAC,Los Angeles Clippers,82,19705,42.0,89.4,0.47,7.0,19.2,0.36,35.0,70.2,0.5,19.1,25.1,0.76,11.6,32.8,44.3,25.3,9.0,4.8,13.9,20.9,110.1
2010,8,DEN,Denver Nuggets,82,19780,39.5,86.6,0.46,6.7,19.2,0.35,32.8,67.4,0.49,21.7,28.3,0.77,12.2,32.2,44.4,22.1,7.4,5.6,15.8,24.9,107.5
2010,19,NOH,New Orleans Hornets,82,19830,42.5,87.9,0.48,7.0,19.8,0.36,35.4,68.1,0.52,18.1,24.1,0.75,11.4,33.8,45.2,25.2,7.5,4.8,15.4,20.9,110.1
2010,11,HOU,Houston Rockets,82,19905,41.5,87.3,0.48,6.3,17.2,0.36,35.2,70.1,0.5,18.8,24.6,0.76,11.2,33.7,45.0,22.0,7.7,6.8,15.5,23.6,108.0
2010,12,IND,Indiana Pacers,82,19705,39.1,86.3,0.45,6.4,17.6,0.36,32.7,68.6,0.48,22.3,29.4,0.76,12.2,35.8,48.0,21.3,8.2,5.2,15.4,21.4,106.8
2010,15,MEM,Memphis Grizzlies,82,19905,42.2,88.3,0.48,7.4,20.9,0.35,34.9,67.4,0.52,18.1,23.9,0.76,11.7,30.3,42.0,24.2,8.2,6.5,15.0,23.7,109.9
2010,26,SAC,Sacramento Kings,82,19880,41.1,87.7,0.47,6.4,17.9,0.36,34.7,69.8,0.5,21.4,27.6,0.77,11.7,32.6,44.3,21.6,7.5,6.0,14.4,21.2,109.9
2010,24,PHO,Phoenix Suns,82,19730,41.3,91.4,0.45,7.2,20.2,0.36,34.1,71.2,0.48,20.5,27.0,0.76,13.8,30.5,44.3,21.7,8.2,4.7,13.6,22.8,110.2
2010,28,TOR,Toronto Raptors,82,19780,41.6,89.0,0.47,7.9,21.7,0.37,33.7,67.3,0.5,21.9,28.0,0.78,12.2,32.0,44.1,24.6,7.6,4.7,13.6,22.6,113.2
2010,20,NYK,New York Knicks,82,19880,43.1,88.7,0.49,7.1,20.2,0.35,36.0,68.5,0.52,18.4,24.4,0.75,12.3,35.0,47.3,22.1,7.5,4.7,15.2,20.2,111.6
2010,18,MIN,Minnesota Timberwolves,82,19780,42.2,87.9,0.48,7.8,21.3,0.37,34.4,66.6,0.52,19.4,25.0,0.77,11.6,33.3,44.9,26.6,9.1,5.6,14.8,21.3,111.6
2010,10,GSW,Golden State Warriors,82,19730,41.3,85.3,0.48,6.9,18.4,0.38,34.4,66.9,0.52,22.2,29.0,0.77,13.3,34.4,47.8,24.0,7.8,4.9,17.5,21.3,111.7
