Season,Team ID,Team ABV,Team,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1996,6,CLE,Cleveland Cavaliers,82,19830,39.3,85.1,0.46,7.5,19.4,0.39,31.8,65.6,0.48,20.6,27.1,0.76,12.8,31.9,44.7,26.7,7.4,4.9,18.8,24.5,106.7
1996,9,DET,Detroit Pistons,82,19830,39.0,88.0,0.44,7.0,19.0,0.37,32.0,68.9,0.46,20.1,28.1,0.72,13.3,31.3,44.6,23.9,7.7,5.3,15.9,26.0,105.1
1996,5,CHI,Chicago Bulls,82,19730,38.5,85.8,0.45,5.8,16.7,0.35,32.6,69.2,0.47,19.0,26.5,0.72,13.1,28.5,41.6,21.3,7.9,4.2,18.8,24.8,101.8
1996,20,NYK,New York Knicks,82,19830,38.0,86.1,0.44,5.9,17.4,0.34,32.1,68.6,0.47,21.6,29.1,0.74,13.2,32.3,45.5,22.2,8.7,3.7,17.2,23.4,103.5
1996,16,MIA,Miami Heat,82,19780,36.4,83.9,0.43,5.9,16.5,0.36,30.5,67.5,0.45,25.0,33.3,0.75,13.1,30.8,43.9,21.9,8.8,5.4,17.2,27.0,103.8
1996,29,UTA,Utah Jazz,82,19780,37.0,83.3,0.44,7.4,19.3,0.38,29.6,64.0,0.46,24.5,32.7,0.75,12.6,29.0,41.6,22.1,7.9,5.5,17.3,26.7,106.1
1996,12,IND,Indiana Pacers,82,19755,38.6,85.6,0.45,6.7,18.6,0.36,31.9,67.0,0.48,23.2,31.3,0.74,13.7,27.9,41.6,23.5,9.0,5.7,17.1,27.8,107.2
1996,21,SEA,Seattle Supersonics,82,19880,37.0,84.3,0.44,6.9,19.7,0.35,30.1,64.6,0.47,21.3,29.7,0.72,13.8,29.0,42.8,22.8,9.8,5.0,19.5,25.9,102.1
1996,25,POR,Portland Trail Blazers,82,19905,38.4,86.9,0.44,6.1,17.6,0.35,32.3,69.3,0.47,20.5,27.7,0.74,12.1,30.2,42.3,23.7,9.2,5.3,15.5,26.0,103.5
1996,1,ATL,Atlanta Hawks,82,19730,41.3,87.1,0.47,6.5,18.0,0.36,34.8,69.1,0.5,18.9,25.3,0.75,14.3,31.1,45.4,25.0,7.9,4.6,19.1,24.5,108.0
1996,27,SAS,San Antonio Spurs,82,19780,39.2,89.2,0.44,5.7,17.4,0.33,33.5,71.9,0.47,19.3,26.4,0.73,14.4,32.1,46.6,24.0,7.9,5.6,16.3,25.6,103.5
1996,3,NJN,New Jersey Nets,82,19905,39.9,87.9,0.45,7.2,18.8,0.38,32.7,69.1,0.47,19.6,26.4,0.74,13.6,31.2,44.9,24.9,8.8,6.8,16.8,25.5,106.5
1996,14,LAL,Los Angeles Lakers,82,19680,41.2,89.8,0.46,5.8,15.9,0.37,35.3,74.0,0.48,18.4,25.0,0.74,15.1,30.6,45.7,26.5,7.8,6.4,17.6,23.8,106.6
1996,22,ORL,Orlando Magic,82,19855,40.3,88.7,0.45,6.5,17.9,0.37,33.8,70.8,0.48,19.7,26.8,0.74,14.3,31.1,45.5,24.6,8.5,4.3,16.3,24.1,106.9
1996,15,VAN,Vancouver Grizzlies,82,19880,40.9,86.0,0.48,6.1,16.3,0.37,34.8,69.8,0.5,20.7,28.2,0.73,14.6,33.8,48.4,26.4,9.3,6.3,18.9,23.7,108.5
1996,8,DEN,Denver Nuggets,82,19830,40.6,88.5,0.46,5.9,16.2,0.37,34.6,72.3,0.48,21.0,27.6,0.76,12.3,31.3,43.6,24.6,8.1,5.5,14.8,24.9,108.1
1996,11,HOU,Houston Rockets,82,19805,41.3,89.8,0.46,6.3,17.5,0.36,35.0,72.4,0.48,18.5,26.2,0.71,14.6,32.5,47.1,25.3,8.7,5.2,15.9,24.0,107.4
1996,17,MIL,Milwaukee Bucks,82,19730,41.6,86.6,0.48,6.9,17.5,0.4,34.6,69.1,0.5,21.4,29.6,0.72,13.5,31.1,44.5,26.2,8.7,5.0,16.3,23.6,111.5
1996,30,WAB,Washington Bullets,82,19805,39.6,86.0,0.46,4.9,14.3,0.34,34.7,71.7,0.48,23.6,30.7,0.77,14.3,30.6,44.9,21.8,9.0,5.0,17.6,24.4,107.6
