Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
1986,29,1822,UTA,Utah Jazz,22.0,NBA,PF,4.0,144.0,17.3,0.52,0.0,0.36,4.2,19.3,11.3,4.4,2.9,0.0,6.7,27.0,0.1,0.2,0.2,0.07,-1.4,0.2,-1.2,0.0
1987,29,1822,UTA,Utah Jazz,23.0,NBA,PF,5.0,200.0,13.4,0.48,0.0,0.41,8.7,19.3,14.0,5.0,2.8,1.2,14.1,25.6,-0.2,0.4,0.2,0.05,-2.6,-0.2,-2.8,0.0
1988,29,1822,UTA,Utah Jazz,24.0,NBA,PF,11.0,494.0,18.4,0.54,0.0,0.44,8.3,21.1,15.1,6.3,1.3,0.8,11.4,30.4,0.2,0.8,1.0,0.09,1.0,-1.0,0.1,0.3
1989,29,1822,UTA,Utah Jazz,25.0,NBA,PF,3.0,136.0,22.1,0.57,0.0,0.48,16.1,21.2,18.5,5.3,1.1,0.5,14.0,27.1,0.3,0.1,0.4,0.14,4.5,-0.9,3.6,0.2
1990,29,1822,UTA,Utah Jazz,26.0,NBA,PF,5.0,203.0,19.7,0.5,0.01,0.43,8.5,21.0,14.4,8.8,2.7,1.7,8.8,29.0,0.2,0.3,0.5,0.11,3.1,0.4,3.5,0.3
1991,29,1822,UTA,Utah Jazz,27.0,NBA,PF,9.0,383.0,21.4,0.54,0.04,0.44,7.3,27.5,18.0,13.7,1.2,1.9,9.5,31.6,0.5,0.7,1.2,0.15,3.9,0.8,4.7,0.7
1992,29,1822,UTA,Utah Jazz,28.0,NBA,PF,16.0,688.0,25.0,0.62,0.01,0.74,8.0,24.5,16.5,11.1,1.7,1.9,10.9,28.0,2.3,0.9,3.2,0.22,5.5,0.9,6.5,1.5
1993,29,1822,UTA,Utah Jazz,29.0,NBA,PF,5.0,216.0,16.6,0.53,0.02,0.39,6.4,21.2,13.9,9.2,1.6,0.6,15.0,29.2,0.1,0.3,0.4,0.08,1.1,0.1,1.2,0.2
1994,29,1822,UTA,Utah Jazz,30.0,NBA,PF,16.0,703.0,24.6,0.53,0.01,0.47,8.4,24.3,16.2,15.7,1.8,1.4,7.7,29.5,2.0,1.1,3.1,0.21,5.6,0.9,6.5,1.5
1995,29,1822,UTA,Utah Jazz,31.0,NBA,PF,5.0,216.0,24.6,0.55,0.03,0.76,8.8,35.0,20.9,16.4,1.7,0.9,9.3,32.7,0.5,0.0,0.5,0.12,5.1,-0.3,4.7,0.4
1996,29,1822,UTA,Utah Jazz,32.0,NBA,PF,18.0,725.0,23.6,0.5,0.01,0.44,8.1,24.7,16.3,23.2,2.6,1.3,8.6,34.9,0.9,1.6,2.6,0.17,4.6,1.4,6.0,1.4
1997,29,1822,UTA,Utah Jazz,33.0,NBA,PF,20.0,816.0,22.2,0.5,0.0,0.46,9.1,24.3,16.9,14.9,1.8,1.6,9.4,33.4,1.0,1.2,2.2,0.13,4.4,-0.4,4.0,1.2
1998,29,1822,UTA,Utah Jazz,34.0,NBA,PF,20.0,795.0,24.2,0.53,0.01,0.39,7.6,24.5,16.5,19.5,1.6,2.1,10.9,34.1,1.3,1.7,3.0,0.18,5.7,1.4,7.1,1.8
1999,29,1822,UTA,Utah Jazz,35.0,NBA,PF,11.0,451.0,21.2,0.49,0.0,0.42,9.8,22.3,16.2,24.5,1.6,1.5,14.1,30.2,0.5,0.7,1.3,0.14,4.0,0.6,4.5,0.7
2001,29,1822,UTA,Utah Jazz,37.0,NBA,PF,5.0,199.0,19.7,0.48,0.02,0.4,5.2,21.5,13.1,19.4,1.4,1.8,11.8,38.4,0.0,0.2,0.2,0.05,4.4,-0.5,3.9,0.3
2002,29,1822,UTA,Utah Jazz,38.0,NBA,PF,4.0,163.0,15.6,0.47,0.01,0.38,2.0,19.6,10.3,21.9,1.7,1.6,11.4,26.3,0.1,0.2,0.3,0.09,1.7,1.2,3.0,0.2
2003,29,1822,UTA,Utah Jazz,39.0,NBA,PF,5.0,191.0,15.0,0.48,0.01,0.49,4.4,17.6,10.9,19.9,2.3,0.8,16.4,28.6,0.0,0.0,-0.1,-0.01,0.9,-1.0,-0.1,0.1
2004,14,1822,LAL,Los Angeles Lakers,40.0,NBA,PF,21.0,798.0,13.5,0.48,0.0,0.34,5.4,21.6,13.5,16.1,1.7,0.2,15.8,18.1,0.4,0.9,1.3,0.08,-0.4,0.5,0.1,0.4
