Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 29,ORtg,DRtg
2004,8,1987,DEN,Denver Nuggets,27.0,NBA,PG,5.0,5.0,174.0,10.3,21.7,0.47,0.0,0.6,0.0,10.3,21.1,0.49,2.7,3.3,0.82,4.5,2.4,6.9,4.8,2.4,0.0,3.0,4.8,23.3,,106.0,105.0
2005,8,1987,DEN,Denver Nuggets,28.0,NBA,PG,5.0,5.0,184.0,8.1,19.0,0.42,0.6,1.2,0.5,7.5,17.8,0.42,6.6,9.2,0.72,2.6,4.9,7.5,7.5,2.9,0.3,3.5,6.3,23.3,,103.0,107.0
2006,8,1987,DEN,Denver Nuggets,29.0,NBA,PG,5.0,5.0,182.0,9.7,22.1,0.44,0.0,0.0,,9.7,22.1,0.44,4.0,4.9,0.82,2.3,4.0,6.3,10.3,1.4,0.3,4.6,3.4,23.5,,98.0,105.0
2008,23,1987,PHI,Philadelphia 76Ers,31.0,NBA,PG,6.0,6.0,229.0,9.5,21.7,0.44,0.0,0.7,0.0,9.5,21.0,0.45,3.4,5.4,0.64,1.7,2.9,4.6,4.9,1.2,0.0,3.4,2.9,22.4,,97.0,113.0
2009,23,1987,PHI,Philadelphia 76Ers,32.0,NBA,PG,6.0,6.0,258.0,10.1,21.3,0.48,0.6,2.1,0.3,9.5,19.2,0.5,5.9,7.2,0.82,1.9,6.1,8.0,6.8,1.5,0.2,4.0,3.6,26.8,,107.0,110.0
2010,25,1987,POR,Portland Trail Blazers,33.0,NBA,PG,6.0,6.0,210.0,7.9,19.4,0.4,0.8,1.8,0.43,7.1,17.5,0.4,8.1,10.5,0.78,1.3,3.7,5.0,9.4,1.8,0.3,5.0,3.1,24.6,,102.0,120.0
2011,25,1987,POR,Portland Trail Blazers,34.0,NBA,PG,6.0,6.0,194.0,9.8,20.0,0.49,1.2,3.0,0.4,8.6,17.0,0.51,5.7,7.2,0.79,1.5,4.2,5.7,9.8,0.6,0.0,3.9,5.1,26.5,,114.0,117.0
2012,8,1987,DEN,Denver Nuggets,35.0,NBA,SG,7.0,0.0,200.0,8.2,19.4,0.42,1.1,1.9,0.57,7.2,17.5,0.41,3.5,4.0,0.87,3.7,6.6,10.4,11.2,2.4,0.3,4.5,5.0,21.0,,106.0,106.0
2013,8,1987,DEN,Denver Nuggets,36.0,NBA,PG,6.0,0.0,154.0,9.3,22.1,0.42,1.6,3.5,0.46,7.7,18.6,0.41,6.7,8.7,0.78,3.5,2.9,6.4,7.4,0.6,0.0,5.1,2.6,26.9,,103.0,116.0
2014,30,1987,WAS,Washington Wizards,37.0,NBA,SG,11.0,0.0,108.0,9.6,20.8,0.46,0.5,1.5,0.33,9.1,19.2,0.47,2.5,4.6,0.56,1.0,4.6,5.6,4.6,1.5,0.0,4.1,6.1,22.3,,92.0,104.0
2016,27,1987,SAS,San Antonio Spurs,39.0,NBA,PG,5.0,0.0,35.0,4.5,10.5,0.43,1.5,4.5,0.33,3.0,6.0,0.5,3.0,3.0,1.0,3.0,4.5,7.5,10.5,0.0,0.0,0.0,6.0,13.4,,149.0,109.0
