SEASON,TEAM ID,TEAM,PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2012,27,SAS,Tony Parker,29,14,14,506,102,225,0.45,7,21,0.33,95,204,0.47,0.47,71,88,0.81,8,42,50,95,13,0,44,23,282
2012,27,SAS,Tim Duncan,35,14,14,463,101,204,0.5,0,1,0.0,101,203,0.5,0.5,41,58,0.71,32,99,131,39,10,29,21,30,243
2012,27,SAS,Manu GinAbili,34,14,2,390,65,145,0.45,23,68,0.34,42,77,0.55,0.53,48,56,0.86,8,41,49,56,10,4,42,36,201
2012,27,SAS,Kawhi Leonard,20,14,14,379,45,90,0.5,18,40,0.45,27,50,0.54,0.6,13,16,0.81,18,65,83,8,17,6,13,23,121
2012,27,SAS,Boris Diaw,29,14,14,346,36,70,0.51,9,18,0.5,27,52,0.52,0.58,6,8,0.75,28,45,73,35,11,4,15,29,87
2012,27,SAS,Stephen Jackson,33,14,0,299,38,71,0.54,26,43,0.6,12,28,0.43,0.72,14,15,0.93,5,23,28,24,9,3,18,38,116
2012,27,SAS,Danny Green,24,14,12,289,38,91,0.42,20,58,0.34,18,33,0.55,0.53,7,10,0.7,3,42,45,15,7,10,15,24,103
2012,27,SAS,Gary Neal,27,14,0,217,39,82,0.48,16,36,0.44,23,46,0.5,0.57,11,13,0.85,1,17,18,19,2,0,11,21,105
2012,27,SAS,Tiago Splitter,27,13,0,168,30,47,0.64,0,0,,30,47,0.64,0.64,16,43,0.37,8,28,36,10,5,4,9,24,76
2012,27,SAS,Matt Bonner,31,13,0,165,10,32,0.31,8,23,0.35,2,9,0.22,0.44,3,5,0.6,2,23,25,9,2,4,3,24,31
2012,27,SAS,DeJuan Blair,22,10,0,76,17,27,0.63,0,0,,17,27,0.63,0.63,3,6,0.5,7,16,23,2,3,1,1,10,37
2012,27,SAS,James Anderson,22,8,0,31,4,9,0.44,2,4,0.5,2,5,0.4,0.56,1,2,0.5,0,5,5,3,1,0,0,1,11
2012,27,SAS,Patty Mills,23,8,0,31,6,11,0.55,3,5,0.6,3,6,0.5,0.68,0,0,,1,2,3,5,1,0,3,2,15
