Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1993,25,2092,POR,Portland Trail Blazers,21.0,NBA,SF,48.0,14.0,495.0,108.0,260.0,0.42,21.0,70.0,0.3,87.0,190.0,0.46,0.46,35.0,40.0,0.88,40.0,43.0,83.0,11.0,8.0,5.0,31.0,59.0,272.0
1994,25,2092,POR,Portland Trail Blazers,22.0,NBA,SF,66.0,1.0,820.0,167.0,355.0,0.47,50.0,109.0,0.46,117.0,246.0,0.48,0.54,50.0,72.0,0.69,43.0,68.0,111.0,31.0,21.0,20.0,37.0,76.0,434.0
1995,31,2092,TOT,Total After Trade,23.0,NBA,SF,54.0,3.0,516.0,95.0,233.0,0.41,35.0,86.0,0.41,60.0,147.0,0.41,0.48,33.0,42.0,0.79,20.0,39.0,59.0,19.0,14.0,4.0,35.0,73.0,258.0
1995,25,2092,POR,Portland Trail Blazers,23.0,NBA,SF,29.0,3.0,313.0,63.0,153.0,0.41,16.0,41.0,0.39,47.0,112.0,0.42,0.46,28.0,34.0,0.82,18.0,19.0,37.0,14.0,7.0,1.0,20.0,42.0,170.0
1995,11,2092,HOU,Houston Rockets,23.0,NBA,SF,25.0,0.0,203.0,32.0,80.0,0.4,19.0,45.0,0.42,13.0,35.0,0.37,0.52,5.0,8.0,0.62,2.0,20.0,22.0,5.0,7.0,3.0,15.0,31.0,88.0
1996,28,2092,TOR,Toronto Raptors,24.0,NBA,SF,82.0,37.0,2458.0,496.0,1092.0,0.45,151.0,358.0,0.42,345.0,734.0,0.47,0.52,182.0,219.0,0.83,114.0,238.0,352.0,131.0,87.0,40.0,132.0,208.0,1325.0
1997,30,2092,WSB,Washington Bullets,25.0,NBA,SF,82.0,1.0,1814.0,288.0,678.0,0.42,106.0,300.0,0.35,182.0,378.0,0.48,0.5,135.0,161.0,0.84,84.0,169.0,253.0,78.0,69.0,19.0,86.0,150.0,817.0
1998,30,2092,WAS,Washington Wizards,26.0,NBA,SF,82.0,12.0,2227.0,449.0,1007.0,0.45,158.0,403.0,0.39,291.0,604.0,0.48,0.52,182.0,209.0,0.87,75.0,202.0,277.0,84.0,67.0,25.0,102.0,167.0,1238.0
1999,30,2092,WAS,Washington Wizards,27.0,NBA,SF,36.0,0.0,653.0,83.0,237.0,0.35,33.0,103.0,0.32,50.0,134.0,0.37,0.42,34.0,42.0,0.81,18.0,63.0,81.0,27.0,21.0,6.0,29.0,65.0,233.0
2001,31,2092,TOT,Total After Trade,29.0,NBA,SF,51.0,1.0,588.0,94.0,248.0,0.38,36.0,103.0,0.35,58.0,145.0,0.4,0.45,33.0,42.0,0.79,22.0,59.0,81.0,23.0,12.0,7.0,26.0,53.0,257.0
2001,8,2092,DEN,Denver Nuggets,29.0,NBA,SF,13.0,0.0,135.0,17.0,55.0,0.31,7.0,23.0,0.3,10.0,32.0,0.31,0.37,9.0,10.0,0.9,4.0,18.0,22.0,9.0,4.0,1.0,6.0,8.0,50.0
2001,28,2092,TOR,Toronto Raptors,29.0,NBA,SF,38.0,1.0,453.0,77.0,193.0,0.4,29.0,80.0,0.36,48.0,113.0,0.42,0.47,24.0,32.0,0.75,18.0,41.0,59.0,14.0,8.0,6.0,20.0,45.0,207.0
2002,28,2092,TOR,Toronto Raptors,30.0,NBA,SF,40.0,3.0,473.0,85.0,207.0,0.41,40.0,104.0,0.38,45.0,103.0,0.44,0.51,17.0,21.0,0.81,18.0,35.0,53.0,19.0,11.0,8.0,25.0,38.0,227.0
2003,14,2092,LAL,Los Angeles Lakers,31.0,NBA,SF,31.0,0.0,193.0,23.0,71.0,0.32,8.0,38.0,0.21,15.0,33.0,0.46,0.38,7.0,9.0,0.78,5.0,18.0,23.0,12.0,5.0,3.0,14.0,22.0,61.0
2004,25,2092,POR,Portland Trail Blazers,32.0,NBA,SF,7.0,0.0,35.0,3.0,12.0,0.25,2.0,5.0,0.4,1.0,7.0,0.14,0.33,0.0,1.0,0.0,3.0,2.0,5.0,1.0,1.0,0.0,2.0,3.0,8.0
