Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2008,27,1815,SAS,San Antonio Spurs,21.0,NBA,C,6.0,0.0,23.0,9.4,18.8,0.5,0.0,0.0,,9.4,18.8,0.5,14.1,14.1,1.0,0.0,7.8,7.8,1.6,0.0,6.3,3.1,6.3,32.9
2010,27,1815,SAS,San Antonio Spurs,23.0,NBA,C,26.0,0.0,165.0,7.6,12.0,0.64,0.0,0.0,,7.6,12.0,0.64,6.8,10.3,0.66,2.8,8.5,11.3,0.4,0.7,1.7,3.3,7.0,22.0
2011,7,1815,DAL,Dallas Mavericks,24.0,NBA,C,56.0,0.0,488.0,4.1,7.2,0.56,0.0,0.1,0.0,4.1,7.1,0.57,4.6,6.0,0.77,3.2,5.7,8.9,0.6,1.0,1.1,1.8,7.7,12.8
2012,7,1815,DAL,Dallas Mavericks,25.0,NBA,C,61.0,12.0,1139.0,4.1,7.5,0.55,0.0,0.0,0.0,4.1,7.5,0.55,3.0,4.6,0.64,3.4,5.7,9.1,0.4,1.2,1.0,1.6,5.6,11.2
2013,12,1815,IND,Indiana Pacers,26.0,NBA,C,80.0,2.0,1322.0,4.1,9.0,0.45,0.0,0.1,0.0,4.1,8.9,0.46,2.8,4.7,0.61,3.1,5.3,8.5,0.7,1.1,1.8,2.5,5.5,10.9
2014,12,1815,IND,Indiana Pacers,27.0,NBA,C,77.0,1.0,1248.0,2.6,5.5,0.48,0.0,0.0,0.0,2.6,5.4,0.48,2.6,4.2,0.62,3.1,4.3,7.4,0.7,1.2,2.1,1.7,6.0,7.8
2015,12,1815,IND,Indiana Pacers,28.0,NBA,C,61.0,6.0,1146.0,3.7,6.7,0.55,0.0,0.0,,3.7,6.7,0.55,1.0,3.2,0.3,3.3,7.9,11.2,1.0,0.9,1.4,1.9,5.4,8.3
2016,12,1815,IND,Indiana Pacers,29.0,NBA,C,71.0,71.0,1816.0,5.2,8.9,0.59,0.0,0.0,,5.2,8.9,0.59,2.6,4.5,0.59,2.7,7.3,10.1,2.1,1.3,1.5,2.0,4.4,13.1
2017,30,1815,WAS,Washington Wizards,30.0,NBA,C,31.0,0.0,555.0,4.2,7.2,0.59,0.0,0.0,,4.2,7.2,0.59,2.8,4.9,0.57,3.0,6.7,9.7,1.2,2.1,1.6,2.2,5.8,11.2
2018,30,1815,WAS,Washington Wizards,31.0,NBA,C,77.0,0.0,1145.0,4.3,7.8,0.56,0.0,0.1,0.0,4.3,7.7,0.56,2.8,4.0,0.7,4.2,5.6,9.8,1.7,1.2,1.3,3.1,7.2,11.5
2019,30,1815,WAS,Washington Wizards,32.0,NBA,C,34.0,6.0,498.0,3.4,7.5,0.45,0.2,1.2,0.19,3.2,6.4,0.5,3.0,4.4,0.69,3.5,5.8,9.3,1.8,1.8,1.2,1.5,6.1,10.0
2020,30,1815,WAS,Washington Wizards,33.0,NBA,C,38.0,35.0,808.0,4.6,9.4,0.5,0.2,1.2,0.19,4.4,8.2,0.54,3.1,5.0,0.62,3.5,6.2,9.7,2.2,1.4,2.0,2.0,5.1,12.6
