Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1991,21,2273,SEA,Seattle Supersonics,Gary Payton,"July 23, 1968",22.0,NBA,PG,5.0,5.0,27.0,2.2,5.4,0.41,0.0,0.2,0.0,2.2,5.2,0.42,0.41,0.4,0.4,1.0,1.0,1.6,2.6,6.4,1.6,0.2,1.8,3.2,4.8
1992,21,2273,SEA,Seattle Supersonics,Gary Payton,"July 23, 1968",23.0,NBA,PG,8.0,8.0,27.6,3.4,7.3,0.47,0.0,0.3,0.0,3.4,7.0,0.48,0.47,0.9,1.5,0.58,0.8,1.9,2.6,4.8,1.0,0.3,1.3,3.3,7.6
1993,21,2273,SEA,Seattle Supersonics,Gary Payton,"July 23, 1968",24.0,NBA,PG,19.0,19.0,31.8,5.5,12.4,0.44,0.1,0.3,0.17,5.4,12.1,0.45,0.44,1.3,1.9,0.68,1.2,2.2,3.3,3.7,1.8,0.2,1.8,3.4,12.3
1994,21,2273,SEA,Seattle Supersonics,Gary Payton,"July 23, 1968",25.0,NBA,PG,5.0,5.0,36.2,6.8,13.8,0.49,0.6,1.8,0.33,6.2,12.0,0.52,0.51,1.6,3.8,0.42,1.2,2.2,3.4,5.6,1.6,0.4,1.6,3.0,15.8
1995,21,2273,SEA,Seattle Supersonics,Gary Payton,"July 23, 1968",26.0,NBA,PG,4.0,4.0,43.0,8.0,16.8,0.48,0.5,2.5,0.2,7.5,14.3,0.53,0.49,1.3,3.0,0.42,1.5,1.0,2.5,5.3,1.3,0.0,2.0,3.3,17.8
1996,21,2273,SEA,Seattle Supersonics,Gary Payton,"July 23, 1968",27.0,NBA,PG,21.0,21.0,43.4,7.7,15.9,0.48,2.0,4.8,0.41,5.8,11.1,0.52,0.55,3.3,5.2,0.63,0.9,4.2,5.1,6.8,1.8,0.3,3.0,3.3,20.7
1997,21,2273,SEA,Seattle Supersonics,Gary Payton,"July 23, 1968",28.0,NBA,PG,12.0,12.0,45.5,8.8,21.3,0.41,2.1,6.3,0.33,6.7,15.0,0.44,0.46,4.2,5.1,0.82,1.7,3.8,5.4,8.7,2.2,0.3,2.9,2.2,23.8
1998,21,2273,SEA,Seattle Supersonics,Gary Payton,"July 23, 1968",29.0,NBA,PG,10.0,10.0,42.8,8.7,18.3,0.48,1.9,5.0,0.38,6.8,13.3,0.51,0.53,4.7,5.0,0.94,0.9,2.5,3.4,7.0,1.8,0.1,2.6,3.1,24.0
2000,21,2273,SEA,Seattle Supersonics,Gary Payton,"July 23, 1968",31.0,NBA,PG,5.0,5.0,44.2,10.0,22.6,0.44,1.8,4.6,0.39,8.2,18.0,0.46,0.48,4.0,5.2,0.77,1.6,6.0,7.6,7.4,1.8,0.2,3.6,3.2,25.8
2002,21,2273,SEA,Seattle Supersonics,Gary Payton,"July 23, 1968",33.0,NBA,PG,5.0,5.0,41.4,9.0,21.2,0.42,0.8,3.0,0.27,8.2,18.2,0.45,0.44,3.4,5.8,0.59,2.0,6.6,8.6,5.8,0.6,0.4,2.6,2.4,22.2
2003,17,2273,MIL,Milwaukee Bucks,Gary Payton,"July 23, 1968",34.0,NBA,PG,6.0,6.0,41.8,8.0,18.7,0.43,0.2,2.5,0.07,7.8,16.2,0.48,0.43,2.3,3.3,0.7,0.7,2.3,3.0,8.7,1.3,0.2,2.2,3.0,18.5
2004,14,2273,LAL,Los Angeles Lakers,Gary Payton,"July 23, 1968",35.0,NBA,PG,22.0,22.0,35.1,3.1,8.5,0.37,0.6,2.5,0.25,2.5,5.9,0.42,0.4,1.0,1.3,0.75,0.9,2.4,3.3,5.3,1.0,0.2,1.3,2.7,7.8
2005,2,2273,BOS,Boston Celtics,Gary Payton,"July 23, 1968",36.0,NBA,PG,7.0,7.0,34.1,4.7,10.6,0.45,0.1,2.0,0.07,4.6,8.6,0.53,0.45,0.7,0.9,0.83,1.1,3.0,4.1,4.6,0.9,0.1,1.6,1.4,10.3
2006,16,2273,MIA,Miami Heat,Gary Payton,"July 23, 1968",37.0,NBA,PG,23.0,0.0,24.3,2.1,5.0,0.42,0.7,2.5,0.29,1.4,2.5,0.55,0.5,0.8,1.1,0.72,0.3,1.5,1.7,1.6,1.0,0.1,0.8,2.4,5.8
2007,16,2273,MIA,Miami Heat,Gary Payton,"July 23, 1968",38.0,NBA,PG,2.0,0.0,16.0,0.0,1.5,0.0,0.0,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,2.0,2.0,1.5,0.0,0.0,2.0,1.5,0.0
