Season,Age,Tm,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1985,23.0,MIL,NBA,PF,8.0,8.0,38.9,10.8,18.6,0.577,0.0,0.1,0.0,10.8,18.5,0.581,0.577,6.0,7.3,0.828,2.6,6.1,8.8,2.5,1.5,0.9,3.3,4.1,27.5
1986,24.0,MIL,NBA,PF,14.0,14.0,36.4,9.3,18.1,0.514,0.0,0.0,,9.3,18.1,0.514,0.514,3.1,4.4,0.694,2.4,7.5,9.9,3.0,1.4,1.1,2.8,3.7,21.6
1987,25.0,MIL,NBA,PF,12.0,10.0,36.9,8.8,17.9,0.488,0.0,0.0,,8.8,17.9,0.488,0.488,4.8,6.9,0.687,2.4,5.5,7.9,2.3,1.0,1.1,1.3,4.3,22.3
1988,26.0,MIL,NBA,PF,5.0,5.0,38.6,10.0,17.8,0.562,0.0,0.0,,10.0,17.8,0.562,0.562,5.8,8.8,0.659,2.4,5.4,7.8,2.6,1.8,0.6,2.4,3.2,25.8
1989,27.0,MIL,NBA,SF,5.0,4.0,24.8,5.0,13.8,0.362,0.0,0.2,0.0,5.0,13.6,0.368,0.362,2.8,3.2,0.875,3.8,2.8,6.6,1.4,0.6,0.0,0.8,3.2,12.8
1990,28.0,SAS,NBA,PF,10.0,10.0,37.5,10.3,19.5,0.528,0.1,0.5,0.2,10.2,19.0,0.537,0.531,4.2,5.2,0.808,3.1,6.3,9.4,2.2,0.7,0.4,1.9,3.9,24.9
1991,29.0,SAS,NBA,PF,4.0,4.0,31.0,6.3,12.3,0.51,0.0,0.3,0.0,6.3,12.0,0.521,0.51,2.3,4.5,0.5,3.5,5.8,9.3,1.0,0.8,0.5,2.3,3.3,14.8
1992,30.0,SAS,NBA,PF,3.0,3.0,40.7,11.3,22.0,0.515,0.0,0.3,0.0,11.3,21.7,0.523,0.515,3.3,6.7,0.5,5.0,6.3,11.3,2.3,1.3,1.3,2.3,3.0,26.0
1993,31.0,SAS,NBA,PF,10.0,0.0,13.8,3.1,7.0,0.443,0.0,0.1,0.0,3.1,6.9,0.449,0.443,0.5,0.8,0.625,1.7,2.2,3.9,0.5,0.3,0.1,0.8,2.7,6.7
1994,32.0,SAS,NBA,PF,4.0,1.0,18.0,2.8,5.5,0.5,0.0,0.0,,2.8,5.5,0.5,0.5,2.5,3.0,0.833,2.5,3.8,6.3,0.5,1.3,0.8,1.0,2.5,8.0
1995,33.0,SAS,NBA,PF,15.0,2.0,9.0,1.2,3.2,0.375,0.0,0.1,0.0,1.2,3.1,0.383,0.375,1.5,2.0,0.733,0.8,1.3,2.1,0.3,0.3,0.1,0.5,1.7,3.9
1997,35.0,SEA,NBA,PF,12.0,6.0,24.3,3.8,7.7,0.489,0.0,0.0,,3.8,7.7,0.489,0.489,1.3,2.0,0.667,2.3,3.7,6.0,1.2,0.9,0.5,1.2,3.3,8.8
1998,36.0,NYK,NBA,PF,8.0,1.0,15.0,1.9,4.3,0.441,0.0,0.0,,1.9,4.3,0.441,0.441,0.3,1.0,0.25,1.4,3.0,4.4,0.6,0.5,0.3,0.9,2.9,4.0
