SEASON,TEAM ID,TEAM,Team,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1999,18,MIN,Minnesota Timberwolves,50,12025,40.3,94.9,0.42,2.7,9.0,0.3,37.6,85.9,0.44,18.6,25.1,0.74,16.5,30.5,47.1,26.7,9.3,6.0,14.1,26.0,101.9
1999,4,CHO,Charlotte Hornets,50,12150,36.8,81.9,0.45,5.9,16.2,0.36,30.9,65.7,0.47,22.8,30.5,0.75,10.6,32.9,43.4,24.4,9.8,5.4,17.5,24.2,102.3
1999,27,SAS,San Antonio Spurs,50,12075,39.0,85.5,0.46,3.9,11.7,0.33,35.2,73.8,0.48,22.2,31.7,0.7,13.8,35.5,49.3,24.7,9.4,7.9,17.0,22.6,104.0
1999,17,MIL,Milwaukee Bucks,50,12050,40.1,87.4,0.46,5.3,14.2,0.37,34.8,73.2,0.48,19.4,26.4,0.73,13.0,31.3,44.4,23.6,10.1,4.6,16.5,26.1,104.9
1999,7,DAL,Dallas Mavericks,50,12075,39.0,90.0,0.43,4.5,13.3,0.34,34.5,76.7,0.45,19.7,27.0,0.73,14.4,33.0,47.4,20.6,7.9,6.5,15.4,23.8,102.3
1999,3,NJN,New Jersey Nets,50,12050,36.8,90.6,0.41,4.9,14.8,0.33,31.9,75.8,0.42,20.9,27.2,0.77,15.6,31.3,46.9,20.1,10.7,5.9,16.3,24.7,99.5
1999,30,WAS,Washington Wizards,50,12050,39.2,88.1,0.44,4.0,12.9,0.31,35.3,75.2,0.47,18.8,26.6,0.7,13.2,31.1,44.3,23.6,8.7,4.3,16.3,25.5,101.2
1999,28,TOR,Toronto Raptors,50,12075,37.2,88.2,0.42,5.1,14.8,0.34,32.1,73.4,0.44,22.6,29.8,0.76,15.9,32.4,48.3,23.2,9.8,7.2,17.9,25.5,102.0
1999,13,LAC,Los Angeles Clippers,50,12125,37.9,88.7,0.43,4.7,14.8,0.32,33.1,73.9,0.45,19.5,27.1,0.72,14.7,28.6,43.3,18.1,9.4,5.2,17.6,27.1,100.0
1999,9,DET,Detroit Pistons,50,12050,38.3,85.7,0.45,5.7,15.7,0.36,32.6,70.1,0.46,21.9,29.6,0.74,14.0,32.6,46.5,23.3,10.2,4.8,18.2,26.3,104.2
1999,23,PHI,Philadelphia 76Ers,50,12150,36.9,86.6,0.43,2.2,8.3,0.26,34.7,78.3,0.44,23.9,33.1,0.72,16.2,31.8,48.1,20.8,12.1,6.0,18.3,25.7,99.9
1999,22,ORL,Orlando Magic,50,12050,37.8,88.4,0.43,5.0,15.1,0.33,32.8,73.3,0.45,19.6,28.1,0.7,15.4,32.4,47.8,23.9,11.1,4.8,18.4,21.0,100.3
1999,16,MIA,Miami Heat,50,12025,38.0,83.9,0.45,6.8,18.9,0.36,31.2,65.0,0.48,21.8,29.7,0.74,11.8,35.6,47.4,24.0,7.7,7.2,17.5,24.4,104.7
1999,15,VAN,Vancouver Grizzlies,50,12175,36.4,85.0,0.43,3.3,10.0,0.33,33.1,74.9,0.44,22.3,31.2,0.72,14.4,30.1,44.5,21.3,9.3,4.4,18.8,24.9,98.4
1999,10,GSW,Golden State Warriors,50,12125,38.5,92.9,0.42,3.6,12.6,0.29,34.9,80.4,0.44,17.7,26.2,0.68,18.2,34.7,52.9,23.1,9.2,4.9,17.1,28.3,98.4
1999,6,CLE,Cleveland Cavaliers,50,12050,36.0,82.1,0.44,4.2,12.3,0.34,31.8,69.8,0.46,23.4,31.3,0.75,10.9,30.3,41.2,25.2,10.4,4.7,18.1,27.8,99.6
1999,20,NYK,New York Knicks,50,12100,36.8,84.6,0.44,4.7,13.4,0.35,32.0,71.1,0.45,20.4,27.8,0.73,12.6,34.5,47.1,22.0,9.0,6.0,18.4,26.0,98.6
1999,1,ALT,Atlanta Hawks,50,12075,35.8,87.6,0.41,4.6,15.0,0.31,31.3,72.6,0.43,24.2,33.1,0.73,15.7,34.9,50.7,18.2,8.1,6.1,17.4,23.0,100.5
1999,5,CHI,Chicago Bulls,50,12075,34.7,86.5,0.4,4.0,13.8,0.29,30.7,72.7,0.42,18.9,26.7,0.71,12.9,31.4,44.4,22.9,9.8,3.8,17.5,25.1,92.4
