Season,Age,Tm,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 30,Trp Dbl
2010,20.0,SAC,NBA,SG,72.0,72.0,2677.0,533.0,1165.0,0.458,36.0,141.0,0.255,497.0,1024.0,0.485,0.473,348.0,465.0,0.748,66.0,314.0,380.0,414.0,109.0,26.0,216.0,204.0,1450.0,,1.0
2011,21.0,SAC,NBA,SG,57.0,53.0,2107.0,382.0,933.0,0.409,43.0,148.0,0.291,339.0,785.0,0.432,0.432,205.0,266.0,0.771,46.0,229.0,275.0,319.0,85.0,30.0,184.0,143.0,1012.0,,0.0
2012,22.0,SAC,NBA,SG,63.0,61.0,2162.0,408.0,900.0,0.453,20.0,99.0,0.202,388.0,801.0,0.484,0.464,201.0,258.0,0.779,64.0,225.0,289.0,283.0,84.0,29.0,171.0,136.0,1037.0,,0.0
2013,23.0,SAC,NBA,SG,65.0,61.0,2016.0,366.0,765.0,0.478,45.0,133.0,0.338,321.0,632.0,0.508,0.508,210.0,271.0,0.775,56.0,231.0,287.0,229.0,90.0,27.0,128.0,133.0,987.0,,0.0
2014,24.0,NOP,NBA,SF,72.0,22.0,2028.0,391.0,897.0,0.436,21.0,95.0,0.221,370.0,802.0,0.461,0.448,239.0,310.0,0.771,76.0,265.0,341.0,363.0,84.0,21.0,175.0,155.0,1042.0,,1.0
2015,25.0,NOP,NBA,SG,79.0,76.0,2690.0,521.0,1165.0,0.447,69.0,227.0,0.304,452.0,938.0,0.482,0.477,202.0,291.0,0.694,82.0,334.0,416.0,521.0,100.0,37.0,246.0,198.0,1313.0,,1.0
2016,26.0,NOP,NBA,SG,25.0,25.0,765.0,136.0,314.0,0.433,33.0,85.0,0.388,103.0,229.0,0.45,0.486,74.0,93.0,0.796,20.0,109.0,129.0,164.0,32.0,8.0,73.0,66.0,379.0,,0.0
2017,27.0,TOT,NBA,SF,40.0,6.0,788.0,150.0,370.0,0.405,42.0,118.0,0.356,108.0,252.0,0.429,0.462,69.0,92.0,0.75,13.0,124.0,137.0,124.0,35.0,9.0,61.0,60.0,411.0,,0.0
2017,27.0,NOP,NBA,SF,26.0,0.0,474.0,91.0,227.0,0.401,21.0,70.0,0.3,70.0,157.0,0.446,0.447,45.0,58.0,0.776,6.0,80.0,86.0,91.0,23.0,4.0,39.0,41.0,248.0,,0.0
2017,27.0,SAC,NBA,SF,14.0,6.0,314.0,59.0,143.0,0.413,21.0,48.0,0.438,38.0,95.0,0.4,0.486,24.0,34.0,0.706,7.0,44.0,51.0,33.0,12.0,5.0,22.0,19.0,163.0,,0.0
2018,28.0,MEM,NBA,PG,52.0,32.0,1607.0,366.0,809.0,0.452,114.0,286.0,0.399,252.0,523.0,0.482,0.523,164.0,209.0,0.785,44.0,221.0,265.0,269.0,57.0,17.0,117.0,96.0,1010.0,,0.0
2019,29.0,IND,NBA,SG,69.0,18.0,1402.0,257.0,660.0,0.389,77.0,216.0,0.356,180.0,444.0,0.405,0.448,115.0,160.0,0.719,33.0,168.0,201.0,166.0,58.0,18.0,118.0,117.0,706.0,,0.0
