Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2014,11,667,HOU,Houston Rockets,22.0,NBA,SG,5.0,1.0,75.0,15.0,31.0,0.48,12.0,25.0,0.48,3.0,6.0,0.5,0.68,0.0,0.0,,0.0,4.0,4.0,5.0,0.0,0.0,3.0,6.0,42.0
2015,31,667,TOT,Total After Trade,23.0,NBA,SG,47.0,0.0,397.0,61.0,165.0,0.37,43.0,118.0,0.36,18.0,47.0,0.38,0.5,11.0,13.0,0.85,8.0,25.0,33.0,22.0,6.0,1.0,20.0,40.0,176.0
2015,11,667,HOU,Houston Rockets,23.0,NBA,SG,17.0,0.0,108.0,15.0,47.0,0.32,13.0,43.0,0.3,2.0,4.0,0.5,0.46,3.0,4.0,0.75,0.0,6.0,6.0,4.0,0.0,0.0,5.0,14.0,46.0
2015,18,667,MIN,Minnesota Timberwolves,23.0,NBA,SG,19.0,0.0,154.0,19.0,59.0,0.32,13.0,39.0,0.33,6.0,20.0,0.3,0.43,2.0,2.0,1.0,6.0,13.0,19.0,13.0,3.0,0.0,8.0,14.0,53.0
2015,4,667,CHO,Charlotte Hornets,23.0,NBA,SG,11.0,0.0,135.0,27.0,59.0,0.46,17.0,36.0,0.47,10.0,23.0,0.44,0.6,6.0,7.0,0.86,2.0,6.0,8.0,5.0,3.0,1.0,7.0,12.0,77.0
2016,4,667,CHO,Charlotte Hornets,24.0,NBA,SG,43.0,0.0,476.0,89.0,187.0,0.48,59.0,122.0,0.48,30.0,65.0,0.46,0.63,5.0,9.0,0.56,7.0,50.0,57.0,21.0,11.0,3.0,24.0,40.0,242.0
2017,15,667,MEM,Memphis Grizzlies,25.0,NBA,SG,67.0,3.0,1183.0,185.0,495.0,0.37,138.0,355.0,0.39,47.0,140.0,0.34,0.51,43.0,54.0,0.8,22.0,78.0,100.0,46.0,20.0,4.0,45.0,90.0,551.0
2018,24,667,PHO,Phoenix Suns,26.0,NBA,SG,79.0,15.0,1622.0,232.0,575.0,0.4,183.0,458.0,0.4,49.0,117.0,0.42,0.56,56.0,64.0,0.88,12.0,115.0,127.0,48.0,26.0,5.0,56.0,137.0,703.0
2019,24,667,PHO,Phoenix Suns,27.0,NBA,SG,51.0,1.0,760.0,113.0,275.0,0.41,74.0,194.0,0.38,39.0,81.0,0.48,0.55,18.0,23.0,0.78,13.0,60.0,73.0,26.0,26.0,5.0,27.0,79.0,318.0
2020,31,667,TOT,Total After Trade,28.0,NBA,SG,47.0,0.0,532.0,72.0,186.0,0.39,46.0,132.0,0.35,26.0,54.0,0.48,0.51,10.0,16.0,0.62,12.0,40.0,52.0,17.0,11.0,3.0,12.0,37.0,200.0
2020,14,667,LAL,Los Angeles Lakers,28.0,NBA,SG,41.0,0.0,456.0,62.0,158.0,0.39,40.0,112.0,0.36,22.0,46.0,0.48,0.52,10.0,16.0,0.62,12.0,34.0,46.0,14.0,8.0,3.0,9.0,30.0,174.0
2020,8,667,DEN,Denver Nuggets,28.0,NBA,SG,6.0,0.0,76.0,10.0,28.0,0.36,6.0,20.0,0.3,4.0,8.0,0.5,0.46,0.0,0.0,,0.0,6.0,6.0,3.0,3.0,0.0,3.0,7.0,26.0
