Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
1998,29,1346,UTA,Utah Jazz,21.0,NBA,PG,8.0,23.0,19.1,0.43,0.21,0.0,5.8,5.1,5.4,35.1,4.7,0.0,6.7,30.2,0.0,0.0,0.0,0.08,-1.1,0.5,-0.6,0.0
1999,13,1346,LAC,Los Angeles Clippers,22.0,NBA,PG,25.0,524.0,14.1,0.51,0.31,0.25,3.2,9.6,6.2,29.7,1.1,0.3,18.6,17.7,0.7,-0.2,0.5,0.04,0.9,-3.1,-2.2,0.0
2001,22,1346,ORL,Orlando Magic,24.0,NBA,PG,75.0,1008.0,10.2,0.43,0.29,0.28,4.1,7.6,5.8,25.5,1.9,0.2,18.0,22.4,-0.7,0.8,0.1,0.0,-2.6,-1.7,-4.3,-0.6
2002,22,1346,ORL,Orlando Magic,25.0,NBA,PG,81.0,1854.0,15.3,0.53,0.23,0.25,1.8,7.0,4.4,23.4,1.6,0.2,15.3,25.8,1.5,0.9,2.5,0.06,0.2,-2.0,-1.8,0.1
2003,18,1346,MIN,Minnesota Timberwolves,26.0,NBA,PG,79.0,2600.0,15.2,0.53,0.28,0.24,1.9,6.0,4.0,27.0,1.2,0.2,14.7,21.6,4.0,1.1,5.1,0.09,1.4,-1.7,-0.3,1.1
2004,18,1346,MIN,Minnesota Timberwolves,27.0,NBA,PG,29.0,503.0,12.5,0.49,0.37,0.16,1.0,6.7,4.0,22.9,0.8,0.0,13.3,23.9,0.3,0.3,0.6,0.06,0.1,-2.1,-2.0,0.0
2005,18,1346,MIN,Minnesota Timberwolves,28.0,NBA,PG,79.0,1729.0,12.1,0.49,0.39,0.14,1.3,5.4,3.5,26.5,0.8,0.2,13.8,21.9,0.7,0.6,1.3,0.04,-0.1,-2.3,-2.4,-0.2
2006,18,1346,MIN,Minnesota Timberwolves,29.0,NBA,PG,36.0,800.0,12.2,0.48,0.3,0.16,1.2,5.3,3.3,23.3,0.8,0.4,10.1,23.5,0.3,0.4,0.7,0.04,-0.1,-2.0,-2.1,0.0
2007,18,1346,MIN,Minnesota Timberwolves,30.0,NBA,PG,34.0,554.0,10.8,0.48,0.41,0.16,1.8,8.4,5.2,21.4,1.3,0.3,16.1,20.9,-0.2,0.3,0.1,0.0,-0.8,-1.5,-2.2,0.0
2008,10,1346,GSW,Golden State Warriors,31.0,NBA,PG,9.0,93.0,5.2,0.42,0.39,0.19,0.0,8.4,4.0,12.7,1.6,0.0,17.2,18.4,-0.2,0.0,-0.1,-0.06,-4.6,-1.7,-6.3,-0.1
