Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
1991,30,944,WSB,Washington Bullets,Greg Foster,"October 3, 1968",22.0,NBA,PF,54.0,606.0,10.9,0.5,0.02,0.29,9.3,17.9,13.6,8.8,1.0,2.1,15.9,19.5,-0.1,0.7,0.6,0.05,-4.2,-0.3,-4.4,-0.4
1992,30,944,WSB,Washington Bullets,Greg Foster,"October 3, 1968",23.0,NBA,PF,49.0,548.0,11.2,0.5,0.0,0.25,8.4,20.9,14.5,9.3,0.5,1.3,14.4,19.3,-0.1,0.5,0.5,0.04,-3.8,-1.0,-4.9,-0.4
1993,31,944,TOT,Total After Trade,Greg Foster,"October 3, 1968",24.0,NBA,PF,43.0,298.0,11.6,0.48,0.03,0.18,11.6,19.8,15.6,10.4,0.5,2.9,16.2,21.5,-0.1,0.2,0.2,0.02,-5.2,-1.6,-6.8,-0.4
1993,30,944,WSB,Washington Bullets,Greg Foster,"October 3, 1968",24.0,NBA,PF,10.0,93.0,8.3,0.46,0.0,0.12,9.5,23.4,16.3,16.5,0.0,3.3,25.5,16.1,-0.1,0.1,0.0,-0.02,-5.5,0.3,-5.2,-0.1
1993,1,944,ATL,Atlanta Hawks,Greg Foster,"October 3, 1968",24.0,NBA,PF,33.0,205.0,13.1,0.49,0.04,0.19,12.5,18.1,15.2,7.6,0.7,2.8,13.5,24.0,0.0,0.2,0.2,0.04,-5.0,-2.4,-7.5,-0.3
1994,17,944,MIL,Milwaukee Bucks,Greg Foster,"October 3, 1968",25.0,NBA,PF,3.0,19.0,14.7,0.64,0.0,0.29,0.0,19.2,9.1,0.0,0.0,3.6,11.3,20.2,0.0,0.0,0.0,0.11,-2.9,1.2,-1.8,0.0
1995,31,944,TOT,Total After Trade,Greg Foster,"October 3, 1968",26.0,NBA,PF,78.0,1144.0,10.1,0.52,0.07,0.35,9.1,18.4,13.8,5.6,0.7,1.8,16.2,17.4,0.1,0.9,1.0,0.04,-3.8,-1.4,-5.2,-0.9
1995,5,944,CHI,Chicago Bulls,Greg Foster,"October 3, 1968",26.0,NBA,PF,17.0,299.0,9.8,0.52,0.0,0.36,7.1,14.2,10.7,8.0,0.3,2.0,14.6,17.4,0.1,0.4,0.5,0.08,-4.0,-0.8,-4.7,-0.2
1995,18,944,MIN,Minnesota Timberwolves,Greg Foster,"October 3, 1968",26.0,NBA,PF,61.0,845.0,10.3,0.53,0.1,0.34,9.8,19.8,14.9,4.7,0.8,1.8,16.8,17.4,-0.1,0.6,0.5,0.03,-3.8,-1.6,-5.4,-0.7
1996,29,944,UTA,Utah Jazz,Greg Foster,"October 3, 1968",27.0,NBA,C,73.0,803.0,9.0,0.5,0.03,0.3,8.3,18.6,13.6,4.7,0.5,2.3,17.4,19.0,-0.3,0.9,0.6,0.04,-4.6,-1.2,-5.8,-0.8
1997,29,944,UTA,Utah Jazz,Greg Foster,"October 3, 1968",28.0,NBA,C,79.0,920.0,8.4,0.51,0.01,0.26,8.1,16.8,12.7,5.0,0.6,1.8,16.5,16.5,0.0,1.0,1.0,0.05,-4.3,-1.0,-5.3,-0.8
1998,29,944,UTA,Utah Jazz,Greg Foster,"October 3, 1968",29.0,NBA,C,78.0,1446.0,8.9,0.48,0.02,0.21,7.8,15.2,11.7,5.6,0.6,1.5,13.0,16.8,0.3,1.0,1.3,0.04,-3.3,-1.6,-4.9,-1.1
1999,29,944,UTA,Utah Jazz,Greg Foster,"October 3, 1968",30.0,NBA,PF,42.0,458.0,6.3,0.4,0.03,0.15,8.1,13.6,11.1,9.4,0.7,1.3,14.0,17.9,-0.4,0.5,0.1,0.01,-5.3,-0.8,-6.1,-0.5
2001,14,944,LAL,Los Angeles Lakers,Greg Foster,"October 3, 1968",32.0,NBA,C,62.0,451.0,9.5,0.45,0.07,0.1,7.3,20.6,14.0,10.8,1.0,1.9,15.2,16.3,0.0,0.4,0.4,0.04,-4.1,-0.2,-4.4,-0.3
2002,17,944,MIL,Milwaukee Bucks,Greg Foster,"October 3, 1968",33.0,NBA,PF,6.0,24.0,4.8,0.32,0.44,0.44,0.0,36.8,19.3,6.1,0.0,0.0,0.0,21.0,0.0,0.0,0.0,-0.04,-7.7,-2.5,-10.2,-0.1
2003,28,944,TOR,Toronto Raptors,Greg Foster,"October 3, 1968",34.0,NBA,C,29.0,539.0,4.7,0.44,0.03,0.26,6.1,15.9,10.8,3.8,0.1,1.2,18.1,14.1,-0.4,0.1,-0.3,-0.02,-6.5,-2.2,-8.7,-0.9
