Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 29,ORtg,DRtg
2012,4,249,CHA,Charlotte Bobcats,Bismack Biyombo,"August 28, 1992",19.0,NBA,C,63.0,41.0,1455.0,4.7,10.1,0.46,0.0,0.0,,4.7,10.1,0.46,2.5,5.2,0.48,4.1,9.2,13.3,1.0,0.7,4.2,2.6,5.3,11.8,,92.0,107.0
2013,4,249,CHA,Charlotte Bobcats,Bismack Biyombo,"August 28, 1992",20.0,NBA,C,80.0,65.0,2186.0,3.7,8.3,0.45,0.0,0.0,,3.7,8.3,0.45,1.8,3.4,0.52,4.7,9.3,14.0,0.8,0.7,3.4,2.0,4.7,9.3,,98.0,109.0
2014,4,249,CHA,Charlotte Bobcats,Bismack Biyombo,"August 28, 1992",21.0,NBA,C,77.0,9.0,1072.0,4.3,7.0,0.61,0.0,0.0,,4.3,7.0,0.61,2.2,4.3,0.52,5.1,12.6,17.7,0.4,0.3,4.2,1.9,6.0,10.8,,115.0,99.0
2015,4,249,CHO,Charlotte Hornets,Bismack Biyombo,"August 28, 1992",22.0,NBA,C,64.0,21.0,1243.0,4.2,7.7,0.54,0.0,0.0,,4.2,7.7,0.54,4.2,7.3,0.58,6.6,10.3,16.9,0.7,0.7,4.1,2.2,5.8,12.6,,115.0,99.0
2016,28,249,TOR,Toronto Raptors,Bismack Biyombo,"August 28, 1992",23.0,NBA,C,82.0,22.0,1808.0,4.5,8.2,0.54,0.0,0.0,0.0,4.5,8.2,0.54,4.1,6.5,0.63,5.2,13.5,18.7,0.8,0.5,3.8,2.0,6.4,13.0,,118.0,101.0
2017,22,249,ORL,Orlando Magic,Bismack Biyombo,"August 28, 1992",24.0,NBA,C,81.0,27.0,1793.0,4.9,9.4,0.53,0.0,0.0,,4.9,9.4,0.53,3.5,6.5,0.53,4.3,11.3,15.7,2.0,0.7,2.5,2.6,5.6,13.4,,106.0,108.0
2018,22,249,ORL,Orlando Magic,Bismack Biyombo,"August 28, 1992",25.0,NBA,C,82.0,25.0,1495.0,6.0,11.5,0.52,0.0,0.0,0.0,6.0,11.5,0.52,3.3,5.1,0.65,4.7,10.6,15.3,2.2,0.7,3.1,2.8,5.2,15.3,,108.0,107.0
2019,4,249,CHO,Charlotte Hornets,Bismack Biyombo,"August 28, 1992",26.0,NBA,C,54.0,32.0,783.0,5.5,9.7,0.57,0.0,0.0,,5.5,9.7,0.57,3.6,5.7,0.64,5.0,10.3,15.3,2.0,0.7,2.5,2.1,6.4,14.7,,121.0,110.0
2020,4,249,CHO,Charlotte Hornets,Bismack Biyombo,"August 28, 1992",27.0,NBA,C,53.0,29.0,1029.0,7.4,13.5,0.54,0.0,0.0,,7.4,13.5,0.54,4.4,7.4,0.6,5.8,9.2,15.0,2.4,0.5,2.4,2.3,5.6,19.1,,116.0,112.0
2021,4,249,CHO,Charlotte Hornets,Bismack Biyombo,"August 28, 1992",28.0,NBA,C,21.0,16.0,502.0,5.7,10.2,0.56,0.0,0.1,0.0,5.7,10.1,0.56,1.9,4.2,0.46,4.8,8.1,12.9,3.1,0.6,2.3,2.0,4.9,13.3,,114.0,112.0
