Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1993,14,2280,LAL,Los Angeles Lakers,Anthony Peeler,1969-11-25,23.0,NBA,SG,77.0,11.0,1656.0,6.5,13.8,0.47,1.0,2.6,0.39,5.5,11.2,0.49,3.5,4.5,0.79,1.4,2.5,3.9,3.6,1.3,0.3,2.7,4.2,17.4
1994,14,2280,LAL,Los Angeles Lakers,Anthony Peeler,1969-11-25,24.0,NBA,SG,30.0,30.0,923.0,6.9,16.0,0.43,0.5,2.5,0.22,6.3,13.5,0.47,2.2,2.8,0.8,1.9,2.4,4.3,3.7,1.7,0.3,2.3,3.6,16.5
1995,14,2280,LAL,Los Angeles Lakers,Anthony Peeler,1969-11-25,25.0,NBA,SG,73.0,24.0,1559.0,6.6,15.2,0.43,1.9,5.0,0.39,4.6,10.2,0.45,2.4,3.0,0.8,1.4,2.4,3.9,2.8,1.2,0.3,1.9,3.3,17.5
1996,14,2280,LAL,Los Angeles Lakers,Anthony Peeler,1969-11-25,26.0,NBA,SG,73.0,12.0,1608.0,6.1,13.5,0.45,2.4,5.7,0.41,3.7,7.8,0.48,1.4,1.9,0.71,1.0,2.1,3.1,2.6,1.3,0.2,1.3,3.1,15.9
1997,15,2280,VAN,Vancouver Grizzlies,Anthony Peeler,1969-11-25,27.0,NBA,SG,72.0,57.0,2291.0,6.3,15.9,0.4,2.0,5.4,0.37,4.3,10.5,0.41,1.7,2.1,0.82,0.8,3.0,3.9,4.0,1.6,0.3,2.5,2.6,16.4
1998,31,2280,TOT,Total After Trade,Anthony Peeler,1969-11-25,28.0,NBA,SG,38.0,32.0,1193.0,5.7,12.7,0.45,1.6,3.8,0.42,4.1,8.9,0.46,1.1,1.4,0.77,1.1,2.6,3.7,4.1,1.8,0.2,1.5,2.9,14.2
1998,15,2280,VAN,Vancouver Grizzlies,Anthony Peeler,1969-11-25,28.0,NBA,SG,8.0,8.0,202.0,6.2,12.8,0.49,0.9,3.4,0.26,5.3,9.4,0.57,0.7,1.1,0.67,1.1,2.5,3.6,4.1,1.6,0.0,1.1,2.9,14.1
1998,18,2280,MIN,Minnesota Timberwolves,Anthony Peeler,1969-11-25,28.0,NBA,SG,30.0,24.0,991.0,5.6,12.6,0.44,1.7,3.9,0.45,3.9,8.8,0.44,1.2,1.5,0.78,1.1,2.6,3.7,4.1,1.9,0.2,1.6,2.9,14.2
1999,18,2280,MIN,Minnesota Timberwolves,Anthony Peeler,1969-11-25,29.0,NBA,SG,28.0,28.0,810.0,4.6,12.1,0.38,1.5,5.1,0.3,3.1,7.0,0.44,1.3,1.8,0.73,1.3,2.4,3.7,3.5,1.6,0.3,1.7,2.7,12.0
2000,18,2280,MIN,Minnesota Timberwolves,Anthony Peeler,1969-11-25,30.0,NBA,SG,82.0,22.0,2073.0,5.5,12.6,0.44,1.5,4.4,0.33,4.0,8.2,0.49,1.5,1.9,0.8,1.0,3.0,4.0,3.4,1.1,0.2,1.5,3.0,14.0
2001,18,2280,MIN,Minnesota Timberwolves,Anthony Peeler,1969-11-25,31.0,NBA,SG,75.0,41.0,2126.0,5.2,12.4,0.42,1.7,4.3,0.39,3.5,8.1,0.44,1.3,1.5,0.86,0.7,2.5,3.3,3.3,1.5,0.3,1.8,2.8,13.4
2002,18,2280,MIN,Minnesota Timberwolves,Anthony Peeler,1969-11-25,32.0,NBA,SG,82.0,0.0,2060.0,5.0,12.0,0.42,1.9,4.9,0.39,3.1,7.0,0.44,0.9,1.0,0.86,0.6,3.0,3.6,3.1,1.1,0.2,1.3,2.4,12.9
2003,18,2280,MIN,Minnesota Timberwolves,Anthony Peeler,1969-11-25,33.0,NBA,SG,82.0,39.0,2245.0,4.0,9.8,0.41,1.4,3.4,0.41,2.6,6.4,0.42,0.6,0.8,0.78,0.6,3.2,3.9,3.9,1.2,0.2,1.3,2.6,10.1
2004,26,2280,SAC,Sacramento Kings,Anthony Peeler,1969-11-25,34.0,NBA,SG,75.0,0.0,1391.0,4.0,9.0,0.45,1.8,3.6,0.48,2.3,5.4,0.42,1.3,1.6,0.84,0.8,3.2,4.0,3.1,1.4,0.3,2.0,2.7,11.2
2005,30,2280,WAS,Washington Wizards,Anthony Peeler,1969-11-25,35.0,NBA,SG,40.0,0.0,529.0,3.8,10.2,0.37,1.7,4.4,0.38,2.1,5.8,0.36,1.1,1.2,0.89,1.0,3.5,4.4,3.9,1.2,0.1,1.9,2.7,10.4
