Season,Age,Tm,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2000-01,21.0,SAC,NBA,SF,74.0,7.0,16.8,1.9,4.5,0.412,0.4,1.2,0.326,1.5,3.4,0.442,0.454,1.2,1.5,0.777,0.7,2.2,2.8,0.9,0.7,0.3,0.7,1.9,5.3
2001-02,22.0,SAC,NBA,SF,80.0,10.0,24.6,3.6,8.6,0.422,0.8,2.1,0.368,2.8,6.5,0.44,0.468,2.1,2.9,0.726,0.8,3.8,4.5,2.0,0.7,0.4,1.0,2.3,10.1
2002-03,23.0,SAC,NBA,SF,67.0,11.0,17.5,2.5,5.8,0.422,0.4,1.2,0.372,2.0,4.7,0.435,0.459,1.3,1.6,0.8,0.5,2.3,2.8,1.3,0.4,0.2,0.7,1.9,6.7
2003-04,24.0,SAS,NBA,SF,80.0,44.0,25.9,3.3,8.1,0.406,1.3,3.0,0.419,2.0,5.1,0.399,0.484,1.4,2.0,0.708,0.7,3.8,4.5,1.9,1.0,0.4,1.2,2.1,9.2
2004-05,25.0,ORL,NBA,SF,67.0,11.0,26.2,4.9,11.7,0.419,1.4,3.7,0.38,3.5,8.0,0.438,0.479,2.8,3.4,0.836,0.9,2.6,3.5,2.3,0.6,0.3,1.8,2.1,14.0
2005-06,26.0,ORL,NBA,SF,78.0,59.0,33.5,5.1,11.2,0.454,1.5,3.6,0.403,3.6,7.6,0.478,0.519,3.3,3.8,0.861,0.9,3.4,4.3,2.8,0.9,0.3,1.7,3.0,14.9
2006-07,27.0,ORL,NBA,SF,73.0,73.0,31.1,4.7,11.3,0.419,1.5,3.8,0.388,3.2,7.4,0.435,0.485,2.3,3.0,0.781,0.8,3.2,4.0,3.2,1.0,0.2,2.0,3.0,13.3
2007-08,28.0,ORL,NBA,SF,82.0,82.0,36.9,6.8,14.9,0.456,2.0,5.1,0.4,4.8,9.8,0.485,0.524,4.0,4.8,0.829,1.0,4.7,5.7,5.0,0.9,0.3,3.0,3.0,19.5
2008-09,29.0,ORL,NBA,SF,77.0,77.0,36.6,5.5,13.3,0.413,1.7,4.9,0.356,3.8,8.4,0.445,0.478,4.1,5.1,0.807,0.6,4.7,5.3,4.9,0.8,0.2,2.6,2.8,16.8
2009-10,30.0,TOR,NBA,SF,74.0,69.0,30.7,3.7,9.1,0.409,1.5,3.9,0.374,2.3,5.2,0.436,0.49,2.4,3.1,0.774,0.6,4.1,4.6,4.1,0.7,0.4,1.7,3.0,11.3
2010-11,31.0,TOT,NBA,"PF,SF",81.0,72.0,31.4,4.0,8.9,0.446,1.6,3.8,0.41,2.4,5.1,0.473,0.534,1.3,1.9,0.679,0.6,3.8,4.4,4.2,0.9,0.4,1.6,3.0,10.8
2010-11,31.0,PHO,NBA,PF,25.0,16.0,25.2,3.4,7.7,0.44,1.6,3.9,0.423,1.8,3.8,0.458,0.547,1.0,1.4,0.722,0.8,3.2,4.0,2.3,0.7,0.6,1.2,3.1,9.5
2010-11,31.0,ORL,NBA,SF,56.0,56.0,34.1,4.2,9.4,0.448,1.5,3.8,0.404,2.7,5.6,0.478,0.529,1.4,2.1,0.667,0.4,4.1,4.6,5.1,1.0,0.4,1.8,3.0,11.4
2011-12,32.0,ORL,NBA,SF,53.0,53.0,31.2,3.9,9.5,0.415,1.7,4.9,0.353,2.2,4.6,0.48,0.505,1.3,1.8,0.705,0.5,3.3,3.8,4.4,0.8,0.3,2.7,2.6,10.9
2012-13,33.0,ORL,NBA,SF,11.0,1.0,17.2,1.3,4.8,0.264,0.1,2.2,0.042,1.2,2.6,0.448,0.274,0.3,0.5,0.5,0.4,2.0,2.4,2.1,0.6,0.1,1.1,1.0,2.9
2013-14,34.0,LAC,NBA,SF,38.0,0.0,10.3,1.1,2.9,0.385,0.6,1.3,0.44,0.5,1.6,0.339,0.486,0.2,0.5,0.5,0.3,2.1,2.3,0.9,0.5,0.3,0.4,1.3,3.0
2014-15,35.0,LAC,NBA,SF,62.0,2.0,11.4,1.3,3.0,0.441,1.0,2.2,0.432,0.4,0.8,0.469,0.601,0.1,0.2,0.545,0.1,1.5,1.6,0.6,0.3,0.1,0.5,1.1,3.7
