PLAYER,Age,G,GS,MP,FG,FGA,FG.1,3P,3PA,3P.1,2P,2PA,2P.1,FT,FTA,FT.1,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Shawn Kemp,22,9,9,338,5.1,10.8,0.475,0.0,0.0,,5.1,10.8,0.475,6.5,8.5,0.763,5.0,6.7,11.7,0.4,0.5,1.5,2.9,4.4,16.7
Ricky Pierce,32,9,9,316,7.2,14.9,0.48100000000000004,0.3,1.3,0.273,6.8,13.7,0.5,5.4,6.2,0.87,1.0,1.5,2.5,3.2,0.6,0.1,2.7,2.7,20.1
Derrick McKey,25,9,9,315,5.9,11.3,0.525,0.6,1.8,0.313,5.4,9.5,0.5660000000000001,4.3,5.1,0.8440000000000001,1.9,3.1,5.0,2.7,0.8,1.4,2.5,4.2,16.8
Eddie Johnson,32,9,0,247,9.5,20.0,0.474,0.6,3.2,0.182,8.9,16.8,0.53,4.7,5.0,0.941,1.2,2.8,3.9,1.2,0.4,0.4,2.2,2.8,24.2
Nate McMillan,27,9,2,246,5.1,12.1,0.42200000000000004,0.9,3.8,0.231,4.2,8.3,0.509,1.5,2.0,0.7140000000000001,2.0,2.8,4.8,9.2,2.3,0.4,3.2,5.1,12.6
Gary Payton,23,8,8,221,4.4,9.4,0.466,0.0,0.3,0.0,4.4,9.1,0.48200000000000004,1.1,2.0,0.583,1.0,2.4,3.4,6.2,1.3,0.3,1.6,4.2,9.9
Michael Cage,30,9,4,197,3.5,6.2,0.5589999999999999,0.0,0.0,,3.5,6.2,0.5589999999999999,0.2,0.2,1.0,3.3,6.0,9.3,0.7,1.1,1.5,1.5,4.0,7.1
Benoit Benjamin,27,9,4,161,5.1,9.2,0.561,0.0,0.2,0.0,5.1,8.9,0.575,2.0,4.0,0.5,2.2,8.0,10.3,1.1,1.1,2.9,1.8,4.5,12.3
Dana Barros,24,7,0,96,7.9,15.0,0.525,3.7,6.4,0.588,4.1,8.6,0.478,0.0,0.0,,0.4,2.3,2.6,3.0,1.5,0.0,2.3,4.1,19.5
Tony Brown,31,5,0,22,3.3,9.8,0.33299999999999996,1.6,6.5,0.25,1.6,3.3,0.5,6.5,11.5,0.5710000000000001,0.0,3.3,3.3,3.3,0.0,0.0,0.0,4.9,14.7
Marty Conlon,24,1,0,1,0.0,36.0,0.0,0.0,0.0,,0.0,36.0,0.0,72.0,72.0,1.0,0.0,36.0,36.0,0.0,0.0,0.0,0.0,0.0,72.0
