PLAYER,Age,G,GS,MP,FG,FGA,FG.1,3P,3PA,3P.1,2P,2PA,2P.1,FT,FTA,FT.1,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Patrick Ewing,29,12,12,482,8.1,17.9,0.456,0.0,0.1,0.0,8.1,17.8,0.45799999999999996,4.0,5.5,0.74,2.5,7.5,9.9,2.0,0.5,2.3,1.7,3.7,20.3
Xavier McDaniel,28,12,12,458,7.4,15.5,0.47700000000000004,0.2,0.6,0.25,7.2,14.9,0.48700000000000004,2.8,3.9,0.735,3.4,3.4,6.8,1.8,0.7,0.2,2.1,2.7,17.8
Mark Jackson,26,12,12,368,3.6,9.0,0.402,0.4,2.1,0.19,3.2,6.9,0.465,2.2,2.6,0.815,1.2,1.5,2.6,8.4,1.0,0.0,2.9,2.5,9.8
Charles Oakley,28,12,12,354,2.2,5.9,0.379,0.0,0.0,,2.2,5.9,0.379,2.0,2.7,0.741,4.5,6.5,11.0,0.8,0.8,0.5,1.5,3.7,6.5
Gerald Wilkins,28,12,12,344,4.7,11.4,0.413,0.1,1.4,0.077,4.6,10.0,0.45799999999999996,1.7,2.4,0.696,1.3,1.9,3.1,3.6,0.5,0.1,1.6,3.7,11.2
John Starks,26,12,0,295,5.6,15.0,0.374,1.3,5.6,0.239,4.3,9.4,0.455,5.1,6.3,0.8079999999999999,0.9,2.8,3.7,4.6,2.1,0.0,2.7,5.5,17.7
Anthony Mason,25,12,0,288,2.4,5.4,0.442,0.0,0.0,,2.4,5.4,0.442,2.7,3.5,0.7859999999999999,3.5,6.0,9.5,1.2,0.2,1.0,1.4,4.2,7.5
Greg Anthony,24,12,0,213,3.2,7.8,0.413,0.8,2.0,0.41700000000000004,2.4,5.7,0.41200000000000003,3.4,5.6,0.606,0.7,2.2,2.9,6.9,2.7,0.2,2.2,4.7,10.6
Kiki Vandeweghe,33,8,0,75,6.2,11.5,0.542,1.9,2.4,0.8,4.3,9.1,0.474,2.9,3.4,0.857,1.4,1.4,2.9,1.9,1.0,0.5,0.5,4.8,17.3
James Donaldson,34,2,0,11,6.5,6.5,1.0,0.0,0.0,,6.5,6.5,1.0,0.0,0.0,,0.0,13.1,13.1,0.0,0.0,3.3,6.5,6.5,13.1
Kennard Winchester,25,3,0,11,9.8,16.4,0.6,0.0,0.0,,9.8,16.4,0.6,0.0,3.3,0.0,0.0,0.0,0.0,6.5,0.0,0.0,3.3,0.0,19.6
Tim McCormick,29,1,0,6,0.0,12.0,0.0,0.0,0.0,,0.0,12.0,0.0,0.0,0.0,,0.0,18.0,18.0,0.0,0.0,0.0,0.0,6.0,0.0
