PLAYER,Age,G,GS,MP,FG,FGA,FG.1,3P,3PA,3P.1,2P,2PA,2P.1,FT,FTA,FT.1,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Michael Jordan,28,22,22,920,11.3,22.7,0.499,0.7,1.7,0.386,10.7,21.0,0.508,6.3,7.4,0.857,1.4,3.9,5.4,5.0,1.7,0.6,3.2,2.4,29.7
Scottie Pippen,26,22,22,899,6.1,13.0,0.46799999999999997,0.2,1.0,0.25,5.8,12.1,0.485,4.7,6.2,0.7609999999999999,2.4,5.4,7.7,5.9,1.6,1.0,2.8,2.9,17.1
Horace Grant,26,22,22,856,4.2,7.7,0.541,0.0,0.1,0.0,4.2,7.6,0.547,2.1,3.2,0.6709999999999999,3.2,5.0,8.2,2.8,1.0,1.6,0.9,2.9,10.5
Bill Cartwright,34,22,22,612,3.2,6.8,0.474,0.0,0.0,,3.2,6.8,0.474,0.8,1.8,0.419,1.7,4.1,5.8,2.2,0.6,0.2,1.6,4.1,7.2
John Paxson,31,22,22,598,4.4,8.4,0.525,0.7,1.6,0.444,3.7,6.7,0.545,1.0,1.1,0.8420000000000001,0.0,1.3,1.3,3.7,0.8,0.1,0.8,3.2,10.5
B.J. Armstrong,24,22,0,434,5.2,11.5,0.45299999999999996,0.4,1.4,0.294,4.8,10.1,0.475,2.5,3.2,0.789,0.2,1.8,2.0,3.9,1.2,0.0,1.5,2.7,13.4
Scott Williams,23,22,0,321,3.8,7.9,0.486,0.0,0.1,0.0,3.8,7.7,0.493,2.2,3.1,0.7140000000000001,3.7,7.0,10.7,0.8,0.7,2.0,1.7,7.3,9.9
Cliff Levingston,31,22,0,191,4.7,10.7,0.439,0.0,0.2,0.0,4.7,10.6,0.446,2.6,5.3,0.5,3.2,4.5,7.7,1.7,0.8,1.1,2.1,5.8,12.1
Will Perdue,26,18,0,157,4.1,8.5,0.486,0.0,0.2,0.0,4.1,8.3,0.5,2.1,4.6,0.45,4.1,5.0,9.2,2.1,0.7,2.3,2.8,7.8,10.3
Craig Hodges,31,17,0,137,4.2,10.8,0.39,2.4,5.3,0.45,1.8,5.5,0.33299999999999996,0.3,0.5,0.5,0.8,0.3,1.1,1.3,1.3,0.0,2.1,2.6,11.0
Stacey King,25,14,0,111,5.8,13.0,0.45,0.6,0.6,1.0,5.2,12.3,0.42100000000000004,4.9,7.5,0.652,2.3,4.2,6.5,1.6,1.6,0.6,3.2,3.9,17.2
Bob Hansen,31,9,0,69,4.7,11.5,0.409,1.6,3.1,0.5,3.1,8.3,0.375,0.5,1.6,0.33299999999999996,2.1,2.6,4.7,5.2,0.5,0.0,1.0,5.2,11.5
