SEASON,TEAM ID,TEAM,PLAYER,Age,G,GS,MP,FG,FGA,FG.1,3P,3PA,3P.1,2P,2PA,2P.1,FT,FTA,FT.1,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1992,24,PHO,Jeff Hornacek,28,8,8,343,6.5,13.4,0.48,0.8,1.8,0.47,5.7,11.7,0.49,3.3,3.6,0.91,1.3,4.1,5.4,4.4,1.5,0.2,2.0,2.4,17.1
1992,24,PHO,Kevin Johnson,25,8,8,335,6.7,13.8,0.48,0.3,0.6,0.5,6.3,13.1,0.48,6.7,7.7,0.86,0.9,2.7,3.5,10.0,1.3,0.2,2.7,2.6,20.3
1992,24,PHO,Dan Majerle,26,7,0,266,6.5,15.0,0.43,1.2,4.5,0.27,5.3,10.6,0.5,3.4,3.5,0.96,1.8,4.2,6.0,2.7,1.4,0.0,1.2,1.5,17.6
1992,24,PHO,Tom Chambers,32,7,0,194,7.2,15.8,0.46,0.7,1.3,0.57,6.5,14.5,0.45,5.0,5.9,0.84,1.5,4.3,5.8,3.5,0.4,0.9,2.8,4.6,20.2
1992,24,PHO,Andrew Lang,25,8,8,192,2.8,7.5,0.38,0.0,0.0,,2.8,7.5,0.38,2.8,3.6,0.79,2.8,3.2,6.0,0.4,0.6,2.8,1.5,6.2,8.4
1992,24,PHO,Cedric Ceballos,22,8,8,188,8.4,15.3,0.55,0.0,0.0,,8.4,15.3,0.55,3.8,5.7,0.67,3.8,5.9,9.8,2.3,1.1,1.1,2.1,2.7,20.7
1992,24,PHO,Tim Perry,26,8,8,185,7.4,12.3,0.6,0.0,0.0,,7.4,12.3,0.6,4.5,6.2,0.72,2.3,5.3,7.6,2.1,0.6,1.2,2.7,4.7,19.3
1992,24,PHO,Steve Burtt,29,8,0,104,5.5,13.2,0.42,0.0,0.7,0.0,5.5,12.5,0.44,6.2,7.3,0.86,1.0,3.1,4.2,4.8,1.7,0.0,2.8,6.2,17.3
1992,24,PHO,Mark West,31,8,0,96,5.2,7.1,0.74,0.0,0.0,,5.2,7.1,0.74,1.5,3.0,0.5,3.0,3.4,6.4,0.7,0.7,1.5,0.7,7.9,12.0
1992,24,PHO,Ed Nealy,31,8,0,67,3.8,9.7,0.39,2.7,7.0,0.38,1.1,2.7,0.4,2.1,2.1,1.0,2.1,7.5,9.7,2.1,1.6,0.0,0.0,6.4,12.4
