SEASON,TEAM ID,TEAM,PLAYER,Age,G,GS,MP,FG,FGA,FG.1,3P,3PA,3P.1,2P,2PA,2P.1,FT,FTA,FT.1,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1992,27,SAS,Sean Elliott,23,3,3,137,5.0,10.5,0.48,1.3,2.1,0.62,3.7,8.4,0.44,4.2,4.7,0.89,1.1,2.4,3.4,2.1,0.8,1.1,1.6,1.6,15.5
1992,27,SAS,Terry Cummings,30,3,3,122,10.0,19.5,0.52,0.0,0.3,0.0,10.0,19.2,0.52,3.0,5.9,0.5,4.4,5.6,10.0,2.1,1.2,1.2,2.1,2.7,23.0
1992,27,SAS,Antoine Carr,30,3,3,109,7.9,14.5,0.55,0.3,0.7,0.5,7.6,13.9,0.55,3.3,5.3,0.62,2.6,5.0,7.6,1.0,0.7,3.6,1.3,4.6,19.5
1992,27,SAS,Rod Strickland,25,2,2,80,5.9,9.9,0.59,0.0,0.0,,5.9,9.9,0.59,2.3,3.6,0.62,0.0,3.2,3.2,8.6,1.4,0.9,2.7,3.6,14.0
1992,27,SAS,Vinnie Johnson,35,3,0,69,5.7,12.5,0.46,1.0,2.1,0.5,4.7,10.4,0.45,0.5,1.0,0.5,1.6,2.6,4.2,3.7,2.6,0.5,2.6,3.7,13.0
1992,27,SAS,Donald Royal,25,3,2,57,3.2,5.7,0.56,0.0,0.0,,3.2,5.7,0.56,3.2,5.7,0.56,3.2,4.4,7.6,0.0,1.3,1.3,3.8,4.4,9.5
1992,27,SAS,Sidney Green,31,3,0,47,2.3,7.7,0.3,0.0,0.0,,2.3,7.7,0.3,2.3,3.1,0.75,3.8,4.6,8.4,1.5,0.0,0.0,1.5,4.6,6.9
1992,27,SAS,Paul Pressey,33,3,2,46,4.7,14.1,0.33,0.8,1.6,0.5,3.9,12.5,0.31,0.0,0.0,,0.8,1.6,2.3,2.3,2.3,0.8,3.9,7.0,10.2
1992,27,SAS,Trent Tucker,32,3,0,38,5.7,13.3,0.43,0.9,4.7,0.2,4.7,8.5,0.56,0.9,0.9,1.0,0.9,1.9,2.8,1.9,0.0,0.0,2.8,2.8,13.3
1992,27,SAS,Greg Sutton,24,2,0,15,4.8,14.4,0.33,0.0,4.8,0.0,4.8,9.6,0.5,7.2,7.2,1.0,0.0,0.0,0.0,4.8,2.4,2.4,0.0,7.2,16.8
