PLAYER,Age,G,GS,MP,FG,FGA,FG.1,3P,3PA,3P.1,2P,2PA,2P.1,FT,FTA,FT.1,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Joe Dumars,28,5,5,221,5.2,11.1,0.47100000000000003,0.8,1.6,0.5,4.4,9.4,0.466,2.4,3.1,0.789,0.8,0.5,1.3,2.6,0.8,0.2,1.1,1.8,13.7
Isiah Thomas,30,5,5,200,4.0,11.7,0.33799999999999997,0.7,2.0,0.364,3.2,9.7,0.33299999999999996,4.0,5.0,0.7859999999999999,0.5,4.1,4.7,6.7,0.9,0.0,2.9,3.2,12.6
Dennis Rodman,30,5,5,156,3.7,6.2,0.593,0.0,0.5,0.0,3.7,5.8,0.64,0.9,1.8,0.5,3.7,8.1,11.8,2.1,0.9,0.5,1.6,3.9,8.3
John Salley,27,5,1,149,4.8,10.6,0.455,0.0,0.2,0.0,4.8,10.4,0.465,5.6,6.8,0.821,2.4,4.8,7.2,3.4,0.7,3.4,2.2,4.3,15.2
Bill Laimbeer,34,5,4,145,4.2,11.4,0.37,0.5,2.5,0.2,3.7,8.9,0.41700000000000004,1.2,1.2,1.0,1.2,7.0,8.2,2.0,1.0,0.2,1.2,4.5,10.2
Orlando Woolridge,32,5,5,128,6.5,14.6,0.442,0.0,0.0,,6.5,14.6,0.442,2.5,4.5,0.563,1.4,1.4,2.8,0.8,0.3,0.3,1.7,3.9,15.5
Mark Aguirre,32,5,0,113,5.1,15.3,0.33299999999999996,0.3,1.6,0.2,4.8,13.7,0.349,3.8,5.1,0.75,1.3,1.6,2.9,3.8,0.6,0.3,4.1,2.9,14.3
Darrell Walker,30,5,0,68,1.6,4.8,0.33299999999999996,0.0,0.0,,1.6,4.8,0.33299999999999996,2.1,2.1,1.0,2.6,3.7,6.4,2.1,0.5,0.0,2.6,3.7,5.3
Bob McCann,27,1,0,13,8.3,16.6,0.5,0.0,0.0,,8.3,16.6,0.5,0.0,0.0,,2.8,2.8,5.5,0.0,0.0,2.8,5.5,5.5,16.6
Brad Sellers,29,2,0,13,5.5,11.1,0.5,0.0,0.0,,5.5,11.1,0.5,5.5,5.5,1.0,0.0,0.0,0.0,5.5,0.0,5.5,0.0,0.0,16.6
Lance Blanks,25,1,0,10,3.6,7.2,0.5,0.0,0.0,,3.6,7.2,0.5,0.0,0.0,,0.0,3.6,3.6,10.8,10.8,0.0,3.6,7.2,7.2
William Bedford,28,1,0,9,12.0,24.0,0.5,0.0,0.0,,12.0,24.0,0.5,0.0,0.0,,0.0,8.0,8.0,0.0,4.0,0.0,0.0,4.0,24.0
