PLAYER,Age,G,GS,MP,FG,FGA,FG.1,3P,3PA,3P.1,2P,2PA,2P.1,FT,FTA,FT.1,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Brad Daugherty,26,17,17,687,6.5,12.3,0.528,0.0,0.1,0.0,6.5,12.3,0.53,6.2,7.6,0.8140000000000001,1.9,7.2,9.1,3.0,0.6,0.9,1.9,2.5,19.2
Larry Nance,32,17,17,681,6.6,13.3,0.494,0.0,0.1,0.0,6.6,13.2,0.496,3.1,3.7,0.8290000000000001,2.4,5.9,8.3,2.3,0.7,2.4,1.4,3.0,16.2
Mark Price,27,17,17,603,7.0,14.2,0.496,1.5,4.1,0.36200000000000004,5.6,10.1,0.55,3.9,4.4,0.904,0.6,1.9,2.5,7.6,1.4,0.2,3.3,2.0,19.5
Hot Rod Williams,29,17,0,567,5.3,9.8,0.545,0.0,0.0,,5.3,9.8,0.545,5.5,6.9,0.7979999999999999,3.2,5.1,8.3,2.7,1.5,1.1,2.0,3.7,16.2
Craig Ehlo,30,17,14,552,4.1,9.9,0.414,1.4,3.3,0.41200000000000003,2.7,6.6,0.41600000000000004,1.0,1.4,0.762,1.4,3.6,5.0,5.0,1.4,0.3,1.2,2.6,10.6
Mike Sanders,31,17,17,418,4.8,9.9,0.48700000000000004,0.1,0.3,0.33299999999999996,4.7,9.6,0.491,1.5,1.8,0.81,1.7,3.0,4.7,3.2,1.3,1.0,2.0,5.3,11.2
John Battle,29,15,0,202,6.1,14.6,0.415,0.0,0.4,0.0,6.1,14.3,0.425,3.7,4.1,0.9129999999999999,0.7,1.4,2.1,2.7,0.9,0.2,3.2,2.0,15.9
Terrell Brandon,21,12,0,157,5.0,12.6,0.4,0.0,0.7,0.0,5.0,11.9,0.423,0.7,0.9,0.75,0.9,4.1,5.0,6.9,0.7,0.2,2.5,3.9,10.8
Steve Kerr,26,12,3,149,4.3,9.9,0.439,0.7,2.7,0.273,3.6,7.2,0.5,1.2,1.2,1.0,0.2,1.2,1.4,2.4,1.2,0.0,1.0,2.9,10.6
Danny Ferry,25,9,0,55,4.6,9.8,0.467,0.7,2.0,0.33299999999999996,3.9,7.9,0.5,2.6,2.6,1.0,4.6,5.9,10.5,0.7,0.7,0.7,1.3,4.6,12.4
Henry James,26,8,0,22,1.6,16.4,0.1,0.0,4.9,0.0,1.6,11.5,0.14300000000000002,3.3,6.5,0.5,1.6,1.6,3.3,3.3,1.6,0.0,1.6,3.3,6.5
Bobby Phills,22,5,0,12,12.0,27.0,0.444,0.0,3.0,0.0,12.0,24.0,0.5,9.0,12.0,0.75,6.0,12.0,18.0,15.0,3.0,0.0,6.0,3.0,33.0
