PLAYER,Age,G,GS,MP,FG,FGA,FG.1,3P,3PA,3P.1,2P,2PA,2P.1,FT,FTA,FT.1,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Sedale Threatt,30,4,4,162,5.3,10.2,0.522,0.4,0.7,0.667,4.9,9.6,0.512,2.0,2.7,0.75,0.0,1.8,1.8,3.8,0.4,0.0,2.4,2.4,13.1
A.C. Green,28,4,4,153,3.8,9.2,0.41,0.0,0.0,,3.8,9.2,0.41,4.5,5.4,0.826,3.5,4.9,8.5,1.6,1.6,0.0,1.2,2.4,12.0
Byron Scott,30,4,4,148,5.4,10.7,0.5,1.7,2.9,0.583,3.6,7.8,0.469,5.8,6.6,0.889,0.7,1.7,2.4,3.4,1.5,0.2,1.2,2.4,18.2
Vlade Divac,23,4,4,143,3.8,10.8,0.349,0.0,0.5,0.0,3.8,10.3,0.366,2.3,2.5,0.9,1.5,4.0,5.5,3.8,1.3,0.8,4.5,4.3,9.8
Terry Teagle,31,4,2,126,7.7,15.7,0.491,0.0,0.0,,7.7,15.7,0.491,4.6,5.7,0.8,0.9,2.9,3.7,2.3,1.4,0.6,2.3,5.1,20.0
Elden Campbell,23,4,2,117,4.3,11.4,0.37799999999999995,0.0,0.0,,4.3,11.4,0.37799999999999995,3.7,5.5,0.667,2.8,4.9,7.7,1.8,0.9,1.8,1.2,4.3,12.3
Chucky Brown,23,3,0,44,6.5,15.5,0.42100000000000004,0.0,0.8,0.0,6.5,14.7,0.444,2.5,4.9,0.5,2.5,6.5,9.0,1.6,0.0,1.6,0.8,2.5,15.5
Tony Smith,23,4,0,40,2.7,9.0,0.3,0.0,1.8,0.0,2.7,7.2,0.375,0.9,1.8,0.5,0.9,0.9,1.8,4.5,3.6,0.0,2.7,4.5,6.3
Cliff Robinson,31,3,0,24,4.5,15.0,0.3,0.0,0.0,,4.5,15.0,0.3,7.5,12.0,0.625,3.0,6.0,9.0,1.5,4.5,1.5,3.0,9.0,16.5
Rory Sparrow,33,3,0,16,2.3,9.0,0.25,0.0,0.0,,2.3,9.0,0.25,6.8,9.0,0.75,2.3,0.0,2.3,9.0,2.3,0.0,0.0,11.3,11.3
Jack Haley,28,2,0,12,3.0,12.0,0.25,0.0,0.0,,3.0,12.0,0.25,0.0,0.0,,3.0,0.0,3.0,3.0,0.0,0.0,0.0,9.0,6.0
