PLAYER,Age,G,GS,MP,FG,FGA,FG.1,3P,3PA,3P.1,2P,2PA,2P.1,FT,FTA,FT.1,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Karl Malone,28,16,16,688,7.7,14.9,0.521,0.0,0.1,0.0,7.7,14.8,0.525,8.8,11.0,0.805,2.3,7.2,9.5,2.2,1.2,1.0,2.4,3.0,24.3
John Stockton,29,16,16,623,4.4,10.5,0.423,1.0,3.4,0.31,3.4,7.2,0.47600000000000003,3.8,4.5,0.833,0.6,2.1,2.7,12.5,2.0,0.3,3.4,2.2,13.7
Jeff Malone,30,16,16,610,7.9,16.2,0.48700000000000004,0.1,0.2,0.33299999999999996,7.8,16.1,0.489,3.7,4.2,0.861,0.7,1.6,2.3,1.8,0.5,0.1,1.5,1.9,19.5
Mark Eaton,35,16,16,473,2.0,3.5,0.565,0.0,0.0,,2.0,3.5,0.565,1.6,2.1,0.778,2.3,4.6,6.8,0.3,0.5,2.7,0.8,3.6,5.6
Tyrone Corbin,29,16,0,447,5.6,11.0,0.504,0.0,0.2,0.0,5.6,10.9,0.511,3.4,4.3,0.778,3.1,3.9,7.1,1.4,1.0,0.2,1.4,3.6,14.5
Blue Edwards,26,16,7,354,5.3,11.3,0.46799999999999997,0.2,1.0,0.2,5.1,10.3,0.495,2.3,3.3,0.7190000000000001,2.2,2.9,5.2,1.7,2.3,0.3,2.5,4.6,13.1
Mike Brown,28,16,0,274,3.9,9.9,0.4,0.0,0.0,,3.9,9.9,0.4,4.2,5.4,0.78,2.9,5.6,8.5,1.4,0.3,0.3,2.1,5.6,12.1
David Benoit,23,13,9,257,5.0,11.8,0.429,0.8,1.8,0.462,4.2,9.9,0.423,1.5,1.5,1.0,2.5,4.5,7.0,0.8,0.8,0.7,1.4,4.2,12.5
Delaney Rudd,29,10,0,84,4.3,9.0,0.47600000000000003,0.9,3.0,0.28600000000000003,3.4,6.0,0.5710000000000001,1.3,1.7,0.75,0.0,1.7,1.7,8.1,1.3,0.0,1.7,4.7,10.7
Bob Thornton,29,7,0,32,2.3,5.6,0.4,0.0,0.0,,2.3,5.6,0.4,3.4,4.5,0.75,4.5,5.6,10.1,1.1,0.0,0.0,1.1,3.4,7.9
Corey Crowder,22,4,0,12,15.0,27.0,0.556,0.0,6.0,0.0,15.0,21.0,0.7140000000000001,0.0,3.0,0.0,3.0,3.0,6.0,3.0,3.0,0.0,6.0,3.0,30.0
Eric Murdock,23,3,0,11,9.8,16.4,0.6,0.0,3.3,0.0,9.8,13.1,0.75,6.5,6.5,1.0,0.0,9.8,9.8,3.3,3.3,3.3,9.8,3.3,26.2
