PLAYER,Age,G,GS,MP,FG,FGA,FG.1,3P,3PA,3P.1,2P,2PA,2P.1,FT,FTA,FT.1,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Tim Hardaway,25,4,4,176,6.5,16.4,0.4,2.0,5.9,0.345,4.5,10.4,0.431,4.9,7.6,0.649,1.2,1.8,3.1,5.9,2.7,0.0,2.9,2.9,20.0
Chris Mullin,28,4,4,168,5.8,13.5,0.429,0.9,2.6,0.33299999999999996,4.9,10.9,0.451,2.8,3.0,0.929,0.6,1.9,2.6,2.6,1.1,0.4,1.7,1.7,15.2
Billy Owens,22,4,4,157,6.9,13.1,0.526,0.0,0.0,,6.9,13.1,0.526,3.9,6.2,0.63,3.0,4.6,7.6,3.0,1.8,0.5,1.4,3.2,17.7
Šarūnas Marčiulionis,27,4,0,133,6.8,12.7,0.532,0.3,0.5,0.5,6.5,12.2,0.5329999999999999,9.2,11.1,0.8290000000000001,0.8,1.6,2.4,5.4,0.8,0.3,1.1,4.1,23.0
Chris Gatling,24,4,0,81,8.0,12.9,0.621,0.0,0.0,,8.0,12.9,0.621,6.2,9.8,0.636,4.0,7.1,11.1,0.0,0.9,4.4,0.4,6.2,22.2
Mario Elie,28,4,2,80,10.4,16.2,0.639,0.9,0.9,1.0,9.5,15.3,0.618,0.9,1.4,0.667,5.0,5.0,9.9,4.5,2.3,0.0,2.7,5.0,22.5
Tyrone Hill,23,4,1,47,2.3,5.4,0.429,0.0,0.0,,2.3,5.4,0.429,0.0,1.5,0.0,2.3,3.8,6.1,0.8,1.5,0.0,2.3,9.2,4.6
Alton Lister,33,4,3,47,4.6,11.5,0.4,0.0,0.0,,4.6,11.5,0.4,3.1,3.8,0.8,2.3,6.1,8.4,0.8,0.0,3.1,2.3,6.9,12.3
Vincent Askew,25,4,0,30,1.2,9.6,0.125,0.0,0.0,,1.2,9.6,0.125,0.0,0.0,,3.6,1.2,4.8,6.0,0.0,0.0,2.4,3.6,2.4
Victor Alexander,22,4,0,24,4.5,7.5,0.6,0.0,0.0,,4.5,7.5,0.6,1.5,1.5,1.0,1.5,7.5,9.0,1.5,3.0,0.0,3.0,12.0,10.5
Rod Higgins,32,2,2,17,4.2,10.6,0.4,0.0,4.2,0.0,4.2,6.4,0.667,4.2,4.2,1.0,0.0,0.0,0.0,2.1,2.1,0.0,0.0,2.1,12.7
