SEASON,TEAM ID,TEAM,PLAYER,AGE,G,MP,FG,2P,3P,eFG,FT,TS,FTr,3PAr,FG+,2P+,3P+,eFG+,FT+,TS+,FTr+,3PAr+,FG Add,TS Add
1984,11,HOU,Ralph Sampson,23.0,82.0,2693.0,0.52,0.52,0.25,0.52,0.66,0.55,0.32,0.0,106.0,105.0,100.0,106.0,87.0,102.0,94.0,11.0,76.4,26.3
1984,11,HOU,Lewis Lloyd,24.0,82.0,2578.0,0.52,0.52,0.23,0.52,0.79,0.56,0.25,0.01,105.0,104.0,92.0,104.0,104.0,102.0,75.0,41.0,51.7,32.3
1984,11,HOU,Allen Leavell,26.0,82.0,2009.0,0.48,0.51,0.16,0.48,0.83,0.55,0.39,0.1,97.0,103.0,62.0,98.0,110.0,102.0,116.0,361.0,-15.4,16.7
1984,11,HOU,Robert Reid,28.0,64.0,1936.0,0.47,0.48,0.25,0.48,0.66,0.49,0.14,0.01,96.0,95.0,100.0,96.0,87.0,90.0,43.0,35.0,-35.3,-94.2
1984,11,HOU,Rodney McCray,22.0,79.0,2081.0,0.5,0.5,0.25,0.5,0.73,0.55,0.37,0.01,101.0,100.0,100.0,101.0,96.0,101.0,110.0,22.0,5.1,4.5
1984,11,HOU,Caldwell Jones,33.0,81.0,2506.0,0.5,0.5,0.33,0.5,0.84,0.56,0.31,0.0,102.0,101.0,133.0,102.0,110.0,103.0,92.0,18.0,9.7,20.1
1984,11,HOU,James Bailey,26.0,73.0,1174.0,0.49,0.49,0.0,0.49,0.72,0.54,0.37,0.0,100.0,99.0,,99.0,95.0,99.0,111.0,7.0,-4.3,-7.0
1984,11,HOU,Phil Ford,27.0,81.0,2020.0,0.5,0.51,0.13,0.5,0.84,0.55,0.25,0.03,102.0,103.0,53.0,102.0,110.0,101.0,74.0,119.0,8.2,5.8
1984,11,HOU,Elvin Hayes,38.0,81.0,994.0,0.41,0.41,0.0,0.41,0.65,0.45,0.34,0.0,83.0,82.0,,82.0,86.0,83.0,101.0,19.0,-69.5,-83.4
1984,11,HOU,Terry Teagle,23.0,68.0,616.0,0.47,0.49,0.26,0.48,0.84,0.51,0.14,0.09,95.0,98.0,104.0,97.0,111.0,94.0,42.0,319.0,-9.2,-23.0
1984,11,HOU,Wally Walker,29.0,58.0,612.0,0.49,0.49,0.33,0.49,0.33,0.49,0.08,0.02,99.0,99.0,133.0,100.0,44.0,90.0,22.0,93.0,-0.8,-26.3
1984,11,HOU,Major Jones,30.0,57.0,473.0,0.54,0.54,,0.54,0.61,0.56,0.38,0.0,109.0,108.0,,109.0,81.0,103.0,112.0,,11.2,5.5
1984,11,HOU,Craig Ehlo,22.0,7.0,63.0,0.41,0.41,,0.41,1.0,0.42,0.04,0.0,83.0,82.0,,82.0,132.0,77.0,11.0,,-4.8,-6.8
1984,11,HOU,Team,,,,0.5,0.5,0.2,0.5,0.74,0.54,0.28,0.02,101.0,100.0,78.0,100.0,97.0,99.0,85.0,76.0,23.0,-129.5
1984,11,HOU,League Average,,,,0.49,0.5,0.25,0.5,0.76,0.54,0.34,0.03,,,,,,,,,,
