SEASON,TEAM ID,TEAM,PLAYER,AGE,G,MP,FG,2P,3P,eFG,FT,TS,FTr,3PAr,FG+,2P+,3P+,eFG+,FT+,TS+,FTr+,3PAr+,FG Add,TS Add
1984,27,SAS,George Gervin,31.0,76.0,2584.0,0.49,0.49,0.42,0.49,0.84,0.55,0.32,0.02,100.0,98.0,167.0,100.0,111.0,102.0,97.0,57.0,-6.9,30.0
1984,27,SAS,Mike Mitchell,28.0,79.0,2853.0,0.49,0.49,0.43,0.49,0.78,0.52,0.22,0.01,99.0,98.0,172.0,99.0,103.0,97.0,66.0,33.0,-18.6,-63.5
1984,27,SAS,Gene Banks,24.0,80.0,2600.0,0.57,0.57,0.17,0.57,0.74,0.61,0.36,0.01,115.0,114.0,67.0,115.0,98.0,112.0,108.0,30.0,108.7,109.0
1984,27,SAS,Artis Gilmore,34.0,64.0,2034.0,0.63,0.64,0.0,0.63,0.72,0.68,0.7,0.0,128.0,127.0,,127.0,95.0,124.0,209.0,20.0,151.0,192.0
1984,27,SAS,Edgar Jones,27.0,81.0,1770.0,0.5,0.51,0.32,0.5,0.73,0.55,0.38,0.03,102.0,101.0,126.0,102.0,96.0,101.0,112.0,110.0,11.8,11.2
1984,27,SAS,John Lucas,30.0,63.0,1807.0,0.46,0.49,0.28,0.48,0.76,0.52,0.26,0.12,94.0,98.0,110.0,97.0,101.0,96.0,79.0,431.0,-20.6,-32.0
1984,27,SAS,Johnny Moore,25.0,59.0,1650.0,0.45,0.47,0.32,0.47,0.76,0.51,0.27,0.17,91.0,94.0,129.0,95.0,99.0,95.0,80.0,624.0,-23.3,-33.8
1984,27,SAS,Fred Roberts,23.0,79.0,1531.0,0.54,0.54,0.25,0.54,0.84,0.6,0.43,0.01,109.0,108.0,100.0,108.0,110.0,111.0,128.0,37.0,33.6,57.6
1984,27,SAS,Mark McNamara,24.0,70.0,1037.0,0.62,0.62,,0.62,0.47,0.6,0.62,0.0,126.0,124.0,,125.0,62.0,111.0,185.0,,63.3,38.3
1984,27,SAS,Ron Brewer,28.0,40.0,782.0,0.44,0.45,0.23,0.44,0.82,0.47,0.14,0.04,90.0,90.0,92.0,90.0,108.0,87.0,43.0,140.0,-34.9,-50.5
1984,27,SAS,Keith Edmonson,23.0,40.0,521.0,0.49,0.49,,0.49,0.75,0.54,0.37,0.0,100.0,99.0,,99.0,99.0,100.0,110.0,,-1.5,0.3
1984,27,SAS,John Paxson,23.0,49.0,458.0,0.44,0.5,0.18,0.46,0.62,0.48,0.19,0.16,90.0,99.0,73.0,93.0,81.0,88.0,56.0,597.0,-9.8,-19.2
1984,27,SAS,Kevin Williams,22.0,19.0,200.0,0.43,0.44,0.0,0.43,0.78,0.52,0.55,0.02,88.0,88.0,,87.0,103.0,96.0,164.0,64.0,-7.5,-3.3
1984,27,SAS,Dave Batton,27.0,4.0,31.0,0.5,0.5,,0.5,,0.5,0.0,0.0,102.0,100.0,,101.0,,92.0,,,0.1,-0.9
1984,27,SAS,Brant Weidner,23.0,8.0,38.0,0.22,0.22,,0.22,1.0,0.37,0.44,0.0,45.0,45.0,,45.0,132.0,68.0,132.0,,-4.9,-3.7
1984,27,SAS,Dave Robisch,34.0,4.0,37.0,0.5,0.5,,0.5,,0.5,0.0,0.0,102.0,100.0,,101.0,,92.0,,,0.1,-0.7
1984,27,SAS,Roger Phegley,27.0,3.0,11.0,0.5,0.33,1.0,0.62,1.0,0.72,0.5,0.25,102.0,67.0,400.0,126.0,132.0,132.0,149.0,929.0,1.0,1.7
1984,27,SAS,Bob Miller,27.0,2.0,8.0,0.67,0.67,,0.67,,0.67,0.0,0.0,135.0,134.0,,135.0,,123.0,,,1.0,0.7
1984,27,SAS,Darrell Lockhart,23.0,2.0,14.0,1.0,1.0,,1.0,,1.0,0.0,0.0,203.0,200.0,,202.0,,184.0,,,2.0,1.8
1984,27,SAS,Steve Lingenfelter,25.0,3.0,14.0,1.0,1.0,,1.0,0.0,0.53,2.0,0.0,203.0,200.0,,202.0,,98.0,595.0,,1.0,-0.0
1984,27,SAS,Team,,,,0.51,0.52,0.3,0.52,0.75,0.56,0.35,0.04,104.0,104.0,121.0,104.0,99.0,103.0,103.0,131.0,281.0,284.5
1984,27,SAS,League Average,,,,0.49,0.5,0.25,0.5,0.76,0.54,0.34,0.03,,,,,,,,,,
