Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2020,2,3139,BOS,Boston Celtics,Grant Williams,"November 30, 1998",21.0,NBA,PF,69,5,1043,3.0,7.3,0.41,0.8,3.3,0.25,2.2,4.0,0.55,1.3,1.9,0.72,2.0,4.1,6.1,2.3,1.0,1.2,1.7,5.6,8.2
2021,2,3139,BOS,Boston Celtics,Grant Williams,"November 30, 1998",22.0,NBA,PF,19,6,358,3.8,8.3,0.46,2.1,4.5,0.47,1.7,3.8,0.45,1.4,2.6,0.54,2.2,3.8,6.0,1.6,0.7,0.8,1.7,5.5,11.2
