Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg
1988,7,45,DAL,Dallas Mavericks,Steve Alford,"November 23, 1964",23.0,NBA,PG,28.0,0.0,197.0,5.3,13.8,0.38,0.3,2.0,0.12,5.0,11.8,0.43,4.0,4.3,0.94,0.8,5.0,5.8,5.8,4.3,0.8,3.0,5.8,14.8,101.0,103.0
1989,31,45,TOT,Total After Trade,Steve Alford,"November 23, 1964",24.0,NBA,PG,66.0,3.0,906.0,7.3,16.1,0.46,1.0,2.7,0.36,6.3,13.3,0.48,2.5,3.0,0.82,0.5,3.1,3.6,4.6,2.2,0.1,2.2,2.8,18.2,107.0,110.0
1989,7,45,DAL,Dallas Mavericks,Steve Alford,"November 23, 1964",24.0,NBA,PG,9.0,0.0,38.0,4.0,14.5,0.27,0.0,2.6,0.0,4.0,11.9,0.33,1.3,2.6,0.5,0.0,4.0,4.0,11.9,1.3,0.0,1.3,4.0,9.2,87.0,112.0
1989,10,45,GSW,Golden State Warriors,Steve Alford,"November 23, 1964",24.0,NBA,PG,57.0,3.0,868.0,7.5,16.1,0.46,1.0,2.7,0.38,6.4,13.4,0.48,2.5,3.0,0.83,0.5,3.0,3.6,4.3,2.3,0.2,2.3,2.8,18.5,108.0,110.0
1990,7,45,DAL,Dallas Mavericks,Steve Alford,"November 23, 1964",25.0,NBA,PG,41.0,0.0,302.0,10.6,23.2,0.46,1.2,3.7,0.32,9.4,19.5,0.48,5.9,6.2,0.95,0.3,3.9,4.2,6.6,2.5,0.5,2.7,3.7,28.3,113.0,108.0
1991,7,45,DAL,Dallas Mavericks,Steve Alford,"November 23, 1964",26.0,NBA,PG,34.0,0.0,236.0,12.7,25.3,0.5,1.5,5.0,0.3,11.2,20.3,0.55,5.6,6.7,0.84,2.2,3.0,5.2,4.8,1.7,0.2,3.5,2.4,32.6,112.0,113.0
