Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1987,12,1097,IND,Indiana Pacers,Stuart Gray,1963-05-27,23.0,NBA,C,3.0,0.0,4.7,0.0,0.3,0.0,0.0,0.0,,0.0,0.3,0.0,0.0,0.7,1.3,0.5,0.7,1.7,2.3,0.0,0.0,0.0,0.0,1.0,0.7
1990,20,1097,NYK,New York Knicks,Stuart Gray,1963-05-27,26.0,NBA,C,4.0,0.0,3.0,0.5,1.3,0.4,0.0,0.0,,0.5,1.3,0.4,0.4,0.0,0.0,,0.8,1.3,2.0,0.0,0.3,0.0,0.8,0.8,1.0
