Season,Team ID,Team ABV,Team,PLAYER,Age,G,MP,PER,TS,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
1991,2,BOS,Boston Celtics,Reggie Lewis,25,11,462,16.9,0.55,0.02,0.35,4.7,11.8,8.4,10.8,1.3,0.8,8.2,23.2,0.7,0.3,1.0,0.1,1.9,-0.3,1.6,0.4
1991,2,BOS,Boston Celtics,Larry Bird,34,10,396,15.8,0.49,0.14,0.34,2.4,17.6,10.4,23.7,1.7,0.5,9.8,21.4,0.3,0.4,0.6,0.08,1.4,0.2,1.6,0.4
1991,2,BOS,Boston Celtics,Kevin McHale,33,11,376,21.2,0.62,0.07,0.54,5.7,15.7,10.9,8.3,0.7,2.3,7.1,23.0,1.2,0.3,1.5,0.19,4.3,0.4,4.7,0.6
1991,2,BOS,Boston Celtics,Brian Shaw,24,11,316,12.5,0.53,0.03,0.3,3.0,10.3,6.9,23.0,1.6,0.2,18.1,19.1,0.1,0.2,0.3,0.04,-0.7,-0.3,-1.0,0.1
1991,2,BOS,Boston Celtics,Robert Parish,37,10,296,20.8,0.64,0.0,0.63,13.4,21.7,17.7,3.1,1.4,1.5,11.4,20.7,0.8,0.3,1.1,0.18,3.0,-0.6,2.4,0.3
1991,2,BOS,Boston Celtics,Dee Brown,22,11,284,16.2,0.55,0.05,0.32,3.8,13.8,9.0,21.8,2.0,1.3,15.2,22.3,0.2,0.3,0.4,0.08,0.6,1.4,2.0,0.3
1991,2,BOS,Boston Celtics,Kevin Gamble,25,11,238,7.7,0.51,0.0,0.2,1.5,4.6,3.1,11.0,0.8,0.5,9.7,13.3,0.1,0.0,0.1,0.02,-2.1,-1.2,-3.3,-0.1
1991,2,BOS,Boston Celtics,Ed Pinckney,27,11,170,16.8,0.81,0.0,1.0,16.2,10.9,13.4,1.6,1.8,0.7,6.2,8.3,0.6,0.1,0.8,0.22,4.0,0.3,4.2,0.3
1991,2,BOS,Boston Celtics,Derek Smith,29,10,86,5.4,0.53,0.05,0.67,2.8,8.9,6.0,7.8,1.8,0.7,22.8,17.9,-0.1,0.1,0.0,-0.01,-6.2,0.5,-5.8,-0.1
1991,2,BOS,Boston Celtics,Joe Kleine,29,5,31,6.9,0.44,0.0,0.0,19.3,21.1,20.2,4.5,0.0,0.0,18.2,15.5,0.0,0.0,0.0,0.01,-4.9,-2.6,-7.5,0.0
1991,2,BOS,Boston Celtics,Michael Smith,25,2,6,6.6,0.5,0.5,0.0,0.0,0.0,0.0,24.4,0.0,0.0,0.0,14.6,0.0,0.0,0.0,0.07,-4.5,1.8,-2.7,0.0
1991,2,BOS,Boston Celtics,Stojko Vrankovic,27,1,4,1.4,0.69,0.0,1.0,0.0,54.5,28.5,0.0,0.0,0.0,41.0,26.7,0.0,0.0,0.0,-0.21,-16.4,3.8,-12.6,0.0
