SEASON,TEAM ID,TEAM,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1988,8,DEN,82,19780,3770,7961,0.47,192,562,0.34,3578,7399,0.48,1841,2289,0.8,1163,2442,3605,2300,832,401,1186,1982,9573
1988,25,POR,82,19730,3661,7460,0.49,117,380,0.31,3544,7080,0.5,2079,2701,0.77,1251,2491,3742,2307,726,347,1351,2091,9518
1988,2,BOS,82,19780,3599,6905,0.52,271,705,0.38,3328,6200,0.54,1846,2300,0.8,930,2440,3370,2448,620,415,1304,1804,9315
1988,27,SAS,82,19805,3706,7559,0.49,133,412,0.32,3573,7147,0.5,1769,2412,0.73,1184,2335,3519,2344,739,468,1418,1991,9314
1988,14,LAL,82,19805,3576,7078,0.5,142,478,0.3,3434,6600,0.52,1956,2480,0.79,1073,2491,3564,2347,672,404,1318,1715,9250
1988,21,SEA,82,19855,3544,7443,0.48,221,638,0.35,3323,6805,0.49,1826,2442,0.75,1313,2314,3627,2146,775,447,1376,2380,9135
1988,7,DAL,82,19755,3413,7191,0.48,154,526,0.29,3259,6665,0.49,1980,2510,0.79,1341,2495,3836,1984,645,446,1257,1734,8960
1988,9,DET,82,19780,3461,7018,0.49,58,202,0.29,3403,6816,0.5,1977,2612,0.76,1181,2482,3663,2011,588,394,1348,1957,8957
1988,11,HOU,82,19680,3465,7354,0.47,69,291,0.24,3396,7063,0.48,1936,2483,0.78,1239,2530,3769,1936,712,502,1367,1865,8935
1988,24,PHO,82,19730,3551,7302,0.49,118,357,0.33,3433,6945,0.49,1681,2200,0.76,1113,2379,3492,2332,675,353,1413,2045,8901
1988,29,UTA,82,19705,3484,7092,0.49,129,404,0.32,3355,6688,0.5,1802,2404,0.75,1066,2553,3619,2407,771,627,1481,1986,8899
1988,26,SAC,82,19780,3458,7337,0.47,144,450,0.32,3314,6887,0.48,1795,2324,0.77,1232,2461,3693,2116,582,493,1457,1895,8855
1988,1,ALT,82,19780,3443,7102,0.48,85,282,0.3,3358,6820,0.49,1873,2441,0.77,1228,2379,3607,2062,635,537,1225,2050,8844
1988,10,GSW,82,19780,3463,7404,0.47,91,312,0.29,3372,7092,0.48,1754,2204,0.8,1140,2252,3392,2005,741,283,1395,2155,8771
1988,17,MIL,82,19780,3366,7079,0.48,133,410,0.32,3233,6669,0.48,1832,2364,0.78,1117,2335,3452,2194,671,380,1275,1989,8697
1988,23,PHI,82,19905,3214,6785,0.47,152,471,0.32,3062,6314,0.48,2087,2731,0.76,1219,2307,3526,1897,672,465,1433,1866,8667
1988,20,NYK,82,19805,3363,7232,0.46,179,567,0.32,3184,6665,0.48,1750,2306,0.76,1286,2194,3480,2012,789,445,1518,2361,8655
1988,30,WAB,82,19880,3355,7164,0.47,29,138,0.21,3326,7026,0.47,1914,2476,0.77,1229,2297,3526,1875,698,502,1384,1922,8653
1988,5,CHI,82,19855,3434,7015,0.49,56,243,0.23,3378,6772,0.5,1685,2221,0.76,1170,2459,3629,2149,712,475,1263,1849,8609
1988,12,IND,82,19705,3436,7154,0.48,163,485,0.34,3273,6669,0.49,1546,1982,0.78,1078,2457,3535,1977,619,345,1318,2038,8581
1988,6,CLE,82,19780,3313,6755,0.49,127,336,0.38,3186,6419,0.5,1813,2438,0.74,1015,2289,3304,2070,733,526,1439,1836,8566
1988,3,NJN,82,19780,3208,6857,0.47,137,455,0.3,3071,6402,0.48,1682,2308,0.73,1075,2262,3337,1795,727,385,1503,2042,8235
1988,13,LAC,82,19805,3190,7194,0.44,79,317,0.25,3111,6877,0.45,1644,2305,0.71,1191,2350,3541,1885,721,520,1534,1908,8103
