SEASON,TEAM ID,TEAM,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2018,10,GSW,82,19730,3509,6981,0.5,926,2370,0.39,2583,4611,0.56,1360,1668,0.82,691,2877,3568,2402,656,612,1267,1607,9304
2018,11,HOU,82,19755,3174,6906,0.46,1256,3470,0.36,1918,3436,0.56,1609,2061,0.78,739,2825,3564,1767,699,392,1135,1597,9213
2018,19,NOP,82,19955,3500,7241,0.48,837,2312,0.36,2663,4929,0.54,1324,1716,0.77,712,2924,3636,2195,657,485,1223,1570,9161
2018,28,TOR,82,19830,3383,7169,0.47,968,2705,0.36,2415,4464,0.54,1422,1790,0.79,800,2807,3607,1995,626,500,1095,1783,9156
2018,6,CLE,82,19730,3311,6950,0.48,981,2636,0.37,2330,4314,0.54,1488,1909,0.78,694,2761,3455,1916,582,312,1126,1524,9091
2018,8,DEN,82,19880,3338,7102,0.47,940,2536,0.37,2398,4566,0.52,1404,1830,0.77,902,2748,3650,2059,627,404,1227,1533,9020
2018,23,PHI,82,19780,3349,7098,0.47,901,2445,0.37,2448,4653,0.53,1405,1868,0.75,893,2996,3889,2221,682,420,1353,1811,9004
2018,18,MIN,82,19805,3365,7063,0.48,658,1845,0.36,2707,5218,0.52,1592,1980,0.8,848,2593,3441,1861,689,345,1021,1495,8980
2018,13,LAC,82,19705,3302,7004,0.47,777,2196,0.35,2525,4808,0.52,1556,2095,0.74,832,2766,3598,1832,628,373,1204,1638,8937
2018,4,CHO,82,19780,3197,7106,0.45,824,2233,0.37,2373,4873,0.49,1656,2216,0.75,827,2901,3728,1770,559,373,1041,1409,8874
2018,14,LAL,82,19905,3338,7248,0.46,822,2384,0.34,2516,4864,0.52,1364,1910,0.71,876,2927,3803,1949,633,388,1295,1736,8862
2018,21,OKC,82,19830,3271,7221,0.45,881,2491,0.35,2390,4730,0.5,1421,1985,0.72,1024,2671,3695,1750,743,412,1147,1653,8844
2018,30,WAS,82,19855,3275,7018,0.47,814,2173,0.38,2461,4845,0.51,1378,1786,0.77,823,2713,3536,2065,645,353,1196,1746,8742
2018,3,BRK,82,19855,3136,7114,0.44,1041,2924,0.36,2095,4190,0.5,1428,1850,0.77,792,2852,3644,1941,512,390,1245,1688,8741
2018,17,MIL,82,19830,3257,6807,0.48,718,2024,0.36,2539,4783,0.53,1499,1915,0.78,688,2579,3267,1905,722,443,1134,1752,8731
2018,25,POR,82,19755,3222,7132,0.45,845,2308,0.37,2377,4824,0.49,1372,1715,0.8,835,2893,3728,1599,573,423,1109,1599,8661
2018,12,IND,82,19755,3345,7083,0.47,741,2010,0.37,2604,5073,0.51,1225,1573,0.78,788,2684,3472,1819,721,340,1089,1544,8656
2018,20,NYK,82,19830,3334,7193,0.46,673,1914,0.35,2661,5279,0.5,1225,1557,0.79,859,2752,3611,1912,552,421,1207,1682,8566
2018,29,UTA,82,19755,3139,6797,0.46,887,2425,0.37,2252,4372,0.52,1375,1766,0.78,740,2807,3547,1839,708,420,1205,1608,8540
2018,2,BOS,82,19805,3141,6975,0.45,939,2492,0.38,2202,4483,0.49,1308,1697,0.77,767,2878,3645,1842,604,373,1149,1618,8529
2018,24,PHO,82,19705,3153,7141,0.44,763,2286,0.33,2390,4855,0.49,1453,1962,0.74,842,2776,3618,1743,569,370,1289,1807,8522
2018,9,DET,82,19805,3208,7129,0.45,886,2373,0.37,2322,4756,0.49,1207,1621,0.74,830,2756,3586,1868,628,317,1103,1508,8509
2018,16,MIA,82,19930,3184,6997,0.46,903,2506,0.36,2281,4491,0.51,1209,1601,0.76,763,2801,3564,1862,620,437,1179,1648,8480
2018,22,ORL,82,19730,3182,7042,0.45,844,2405,0.35,2338,4637,0.5,1271,1678,0.76,722,2692,3414,1921,622,400,1192,1579,8479
2018,1,ALT,82,19705,3130,7015,0.45,917,2544,0.36,2213,4471,0.5,1298,1654,0.78,743,2693,3436,1946,638,348,1276,1606,8475
2018,5,CHI,82,19855,3170,7285,0.44,906,2549,0.36,2264,4736,0.48,1194,1574,0.76,790,2873,3663,1923,626,289,1147,1571,8440
2018,27,SAS,82,19730,3202,6999,0.46,696,1977,0.35,2506,5022,0.5,1324,1715,0.77,849,2777,3626,1868,628,460,1078,1408,8424
2018,7,DAL,82,19805,3128,7042,0.44,967,2688,0.36,2161,4354,0.5,1167,1530,0.76,666,2717,3383,1858,578,310,1008,1578,8390
2018,15,MEM,82,19705,3013,6788,0.44,758,2152,0.35,2255,4636,0.49,1361,1732,0.79,779,2544,3323,1767,613,396,1227,1900,8145
2018,26,SAC,82,19755,3179,7063,0.45,738,1967,0.38,2441,5096,0.48,1008,1371,0.74,777,2578,3355,1768,643,340,1125,1639,8104
