TEAM,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
DEN,82,19730,3951,7999,0.49,24,126,0.19,3927,7873,0.5,2179,2696,0.81,1214,2524,3738,2336,789,352,1496,2091,10105
LAL,82,19730,3964,7512,0.53,10,96,0.1,3954,7416,0.53,1495,2031,0.74,1235,2433,3668,2519,844,479,1584,1931,9433
SAS,82,19780,3697,7340,0.5,94,308,0.3,3603,7032,0.51,1887,2468,0.76,1232,2599,3831,2261,675,469,1504,2095,9375
KCK,82,19780,3719,7485,0.5,51,215,0.24,3668,7270,0.5,1839,2530,0.73,1256,2407,3663,2155,765,409,1691,2432,9328
DAL,82,19730,3674,7550,0.49,43,185,0.23,3631,7365,0.49,1852,2462,0.75,1296,2381,3677,2227,552,348,1348,2067,9243
DET,82,19880,3623,7602,0.48,72,272,0.26,3551,7330,0.48,1921,2588,0.74,1312,2477,3789,2108,679,572,1557,2122,9239
BOS,82,19830,3711,7547,0.49,39,186,0.21,3672,7361,0.5,1730,2348,0.74,1273,2532,3805,2216,789,521,1541,2062,9191
PHI,82,19830,3600,7212,0.5,25,109,0.23,3575,7103,0.5,1966,2650,0.74,1334,2596,3930,2016,812,577,1627,2041,9191
CHI,82,19905,3537,7373,0.48,45,209,0.22,3492,7164,0.49,1983,2690,0.74,1267,2527,3794,2086,666,400,1743,2192,9102
SEA,82,19805,3597,7277,0.49,29,138,0.21,3568,7139,0.5,1796,2459,0.73,1152,2569,3721,2278,677,437,1533,1969,9019
UTA,82,19755,3525,7342,0.48,44,183,0.24,3481,7159,0.49,1844,2440,0.76,1093,2550,3643,2176,758,595,1683,2017,8938
IND,82,19830,3707,7723,0.48,50,236,0.21,3657,7487,0.49,1447,1910,0.76,1299,2294,3593,2150,755,411,1535,2086,8911
GSW,82,19780,3627,7508,0.48,34,150,0.23,3593,7358,0.49,1620,2199,0.74,1281,2284,3565,1964,856,430,1606,2138,8908
SDC,82,19830,3625,7634,0.48,64,262,0.24,3561,7372,0.48,1589,2195,0.72,1394,2108,3502,2087,820,408,1600,2284,8903
POR,82,19755,3459,7124,0.49,35,150,0.23,3424,6974,0.49,1855,2512,0.74,1180,2380,3560,2030,749,384,1495,1960,8808
PHO,82,19730,3555,7158,0.5,40,158,0.25,3515,7000,0.5,1626,2189,0.74,1094,2518,3612,2300,749,495,1545,2062,8776
MIL,82,19830,3486,7133,0.49,37,169,0.22,3449,6964,0.5,1731,2299,0.75,1095,2477,3572,2116,662,532,1447,2131,8740
NJN,82,19705,3510,7140,0.49,30,149,0.2,3480,6991,0.5,1622,2301,0.7,1266,2427,3693,2143,911,592,1873,2166,8672
ALT,82,19780,3352,7146,0.47,45,188,0.24,3307,6958,0.48,1586,2111,0.75,1139,2433,3572,1945,573,665,1424,2022,8335
NYK,82,19805,3272,6793,0.48,33,131,0.25,3239,6662,0.49,1621,2282,0.71,1080,2263,3343,2034,701,378,1509,2180,8198
HOU,82,19730,3338,7446,0.45,67,271,0.25,3271,7175,0.46,1402,1934,0.72,1206,2260,3466,1931,646,422,1571,2131,8145
WAB,82,19805,3306,7059,0.47,70,237,0.3,3236,6822,0.47,1452,2059,0.7,1099,2430,3529,2046,733,400,1588,1958,8134
CLE,82,19755,3252,6995,0.46,30,120,0.25,3222,6875,0.47,1430,1983,0.72,1173,2414,3587,1738,617,290,1538,2236,7964
