TEAM,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
DEN,82,19905,3339,6983,0.48,521,1518,0.34,2818,5465,0.52,1505,2148,0.7,1092,2601,3693,2002,762,533,1253,1682,8704
HOU,82,19780,3124,6782,0.46,867,2369,0.37,2257,4413,0.51,1573,2087,0.75,909,2652,3561,1902,679,359,1348,1662,8688
OKC,82,19830,3126,6504,0.48,598,1588,0.38,2528,4916,0.51,1819,2196,0.83,854,2725,3579,1753,679,624,1253,1654,8669
SAS,82,19880,3210,6675,0.48,663,1764,0.38,2547,4911,0.52,1365,1725,0.79,666,2721,3387,2058,695,446,1206,1427,8448
MIA,82,19880,3148,6348,0.5,717,1809,0.4,2431,4539,0.54,1423,1887,0.75,676,2490,3166,1890,710,441,1143,1533,8436
LAL,82,19755,3041,6640,0.46,715,2015,0.36,2326,4625,0.5,1584,2289,0.69,942,2732,3674,1818,576,429,1232,1467,8381
GSW,82,19805,3130,6840,0.46,658,1632,0.4,2472,5208,0.48,1378,1744,0.79,885,2801,3686,1845,567,346,1236,1753,8296
DAL,82,19980,3182,6892,0.46,606,1628,0.37,2576,5264,0.49,1323,1669,0.79,767,2670,3437,1906,648,454,1144,1698,8293
LAC,82,19730,3160,6608,0.48,627,1752,0.36,2533,4856,0.52,1342,1888,0.71,938,2475,3413,1958,784,461,1197,1716,8289
SAC,82,19830,3086,6904,0.45,610,1681,0.36,2476,5223,0.47,1437,1869,0.77,943,2385,3328,1708,671,342,1199,1717,8219
NYK,82,19730,2996,6689,0.45,891,2371,0.38,2105,4318,0.49,1313,1729,0.76,890,2436,3326,1579,672,294,988,1650,8196
MIL,82,19830,3128,7197,0.44,601,1670,0.36,2527,5527,0.46,1251,1700,0.74,1068,2537,3605,1876,685,550,1156,1554,8108
UTA,82,19880,3046,6710,0.45,507,1385,0.37,2539,5325,0.48,1439,1883,0.76,989,2457,3446,1859,690,515,1210,1750,8038
ALT,82,19855,3084,6644,0.46,706,1901,0.37,2378,4743,0.5,1158,1619,0.72,758,2593,3351,2007,664,369,1219,1473,8032
POR,82,19855,3009,6715,0.45,673,1904,0.35,2336,4811,0.49,1304,1680,0.78,874,2474,3348,1784,538,353,1203,1518,7995
TOR,82,19980,2979,6685,0.45,571,1665,0.34,2408,5020,0.48,1442,1831,0.79,871,2426,3297,1765,595,392,1124,1836,7971
BRK,82,19855,2942,6544,0.45,628,1760,0.36,2314,4784,0.48,1432,1958,0.73,1047,2460,3507,1668,599,391,1206,1500,7944
CLE,82,19730,2993,6901,0.43,547,1581,0.35,2446,5320,0.46,1380,1826,0.76,1004,2359,3363,1694,647,334,1149,1737,7913
MIN,82,19730,2943,6702,0.44,450,1475,0.3,2493,5227,0.48,1515,2042,0.74,973,2473,3446,1836,700,387,1214,1509,7851
BOS,81,19840,3001,6459,0.46,498,1390,0.36,2503,5069,0.49,1318,1698,0.78,654,2533,3187,1843,667,365,1181,1717,7818
PHO,82,19805,3061,6917,0.44,480,1455,0.33,2581,5462,0.47,1203,1618,0.74,959,2454,3413,1855,659,434,1278,1688,7805
DET,82,19805,2979,6638,0.45,513,1440,0.36,2466,5198,0.47,1307,1870,0.7,991,2463,3454,1742,574,400,1241,1623,7778
ORL,82,19780,3093,6904,0.45,506,1537,0.33,2587,5367,0.48,1026,1359,0.76,890,2612,3502,1871,528,358,1191,1591,7718
NOH,82,19780,2955,6589,0.45,535,1474,0.36,2420,5115,0.47,1269,1636,0.78,988,2426,3414,1721,520,440,1193,1673,7714
IND,81,19590,2845,6525,0.44,555,1599,0.35,2290,4926,0.46,1429,1915,0.75,1043,2671,3714,1645,580,513,1227,1623,7674
CHA,82,19805,2823,6649,0.42,469,1399,0.34,2354,5250,0.45,1546,2060,0.75,917,2389,3306,1587,591,479,1153,1561,7661
MEM,82,19805,2964,6679,0.44,382,1107,0.34,2582,5572,0.46,1349,1746,0.77,1059,2445,3504,1715,703,436,1144,1660,7659
WAS,82,19855,2910,6693,0.44,545,1495,0.36,2365,5198,0.46,1279,1746,0.73,887,2652,3539,1775,598,376,1238,1681,7644
CHI,82,19830,2926,6698,0.44,446,1265,0.35,2480,5433,0.46,1343,1738,0.77,1026,2514,3540,1886,588,417,1171,1617,7641
PHI,82,19755,3059,6895,0.44,518,1438,0.36,2541,5457,0.47,1004,1377,0.73,896,2493,3389,1867,609,384,1070,1505,7640
