SEASON,TEAM ID,TEAM,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2000,26,SAC,82,19805,3276,7288,0.45,534,1656,0.32,2742,5632,0.49,1521,2016,0.75,1056,2635,3691,1953,787,381,1325,1729,8607
2000,9,DET,82,19830,3044,6635,0.46,439,1223,0.36,2605,5412,0.48,1956,2506,0.78,917,2458,3375,1707,665,273,1288,2011,8483
2000,7,DAL,82,19730,3195,7047,0.45,519,1326,0.39,2676,5721,0.47,1407,1751,0.8,931,2444,3375,1810,592,416,1124,1770,8316
2000,12,IND,82,19730,3047,6640,0.46,583,1487,0.39,2464,5153,0.48,1629,2008,0.81,842,2612,3454,1857,559,422,1159,1786,8306
2000,17,MIL,82,19855,3174,6827,0.46,394,1069,0.37,2780,5758,0.48,1558,1982,0.79,1016,2373,3389,1852,671,381,1230,2020,8300
2000,14,LAL,82,19805,3137,6836,0.46,344,1047,0.33,2793,5789,0.48,1649,2368,0.7,1117,2738,3855,1921,613,534,1143,1841,8267
2000,22,ORL,82,19755,3169,7014,0.45,294,870,0.34,2875,6144,0.47,1574,2142,0.74,1145,2540,3685,1709,743,467,1443,1967,8206
2000,11,HOU,82,19830,3001,6664,0.45,581,1625,0.36,2420,5039,0.48,1573,2145,0.73,1008,2586,3594,1774,613,438,1425,1663,8156
2000,2,BOS,82,19730,3054,6880,0.44,417,1260,0.33,2637,5620,0.47,1621,2175,0.74,1108,2420,3528,1741,795,286,1259,2223,8146
2000,21,SEA,82,19780,3108,6946,0.45,546,1611,0.34,2562,5335,0.48,1363,1960,0.7,1042,2483,3525,1878,657,345,1152,1776,8125
2000,8,DEN,82,19855,3057,6911,0.44,470,1397,0.34,2587,5514,0.47,1531,2116,0.72,1073,2590,3663,1911,554,618,1281,1962,8115
2000,24,PHO,82,19805,3093,6771,0.46,458,1246,0.37,2635,5525,0.48,1467,1934,0.76,1022,2558,3580,2098,744,433,1368,1973,8111
2000,18,MIN,82,19905,3226,6910,0.47,248,716,0.35,2978,6194,0.48,1379,1769,0.78,1016,2471,3487,2205,622,444,1139,1913,8079
2000,4,CHO,82,19780,2935,6533,0.45,339,1001,0.34,2596,5532,0.47,1863,2458,0.76,884,2635,3519,2023,732,480,1206,1670,8072
2000,3,NJN,82,19830,2979,6881,0.43,477,1374,0.35,2502,5507,0.45,1601,2041,0.78,1040,2315,3355,1688,720,393,1119,1913,8036
2000,25,POR,82,19780,3021,6430,0.47,407,1128,0.36,2614,5302,0.49,1542,2029,0.76,966,2560,3526,1925,633,396,1243,1865,7991
2000,28,TOR,82,19755,2980,6882,0.43,425,1171,0.36,2555,5711,0.45,1583,2068,0.76,1098,2449,3547,1947,666,544,1137,1989,7968
2000,6,CLE,82,19855,2977,6734,0.44,343,919,0.37,2634,5815,0.45,1653,2205,0.75,1010,2499,3509,1941,715,363,1427,2219,7950
2000,30,WAS,82,19805,3010,6681,0.45,335,890,0.38,2675,5791,0.46,1566,2107,0.74,1064,2438,3502,1771,593,383,1320,2149,7921
2000,29,UTA,82,19755,2962,6380,0.46,329,854,0.38,2633,5526,0.48,1661,2150,0.77,936,2426,3362,2041,629,446,1220,2013,7914
2000,27,SAS,82,19855,2952,6393,0.46,330,882,0.37,2622,5511,0.48,1652,2214,0.75,927,2666,3593,1819,614,551,1233,1716,7886
2000,10,GSW,82,19755,2996,7140,0.42,345,1069,0.32,2651,6071,0.44,1497,2147,0.7,1300,2438,3738,1851,731,356,1302,2043,7834
2000,23,PHI,82,19830,2993,6776,0.44,208,643,0.32,2785,6133,0.45,1577,2226,0.71,1147,2468,3615,1817,791,386,1284,1939,7771
2000,16,MIA,82,19830,2974,6462,0.46,446,1202,0.37,2528,5260,0.48,1345,1827,0.74,921,2619,3540,1931,582,524,1231,1947,7739
2000,1,ALT,82,19830,3000,6807,0.44,258,814,0.32,2742,5993,0.46,1477,1987,0.74,1146,2570,3716,1548,500,461,1266,1718,7735
2000,15,VAN,82,19855,2892,6441,0.45,324,898,0.36,2568,5543,0.46,1594,2060,0.77,1005,2324,3329,1700,608,346,1381,1881,7702
2000,20,NYK,82,19830,2897,6374,0.46,351,937,0.38,2546,5437,0.47,1410,1805,0.78,802,2521,3323,1588,515,349,1201,1983,7555
2000,13,LAC,82,19705,2877,6757,0.43,429,1267,0.34,2448,5490,0.45,1363,1826,0.75,955,2377,3332,1479,578,494,1325,1821,7546
2000,5,CHI,82,19805,2565,6180,0.42,340,1032,0.33,2225,5148,0.43,1482,2089,0.71,1032,2323,3355,1645,646,383,1557,1908,6952
