TEAM,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
PHO,82,19705,3429,7080,0.48,344,1042,0.33,3085,6038,0.51,1674,2301,0.73,1220,2453,3673,2261,745,460,1305,1639,8876
GSW,82,19780,3512,7145,0.49,291,859,0.34,3221,6286,0.51,1529,2304,0.66,1183,2396,3579,2198,804,511,1433,1789,8844
POR,82,19755,3371,7427,0.45,272,770,0.35,3099,6657,0.47,1781,2396,0.74,1302,2460,3762,2070,744,409,1210,1827,8795
CHO,82,19830,3382,7100,0.48,336,916,0.37,3046,6184,0.49,1632,2135,0.76,1019,2475,3494,2214,724,394,1266,1747,8732
SEA,82,19730,3338,6901,0.48,242,722,0.34,3096,6179,0.5,1769,2374,0.74,1148,2233,3381,2112,1053,365,1262,1914,8687
ORL,82,19730,3341,6883,0.48,394,1137,0.35,2947,5746,0.51,1590,2346,0.68,1177,2356,3533,2070,683,456,1327,1713,8666
MIA,82,19805,3197,6896,0.46,337,997,0.34,2860,5899,0.48,1744,2223,0.78,1235,2407,3642,1856,643,374,1315,2024,8475
NJN,82,19830,3169,7115,0.44,223,683,0.33,2946,6432,0.46,1900,2495,0.76,1300,2556,3856,1900,696,576,1196,1693,8461
LAC,82,19780,3343,7163,0.47,252,831,0.3,3091,6332,0.49,1509,2128,0.71,1120,2410,3530,2169,807,421,1474,1769,8447
UTA,82,19830,3207,6729,0.48,179,559,0.32,3028,6170,0.49,1761,2379,0.74,1059,2385,3444,2179,751,364,1191,1988,8354
ALT,82,19755,3247,7039,0.46,268,830,0.32,2979,6209,0.48,1556,2070,0.75,1250,2423,3673,2056,915,449,1252,1625,8318
CLE,82,19855,3133,6731,0.46,294,813,0.36,2839,5918,0.48,1736,2254,0.77,1090,2353,3443,2049,705,426,1136,1701,8296
HOU,82,19780,3197,6733,0.48,429,1285,0.33,2768,5448,0.51,1469,1978,0.74,926,2619,3545,2087,717,485,1338,1646,8292
SAC,82,19755,3179,7027,0.45,257,729,0.35,2922,6298,0.46,1676,2292,0.73,1122,2349,3471,2029,669,355,1333,1979,8291
IND,82,19755,3167,6516,0.49,184,500,0.37,2983,6016,0.5,1762,2387,0.74,1130,2409,3539,2055,706,457,1440,1974,8280
BOS,82,19905,3333,7057,0.47,138,477,0.29,3195,6580,0.49,1463,2003,0.73,1037,2380,3417,1928,674,440,1242,1849,8267
LAL,82,19755,3291,7316,0.45,241,803,0.3,3050,6513,0.47,1410,1967,0.72,1260,2204,3464,1983,751,461,1197,1877,8233
WAB,82,19705,3195,6826,0.47,221,744,0.3,2974,6082,0.49,1618,2162,0.75,1071,2189,3260,1823,701,321,1403,1715,8229
DEN,82,19755,3156,6781,0.46,170,597,0.28,2986,6184,0.48,1739,2423,0.72,1105,2557,3662,1763,679,686,1422,1926,8221
SAS,82,19780,3178,6688,0.48,249,714,0.35,2929,5974,0.49,1597,2151,0.74,1189,2597,3786,1896,561,450,1198,1662,8202
NYK,82,19755,3098,6735,0.46,316,908,0.35,2782,5827,0.48,1564,2097,0.75,1175,2542,3717,2067,752,385,1360,2001,8076
PHI,82,19805,3103,6819,0.46,318,942,0.34,2785,5877,0.47,1509,2112,0.71,1012,2394,3406,1827,663,525,1368,1488,8033
CHI,82,19780,3245,6815,0.48,233,659,0.35,3012,6156,0.49,1310,1859,0.7,1143,2391,3534,2102,740,354,1306,1750,8033
MIL,82,19705,3044,6807,0.45,331,1019,0.32,2713,5788,0.47,1530,2181,0.7,1126,2154,3280,1946,800,407,1343,1821,7949
DET,82,19730,3169,7017,0.45,358,1041,0.34,2811,5976,0.47,1253,1715,0.73,1027,2320,3347,1767,602,309,1236,1935,7949
MIN,82,19730,2985,6535,0.46,183,557,0.33,2802,5978,0.47,1777,2303,0.77,990,2343,3333,1967,600,440,1478,2016,7930
DAL,82,19730,3055,7070,0.43,241,773,0.31,2814,6297,0.45,1450,1942,0.75,1271,2150,3421,1629,767,299,1393,2007,7801
