SEASON,TEAM ID,TEAM,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1996,5,CHI,82,19730,3293,6892,0.48,544,1349,0.4,2749,5543,0.5,1495,2004,0.75,1247,2411,3658,2033,745,345,1175,1807,8625
1996,21,SEA,82,19880,3074,6401,0.48,581,1596,0.36,2493,4805,0.52,1843,2424,0.76,954,2449,3403,1999,882,393,1441,1967,8572
1996,22,ORL,82,19855,3203,6640,0.48,622,1645,0.38,2581,4995,0.52,1543,2232,0.69,966,2401,3367,2080,663,406,1160,1709,8571
1996,24,PHO,82,19955,3159,6673,0.47,327,984,0.33,2832,5689,0.5,1907,2472,0.77,1009,2501,3510,2001,623,331,1207,1776,8552
1996,2,BOS,82,19905,3163,6942,0.46,539,1453,0.37,2624,5489,0.48,1630,2284,0.71,1050,2427,3477,1792,653,406,1302,2041,8495
1996,27,SAS,82,19780,3148,6602,0.48,518,1320,0.39,2630,5282,0.5,1663,2261,0.74,937,2586,3523,2044,645,536,1195,1820,8477
1996,14,LAL,82,19680,3216,6706,0.48,477,1359,0.35,2739,5347,0.51,1529,2049,0.75,995,2303,3298,2080,722,516,1163,1702,8438
1996,4,CHO,82,19880,3108,6618,0.47,584,1520,0.38,2524,5098,0.5,1631,2119,0.77,987,2256,3243,1907,582,277,1241,1815,8431
1996,7,DAL,82,19930,3124,7431,0.42,735,2039,0.36,2389,5392,0.44,1426,1975,0.72,1408,2379,3787,1913,642,342,1270,1836,8409
1996,30,WAB,82,19805,3202,6618,0.48,493,1212,0.41,2709,5406,0.5,1511,2076,0.73,930,2327,3257,1815,592,506,1327,1981,8408
1996,11,HOU,82,19805,3078,6638,0.46,637,1761,0.36,2441,4877,0.5,1611,2106,0.76,919,2455,3374,1982,645,476,1245,1753,8404
1996,29,UTA,82,19780,3129,6417,0.49,377,1013,0.37,2752,5404,0.51,1769,2302,0.77,993,2373,3366,2139,667,418,1215,2046,8404
1996,10,GSW,82,19755,3056,6700,0.46,447,1199,0.37,2609,5501,0.47,1775,2340,0.76,1173,2285,3458,1889,706,470,1343,1835,8334
1996,26,SAC,82,19755,2971,6494,0.46,462,1194,0.39,2509,5300,0.47,1759,2407,0.73,1114,2345,3459,1829,643,436,1442,2131,8163
1996,13,LAC,82,19730,3126,6618,0.47,509,1374,0.37,2617,5244,0.5,1392,1984,0.7,979,2190,3169,1672,703,411,1355,2008,8153
1996,25,POR,82,19905,3064,6688,0.46,480,1358,0.35,2584,5330,0.48,1537,2321,0.66,1160,2577,3737,1760,594,417,1377,1859,8145
1996,12,IND,82,19755,2979,6205,0.48,363,973,0.37,2616,5232,0.5,1823,2416,0.76,1010,2262,3272,1917,579,323,1335,2031,8144
1996,1,ALT,82,19730,2985,6665,0.45,566,1595,0.36,2419,5070,0.48,1523,2012,0.76,1182,2148,3330,1609,771,319,1228,1714,8059
1996,18,MIN,82,19780,2974,6481,0.46,279,857,0.33,2695,5624,0.48,1797,2314,0.78,985,2271,3256,1867,650,481,1426,1994,8024
1996,8,DEN,82,19830,3001,6657,0.45,397,1148,0.35,2604,5509,0.47,1614,2173,0.74,1057,2487,3544,1851,521,597,1265,1882,8013
1996,28,TOR,82,19830,3084,6598,0.47,414,1168,0.35,2670,5430,0.49,1412,1953,0.72,1071,2213,3284,1927,745,493,1544,1987,7994
1996,20,NYK,82,19830,3003,6382,0.47,485,1285,0.38,2518,5097,0.49,1480,1954,0.76,829,2449,3278,1822,645,377,1272,1864,7971
1996,16,MIA,82,19780,2902,6348,0.46,552,1458,0.38,2350,4890,0.48,1553,2187,0.71,999,2495,3494,1752,574,439,1394,2158,7909
1996,17,MIL,82,19730,3034,6490,0.47,357,1056,0.34,2677,5434,0.49,1412,1914,0.74,973,2164,3137,1755,582,307,1295,1943,7837
1996,9,DET,82,19830,2810,6122,0.46,545,1350,0.4,2265,4772,0.48,1657,2206,0.75,884,2440,3324,1610,506,352,1215,1953,7822
1996,23,PHI,82,19730,2796,6418,0.44,492,1438,0.34,2304,4980,0.46,1662,2263,0.73,1031,2161,3192,1629,643,420,1414,1777,7746
1996,3,NJN,82,19905,2881,6750,0.43,250,746,0.34,2631,6004,0.44,1672,2244,0.74,1350,2503,3853,1752,627,571,1375,1880,7684
1996,6,CLE,82,19830,2761,5998,0.46,596,1582,0.38,2165,4416,0.49,1355,1775,0.76,867,2055,2922,1818,674,340,1073,1685,7473
1996,15,VAN,82,19880,2772,6483,0.43,372,1129,0.33,2400,5354,0.45,1446,1998,0.72,957,2170,3127,1706,728,333,1347,1852,7362
