SEASON,TEAM ID,TEAM,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2001,26,SAC,82,20080,3132,6969,0.45,479,1353,0.35,2653,5616,0.47,1600,2075,0.77,987,2705,3692,1852,793,432,1221,1596,8343
2001,17,MIL,82,19780,3112,6798,0.46,562,1481,0.38,2550,5317,0.48,1474,1874,0.79,975,2500,3475,1844,672,386,1123,1928,8260
2001,14,LAL,82,19905,3109,6685,0.46,439,1275,0.34,2670,5410,0.49,1594,2333,0.68,1085,2583,3668,1888,564,490,1184,1872,8251
2001,7,DAL,82,19805,3085,6716,0.46,517,1357,0.38,2568,5359,0.48,1552,1954,0.79,831,2571,3402,1740,618,492,1141,1907,8239
2001,28,TOR,82,19955,3048,6972,0.44,429,1164,0.37,2619,5808,0.45,1482,1984,0.75,1118,2529,3647,2004,599,519,1080,1745,8007
2001,22,ORL,82,19955,3013,6873,0.44,490,1346,0.36,2523,5527,0.46,1476,2068,0.71,1069,2450,3519,1803,674,481,1245,2071,7992
2001,18,MIN,82,19830,3148,6871,0.46,322,901,0.36,2826,5970,0.47,1364,1737,0.78,1002,2470,3472,2083,682,456,1136,1900,7982
2001,21,SEA,82,19805,3029,6649,0.46,466,1169,0.4,2563,5480,0.47,1454,1986,0.73,999,2422,3421,1792,657,409,1252,1733,7978
2001,11,HOU,82,19830,2943,6494,0.45,504,1412,0.36,2439,5082,0.48,1582,2086,0.76,919,2524,3443,1613,587,358,1204,1657,7972
2001,29,UTA,82,19780,2960,6289,0.47,325,852,0.38,2635,5437,0.48,1714,2280,0.75,943,2383,3326,2110,661,463,1296,2107,7959
2001,8,DEN,82,19780,2979,6877,0.43,512,1444,0.36,2467,5433,0.45,1448,1964,0.74,1044,2583,3627,1970,552,538,1136,1820,7918
2001,27,SAS,82,19830,2884,6262,0.46,445,1094,0.41,2439,5168,0.47,1673,2340,0.72,902,2712,3614,1778,568,576,1145,1551,7886
2001,9,DET,82,19855,2919,6880,0.42,389,1112,0.35,2530,5768,0.44,1610,2233,0.72,1108,2626,3734,1629,613,447,1304,1955,7837
2001,25,POR,82,19780,3004,6417,0.47,369,1057,0.35,2635,5360,0.49,1447,1899,0.76,960,2481,3441,1963,672,419,1257,1745,7824
2001,23,PHI,82,19855,2902,6487,0.45,262,803,0.33,2640,5684,0.46,1697,2277,0.74,1075,2600,3675,1692,690,408,1292,1673,7763
2001,2,BOS,82,19830,2773,6485,0.43,592,1633,0.36,2181,4852,0.45,1621,2190,0.74,897,2367,3264,1708,769,336,1285,1952,7759
2001,24,PHO,82,19805,2944,6757,0.44,332,1054,0.32,2612,5703,0.46,1490,1973,0.76,970,2529,3499,1905,775,429,1250,1864,7710
2001,30,WAS,82,19680,2833,6453,0.44,275,848,0.32,2558,5605,0.46,1704,2245,0.76,1016,2370,3386,1647,630,383,1391,1913,7645
2001,12,IND,82,19980,2828,6431,0.44,396,1159,0.34,2432,5272,0.46,1539,2009,0.77,921,2595,3516,1763,563,487,1244,1926,7591
2001,10,GSW,82,19780,2937,7175,0.41,282,964,0.29,2655,6211,0.43,1428,2024,0.71,1345,2385,3730,1788,742,410,1301,1727,7584
2001,13,LAC,82,20030,2896,6467,0.45,360,1063,0.34,2536,5404,0.47,1429,2061,0.69,962,2559,3521,1585,490,513,1293,1775,7581
2001,6,CLE,82,19830,2890,6532,0.44,220,659,0.33,2670,5873,0.46,1561,2040,0.76,1015,2440,3455,1708,642,436,1350,1904,7561
2001,3,NJN,82,19730,2781,6550,0.42,361,1084,0.33,2420,5466,0.44,1629,2146,0.76,909,2337,3246,1603,649,407,1208,1982,7552
2001,4,CHO,82,19880,2800,6501,0.43,340,984,0.35,2460,5517,0.45,1599,2146,0.74,1033,2608,3641,1900,665,455,1183,1753,7539
2001,15,VAN,82,19780,2870,6539,0.44,325,947,0.34,2545,5592,0.46,1457,1892,0.77,894,2431,3325,1899,586,359,1291,1733,7522
2001,1,ALT,82,19730,2876,6668,0.43,333,933,0.36,2543,5735,0.44,1374,1811,0.76,1028,2490,3518,1559,634,387,1368,1863,7459
2001,16,MIA,82,19880,2694,6258,0.43,478,1384,0.34,2216,4874,0.46,1423,1874,0.76,813,2435,3248,1630,633,304,1122,1726,7289
2001,20,NYK,82,19905,2755,6198,0.44,391,1115,0.35,2364,5083,0.46,1374,1727,0.8,773,2524,3297,1520,545,346,1189,1863,7275
2001,5,CHI,82,19855,2721,6411,0.42,329,950,0.35,2392,5461,0.44,1410,1909,0.74,926,2260,3186,1810,675,379,1292,1902,7181
