Season,Team ID,Player ID,Team ABV,Team,Player,Age,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
2011,22,1338,ORL,Orlando Magic,Dwight Howard,25,6,258,26.1,0.68,0.01,1.09,12.3,30.8,21.4,2.6,0.9,3.4,21.6,28.2,0.7,0.6,1.3,0.24,3.3,1.7,5.0,0.5
2011,22,2124,ORL,Orlando Magic,Jameer Nelson,28,6,216,15.4,0.45,0.32,0.17,3.8,10.0,6.9,27.6,3.1,0.0,8.3,21.2,0.2,0.4,0.6,0.13,1.1,2.1,3.2,0.3
2011,22,2921,ORL,Orlando Magic,Hedo Turkoglu,31,6,209,6.9,0.37,0.44,0.21,0.6,10.4,5.4,19.1,2.1,0.4,8.6,18.5,-0.2,0.3,0.1,0.02,-2.4,0.9,-1.5,0.0
2011,22,2439,ORL,Orlando Magic,Jason Richardson,30,5,153,9.7,0.46,0.49,0.16,3.8,11.8,7.8,7.3,1.1,1.1,5.2,17.9,0.1,0.2,0.3,0.1,-1.0,0.7,-0.3,0.1
2011,22,83,ORL,Orlando Magic,Ryan Anderson,22,6,147,8.3,0.43,0.67,0.2,8.0,13.9,10.9,3.5,1.9,0.5,3.0,10.9,0.1,0.2,0.4,0.12,-1.0,0.0,-1.0,0.0
2011,22,180,ORL,Orlando Magic,Brandon Bass,25,6,139,13.2,0.5,0.0,0.34,10.1,11.3,10.7,2.7,1.2,2.9,13.8,17.4,0.1,0.2,0.3,0.11,-0.5,0.2,-0.2,0.1
2011,22,2411,ORL,Orlando Magic,J.J. Redick,26,6,120,5.8,0.42,0.36,0.29,0.0,11.0,5.4,9.6,0.5,0.7,12.9,21.5,-0.2,0.1,0.0,-0.02,-4.4,-1.0,-5.4,-0.1
2011,22,2446,ORL,Orlando Magic,Quentin Richardson,30,6,98,10.7,0.72,0.67,0.13,3.6,14.8,9.1,3.6,0.6,0.8,11.2,8.7,0.2,0.1,0.3,0.16,0.6,2.6,3.2,0.1
2011,22,104,ORL,Orlando Magic,Gilbert Arenas,29,5,81,15.9,0.48,0.29,0.14,5.8,14.9,10.3,35.0,0.7,1.0,11.8,29.7,0.1,0.1,0.2,0.11,0.1,1.2,1.3,0.1
2011,22,52,ORL,Orlando Magic,Malik Allen,32,1,7,-5.7,0.27,0.0,2.0,0.0,17.2,8.5,0.0,0.0,0.0,0.0,12.8,0.0,0.0,0.0,-0.05,-12.7,0.0,-12.7,0.0
2011,22,540,ORL,Orlando Magic,Earl Clark,23,1,6,44.4,0.33,0.0,0.0,39.0,40.2,39.6,34.8,9.2,13.4,0.0,23.8,0.0,0.0,0.0,0.39,11.7,11.8,23.5,0.0
2011,22,795,ORL,Orlando Magic,Chris Duhon,28,1,4,53.8,0.87,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.2,0.1,0.0,0.1,0.76,25.6,5.0,30.6,0.0
