Season,Team ID,Team ABV,Team,PLAYER,Age,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
2011,19,NOH,New Orleans Hornets,Chris Paul,25,6,250,28.9,0.67,0.25,0.64,1.6,18.6,10.3,53.5,2.5,0.0,18.2,24.1,1.1,0.1,1.3,0.24,8.0,2.5,10.5,0.8
2011,19,NOH,New Orleans Hornets,Trevor Ariza,25,6,241,15.1,0.49,0.25,0.26,3.9,16.7,10.4,15.4,1.9,1.0,6.9,21.1,0.2,0.1,0.3,0.05,1.2,1.1,2.3,0.3
2011,19,NOH,New Orleans Hornets,Carl Landry,27,6,213,14.4,0.57,0.0,0.53,6.9,11.2,9.1,5.2,1.1,1.1,12.5,22.5,0.3,0.0,0.3,0.07,-0.4,-0.8,-1.2,0.0
2011,19,NOH,New Orleans Hornets,Emeka Okafor,28,6,188,9.2,0.61,0.0,0.36,12.0,10.7,11.3,0.0,1.8,2.6,25.1,12.7,0.0,0.0,0.1,0.02,-3.4,-0.4,-3.8,-0.1
2011,19,NOH,New Orleans Hornets,Marco Belinelli,24,6,173,6.5,0.45,0.41,0.06,0.0,3.6,1.9,4.2,1.6,0.0,5.8,19.9,-0.2,-0.1,-0.3,-0.07,-2.4,-2.1,-4.6,-0.1
2011,19,NOH,New Orleans Hornets,Jarrett Jack,27,6,111,8.5,0.43,0.15,0.47,1.2,15.9,8.7,20.3,0.5,0.7,16.3,22.1,-0.2,0.0,-0.2,-0.09,-3.0,-2.0,-5.1,-0.1
2011,19,NOH,New Orleans Hornets,Aaron Gray,26,6,87,9.6,0.64,0.0,0.62,4.6,26.0,15.6,4.0,1.3,1.9,23.2,12.4,0.0,0.1,0.1,0.03,-3.3,1.6,-1.7,0.0
2011,19,NOH,New Orleans Hornets,Willie Green,29,6,84,6.1,0.44,0.25,0.19,1.6,6.0,3.8,9.2,1.3,0.0,7.1,25.0,-0.1,0.0,-0.2,-0.09,-4.7,-2.0,-6.7,-0.1
2011,19,NOH,New Orleans Hornets,Jason Smith,24,6,58,6.3,0.47,0.0,0.0,2.3,13.0,7.8,3.1,1.9,0.0,0.0,12.9,0.0,0.0,0.0,0.01,-4.6,0.0,-4.6,0.0
2011,19,NOH,New Orleans Hornets,Didier Ilunga-Mbenga,30,5,26,16.3,0.87,0.0,1.0,10.2,14.5,12.4,6.3,4.3,9.3,25.8,7.5,0.1,0.0,0.1,0.17,-2.2,7.9,5.7,0.1
2011,19,NOH,New Orleans Hornets,Quincy Pondexter,22,3,9,-10.0,0.17,0.5,0.0,0.0,14.0,7.2,19.4,0.0,0.0,0.0,33.3,-0.1,0.0,-0.1,-0.49,-13.6,-7.8,-21.3,0.0
2011,19,NOH,New Orleans Hornets,Patrick Ewing,26,2,2,75.9,1.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.35,43.6,6.3,49.9,0.0
