Season,Team ID,Team ABV,Team,PLAYER,Age,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
2011,16,MIA,Miami Heat,LeBron James,26,21,922,23.7,0.56,0.23,0.42,4.6,18.2,11.6,27.6,2.1,2.2,13.0,26.9,2.4,1.4,3.8,0.2,5.2,1.9,7.1,2.1
2011,16,MIA,Miami Heat,Chris Bosh,26,21,834,18.4,0.55,0.01,0.48,7.0,18.6,12.9,5.4,0.9,1.9,10.2,23.0,1.6,1.0,2.6,0.15,1.5,-0.4,1.1,0.6
2011,16,MIA,Miami Heat,Dwyane Wade,29,21,828,26.3,0.57,0.14,0.48,6.5,15.3,11.0,24.5,2.3,2.8,12.4,30.4,2.4,1.3,3.7,0.22,6.5,1.9,8.4,2.2
2011,16,MIA,Miami Heat,Joel Anthony,28,21,575,7.6,0.46,0.0,0.63,7.6,12.7,10.2,2.7,0.8,5.5,17.2,6.4,0.2,0.8,0.9,0.08,-2.5,1.9,-0.6,0.2
2011,16,MIA,Miami Heat,Mario Chalmers,24,21,511,12.5,0.59,0.68,0.26,1.0,8.3,4.7,15.2,2.9,0.2,16.9,15.9,0.6,0.6,1.2,0.11,-0.6,2.1,1.5,0.4
2011,16,MIA,Miami Heat,Mike Bibby,32,20,415,3.6,0.37,0.69,0.04,1.5,8.8,5.3,9.1,1.5,1.2,14.8,13.5,-0.6,0.4,-0.2,-0.03,-4.0,-0.6,-4.6,-0.3
2011,16,MIA,Miami Heat,Udonis Haslem,30,12,290,7.1,0.44,0.0,0.15,5.6,16.7,11.3,5.4,1.2,1.1,13.2,14.0,-0.2,0.3,0.2,0.03,-3.8,-0.3,-4.1,-0.1
2011,16,MIA,Miami Heat,James Jones,30,12,272,11.5,0.69,0.72,0.26,1.4,11.7,6.7,1.3,1.2,0.6,6.6,10.9,0.6,0.3,0.9,0.15,0.6,0.9,1.5,0.2
2011,16,MIA,Miami Heat,Mike Miller,30,18,215,8.4,0.44,0.7,0.0,5.2,22.0,13.8,10.3,1.8,0.4,13.1,13.8,0.0,0.3,0.3,0.06,-1.7,1.1,-0.7,0.1
2011,16,MIA,Miami Heat,Zydrunas Ilgauskas,35,9,104,10.7,0.49,0.0,0.2,17.9,19.3,18.7,5.4,0.0,2.4,21.6,19.5,0.0,0.1,0.1,0.04,-4.0,-1.5,-5.5,-0.1
2011,16,MIA,Miami Heat,Juwan Howard,37,11,60,9.0,0.58,0.0,1.44,6.2,13.8,10.1,2.7,0.0,0.0,12.0,13.6,0.1,0.0,0.1,0.11,-3.0,-0.5,-3.6,0.0
2011,16,MIA,Miami Heat,Eddie House,32,7,48,0.3,0.32,0.59,0.0,2.6,9.9,6.3,3.5,4.6,0.0,19.0,21.3,-0.2,0.1,-0.1,-0.13,-9.2,0.3,-9.0,-0.1
2011,16,MIA,Miami Heat,Jamaal Magloire,32,3,18,8.9,0.4,0.0,0.0,6.9,26.3,16.8,19.8,3.1,0.0,16.7,16.3,0.0,0.0,0.0,0.06,-4.2,3.3,-1.0,0.0
