Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1984,5,3109,CHI,Charlotte Bobcats,24.0,NBA,SG,82.0,40.0,2123.0,6.8,15.1,0.45,0.1,0.5,0.24,6.6,14.6,0.46,3.6,4.9,0.74,2.3,3.2,5.6,3.2,1.8,0.2,2.4,4.7,17.3
1985,11,3109,HOU,Houston Rockets,25.0,NBA,SG,82.0,24.0,1575.0,7.3,15.0,0.48,0.1,0.5,0.26,7.1,14.5,0.49,2.2,3.0,0.73,2.5,2.9,5.4,2.7,1.9,0.3,2.1,4.5,16.9
1986,11,3109,HOU,Houston Rockets,26.0,NBA,SG,78.0,0.0,1198.0,6.7,14.7,0.45,0.0,0.4,0.08,6.6,14.3,0.46,2.6,3.5,0.73,2.6,2.2,4.8,3.0,1.8,0.2,1.9,4.7,16.0
1987,11,3109,HOU,Houston Rockets,27.0,NBA,SG,32.0,19.0,788.0,7.0,16.0,0.44,0.0,0.2,0.0,7.0,15.8,0.44,2.2,3.0,0.75,3.4,2.7,6.1,3.5,2.0,0.1,2.3,3.7,16.2
1990,11,3109,HOU,Houston Rockets,30.0,NBA,SG,66.0,52.0,1852.0,8.1,16.6,0.49,0.0,0.1,0.0,8.1,16.5,0.49,3.7,4.6,0.81,2.6,3.0,5.6,2.0,1.7,0.0,1.7,3.2,19.9
1992,23,3109,PHI,Philadelphia 76Ers,32.0,NBA,SG,49.0,0.0,569.0,5.6,14.5,0.38,0.0,0.1,0.0,5.6,14.4,0.39,2.2,3.2,0.69,2.7,3.2,5.9,1.4,1.3,0.1,1.6,4.2,13.3
