Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1991,14,463,LAL,Los Angeles Lakers,Elden Campbell,1968-07-23,22.0,NBA,PF,14.0,0.0,138.0,6.5,9.9,0.66,0.0,0.0,,6.5,9.9,0.66,1.8,3.9,0.47,2.1,5.5,7.6,0.8,1.6,2.1,1.6,6.0,14.9
1992,14,463,LAL,Los Angeles Lakers,Elden Campbell,1968-07-23,23.0,NBA,C,4.0,2.0,117.0,4.3,11.4,0.38,0.0,0.0,,4.3,11.4,0.38,3.7,5.5,0.67,2.8,4.9,7.7,1.8,0.9,1.8,1.2,4.3,12.3
1993,14,463,LAL,Los Angeles Lakers,Elden Campbell,1968-07-23,24.0,NBA,PF,5.0,5.0,178.0,5.9,14.0,0.42,0.0,0.0,,5.9,14.0,0.42,2.4,4.9,0.5,3.4,5.1,8.5,1.4,1.2,2.4,2.4,3.0,14.2
1995,14,463,LAL,Los Angeles Lakers,Elden Campbell,1968-07-23,26.0,NBA,PF,10.0,10.0,376.0,6.1,12.6,0.48,0.0,0.0,,6.1,12.6,0.48,2.8,4.2,0.66,2.5,4.5,7.0,1.5,0.4,2.9,1.4,4.2,15.0
1996,14,463,LAL,Los Angeles Lakers,Elden Campbell,1968-07-23,27.0,NBA,PF,4.0,4.0,129.0,5.6,10.9,0.51,0.0,0.3,0.0,5.6,10.6,0.53,2.2,4.5,0.5,0.8,8.1,8.9,2.2,0.3,2.5,2.8,4.7,13.4
1997,14,463,LAL,Los Angeles Lakers,Elden Campbell,1968-07-23,28.0,NBA,PF,9.0,9.0,278.0,4.8,12.0,0.4,0.1,0.1,1.0,4.7,11.9,0.39,4.0,4.9,0.82,1.8,3.2,5.1,1.2,0.9,1.7,1.8,3.9,13.7
1998,14,463,LAL,Los Angeles Lakers,Elden Campbell,1968-07-23,29.0,NBA,PF,13.0,0.0,180.0,4.6,10.2,0.45,0.0,0.0,,4.6,10.2,0.45,4.4,6.8,0.65,3.4,5.6,9.0,1.6,0.6,2.4,2.6,5.4,13.6
2000,4,463,CHO,Charlotte Hornets,Elden Campbell,1968-07-23,31.0,NBA,C,4.0,4.0,150.0,5.3,11.3,0.47,0.0,0.2,0.0,5.3,11.0,0.48,3.1,3.4,0.93,2.2,5.8,7.9,1.0,0.5,1.0,1.9,3.8,13.7
2001,4,463,CHO,Charlotte Hornets,Elden Campbell,1968-07-23,32.0,NBA,PF,10.0,10.0,287.0,5.3,13.3,0.4,0.0,0.0,,5.3,13.3,0.4,4.6,6.1,0.76,3.4,6.5,9.9,0.9,0.6,1.4,2.1,4.6,15.2
2002,4,463,CHO,Charlotte Hornets,Elden Campbell,1968-07-23,33.0,NBA,PF,9.0,9.0,254.0,6.9,15.6,0.44,0.0,0.1,0.0,6.9,15.4,0.45,3.4,4.8,0.71,2.0,6.5,8.5,2.3,0.9,3.3,2.4,4.8,17.3
2004,9,463,DET,Detroit Pistons,Elden Campbell,1968-07-23,35.0,NBA,C,14.0,0.0,124.0,2.9,10.2,0.29,0.0,0.0,,2.9,10.2,0.29,2.9,5.2,0.56,2.9,4.4,7.3,2.9,1.7,2.6,2.6,8.1,8.7
2005,9,463,DET,Detroit Pistons,Elden Campbell,1968-07-23,36.0,NBA,C,10.0,0.0,57.0,2.5,8.2,0.31,0.0,0.0,,2.5,8.2,0.31,2.5,5.1,0.5,1.9,9.5,11.4,3.2,1.3,0.0,2.5,8.2,7.6
